SUMMARY REPORT: Trojan_100_ALL | Model: .\Random_Forest.sav | Port: COM18 | Delay: 200ms
Total Packets Collected: 20000
Total Flows Processed: 142
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  69
False Positives (FP): 73
True Negatives (TN):  0
False Negatives (FN): 0
Overall Accuracy: 48.59%
--------------------------------------------------
2026-04-08 16:45:12 | Pred: 1 | Actual: 0 | File: flow_164512_168054.txt
2026-04-08 16:47:56 | Pred: 1 | Actual: 0 | File: flow_164756_298452.txt
2026-04-08 16:50:40 | Pred: 1 | Actual: 0 | File: flow_165040_444218.txt
2026-04-08 16:53:22 | Pred: 1 | Actual: 0 | File: flow_165322_574014.txt
2026-04-08 16:53:26 | Pred: 1 | Actual: 1 | File: flow_165326_575602.txt
2026-04-08 16:55:40 | Pred: 1 | Actual: 0 | File: flow_165540_695532.txt
2026-04-08 16:55:44 | Pred: 1 | Actual: 1 | File: flow_165544_696897.txt
2026-04-08 16:58:28 | Pred: 1 | Actual: 1 | File: flow_165828_825853.txt
2026-04-08 17:01:15 | Pred: 1 | Actual: 0 | File: flow_170114_971128.txt
2026-04-08 17:04:07 | Pred: 1 | Actual: 1 | File: flow_170407_118537.txt
2026-04-08 17:06:57 | Pred: 1 | Actual: 0 | File: flow_170657_249264.txt
2026-04-08 17:09:41 | Pred: 1 | Actual: 0 | File: flow_170941_392951.txt
2026-04-08 17:12:27 | Pred: 1 | Actual: 0 | File: flow_171227_537493.txt
2026-04-08 17:12:31 | Pred: 1 | Actual: 1 | File: flow_171231_539273.txt
2026-04-08 17:15:01 | Pred: 1 | Actual: 0 | File: flow_171501_663370.txt
2026-04-08 17:15:05 | Pred: 1 | Actual: 1 | File: flow_171505_664791.txt
2026-04-08 17:15:09 | Pred: 1 | Actual: 1 | File: flow_171509_666247.txt
2026-04-08 17:15:13 | Pred: 1 | Actual: 1 | File: flow_171513_667400.txt
2026-04-08 17:17:59 | Pred: 1 | Actual: 0 | File: flow_171759_810947.txt
2026-04-08 17:20:43 | Pred: 1 | Actual: 0 | File: flow_172043_939093.txt
2026-04-08 17:20:47 | Pred: 1 | Actual: 1 | File: flow_172047_940305.txt
2026-04-08 17:23:32 | Pred: 1 | Actual: 0 | File: flow_172332_083737.txt
2026-04-08 17:23:36 | Pred: 1 | Actual: 1 | File: flow_172336_084557.txt
2026-04-08 17:26:20 | Pred: 1 | Actual: 0 | File: flow_172620_259378.txt
2026-04-08 17:26:24 | Pred: 1 | Actual: 1 | File: flow_172624_228449.txt
2026-04-08 17:26:28 | Pred: 1 | Actual: 1 | File: flow_172628_229656.txt
2026-04-08 17:29:12 | Pred: 1 | Actual: 0 | File: flow_172912_356986.txt
2026-04-08 17:29:16 | Pred: 1 | Actual: 1 | File: flow_172916_358041.txt
2026-04-08 17:32:00 | Pred: 1 | Actual: 0 | File: flow_173200_502067.txt
2026-04-08 17:34:44 | Pred: 1 | Actual: 0 | File: flow_173444_629333.txt
2026-04-08 17:34:48 | Pred: 1 | Actual: 1 | File: flow_173448_645820.txt
2026-04-08 17:37:32 | Pred: 1 | Actual: 0 | File: flow_173732_772768.txt
2026-04-08 17:37:36 | Pred: 1 | Actual: 1 | File: flow_173736_774087.txt
2026-04-08 17:40:20 | Pred: 1 | Actual: 0 | File: flow_174020_916308.txt
2026-04-08 17:40:24 | Pred: 1 | Actual: 1 | File: flow_174024_917518.txt
2026-04-08 17:40:28 | Pred: 1 | Actual: 1 | File: flow_174028_918767.txt
2026-04-08 17:40:32 | Pred: 1 | Actual: 1 | File: flow_174032_919889.txt
2026-04-08 17:40:36 | Pred: 1 | Actual: 1 | File: flow_174036_920936.txt
2026-04-08 17:40:40 | Pred: 1 | Actual: 1 | File: flow_174040_922012.txt
2026-04-08 17:40:44 | Pred: 1 | Actual: 1 | File: flow_174044_938695.txt
2026-04-08 17:43:29 | Pred: 1 | Actual: 0 | File: flow_174329_064041.txt
