row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),0.9412081404113276,0.9713989159266521,0.9658296066964798,0.96860625574977,0.9358242465488338,0.7638335312634342
1,Naive Bayes (Gaussian),0.9387853989447615,0.9391327767304066,0.9995986698773076,0.9684228066764796,0.9386238821352549,0.5006827271648022
2,KNN,0.9159577904597825,0.9557481489984503,0.9547070290104346,0.955227305320522,0.9152038302563288,0.6368058113250052
3,Logistic Regression,0.9387315602455044,0.9390348987505386,0.999656002751978,0.9683976673146348,0.9387315827276081,0.499828001375989
4,Support Vector Machine,0.9390545924410466,0.9390545924410466,1.0,0.9685695246557086,0.9390545975324534,0.5
