row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),0.8961818961818961,0.9260908281389136,0.8673894912427023,0.8957795004306632,0.8940392055950225,0.8970339682361922
1,Naive Bayes (Gaussian),0.7653367653367653,0.7725752508361204,0.7706422018348624,0.7716075156576201,0.7211853580979865,0.7651797581612476
2,KNN,0.9026169026169026,0.907035175879397,0.9032527105921602,0.90513999164229,0.8876023563794101,0.9025980867448432
3,Logistic Regression,0.7383097383097383,0.7392363931762794,0.7589658048373644,0.7489711934156379,0.7271728042201616,0.7376984501218624
4,Support Vector Machine,0.7172887172887172,0.7033132530120482,0.7789824854045038,0.739216462208152,0.705288987326649,0.7154629741510151
