SUMMARY REPORT: Trojan_100_ALL | Model: SVM.sav | Port: COM32 | Delay: 120ms
Total Packets Collected: 20000
Total Flows Processed: 197
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  0
False Positives (FP): 0
True Negatives (TN):  95
False Negatives (FN): 102
Overall Accuracy: 48.22%
--------------------------------------------------
2026-04-15 15:46:06 | Pred: 0 | Actual: 0 | File: flow_154606_566652.txt
2026-04-15 15:47:12 | Pred: 0 | Actual: 1 | File: flow_154712_656733.txt
2026-04-15 15:48:18 | Pred: 0 | Actual: 0 | File: flow_154818_729146.txt
2026-04-15 15:49:24 | Pred: 0 | Actual: 0 | File: flow_154924_805600.txt
2026-04-15 15:50:32 | Pred: 0 | Actual: 1 | File: flow_155032_880100.txt
2026-04-15 15:51:39 | Pred: 0 | Actual: 1 | File: flow_155138_967065.txt
2026-04-15 15:52:45 | Pred: 0 | Actual: 0 | File: flow_155245_037244.txt
2026-04-15 15:53:51 | Pred: 0 | Actual: 1 | File: flow_155351_126652.txt
2026-04-15 15:54:57 | Pred: 0 | Actual: 1 | File: flow_155457_199600.txt
2026-04-15 15:56:03 | Pred: 0 | Actual: 0 | File: flow_155603_275491.txt
2026-04-15 15:57:09 | Pred: 0 | Actual: 1 | File: flow_155709_349742.txt
2026-04-15 15:58:15 | Pred: 0 | Actual: 0 | File: flow_155815_436542.txt
2026-04-15 15:59:21 | Pred: 0 | Actual: 1 | File: flow_155921_506146.txt
2026-04-15 16:00:27 | Pred: 0 | Actual: 1 | File: flow_160027_579541.txt
2026-04-15 16:01:33 | Pred: 0 | Actual: 1 | File: flow_160133_666399.txt
2026-04-15 16:02:39 | Pred: 0 | Actual: 0 | File: flow_160239_740071.txt
2026-04-15 16:03:45 | Pred: 0 | Actual: 0 | File: flow_160345_815452.txt
2026-04-15 16:04:51 | Pred: 0 | Actual: 0 | File: flow_160451_890345.txt
2026-04-15 16:05:58 | Pred: 0 | Actual: 1 | File: flow_160557_976377.txt
2026-04-15 16:07:04 | Pred: 0 | Actual: 0 | File: flow_160704_053357.txt
2026-04-15 16:08:10 | Pred: 0 | Actual: 0 | File: flow_160810_122004.txt
2026-04-15 16:09:16 | Pred: 0 | Actual: 0 | File: flow_160916_212910.txt
2026-04-15 16:10:22 | Pred: 0 | Actual: 0 | File: flow_161022_287346.txt
2026-04-15 16:11:28 | Pred: 0 | Actual: 0 | File: flow_161128_358469.txt
2026-04-15 16:12:34 | Pred: 0 | Actual: 1 | File: flow_161234_443392.txt
2026-04-15 16:13:40 | Pred: 0 | Actual: 1 | File: flow_161340_517438.txt
2026-04-15 16:14:46 | Pred: 0 | Actual: 1 | File: flow_161446_589961.txt
2026-04-15 16:15:52 | Pred: 0 | Actual: 0 | File: flow_161552_665460.txt
2026-04-15 16:16:58 | Pred: 0 | Actual: 0 | File: flow_161658_740095.txt
2026-04-15 16:18:04 | Pred: 0 | Actual: 1 | File: flow_161804_826362.txt
2026-04-15 16:19:10 | Pred: 0 | Actual: 0 | File: flow_161910_897091.txt
2026-04-15 16:20:19 | Pred: 0 | Actual: 1 | File: flow_162018_986925.txt
2026-04-15 16:21:25 | Pred: 0 | Actual: 1 | File: flow_162125_060274.txt
2026-04-15 16:22:31 | Pred: 0 | Actual: 1 | File: flow_162231_136151.txt
2026-04-15 16:23:37 | Pred: 0 | Actual: 0 | File: flow_162337_209767.txt
2026-04-15 16:24:43 | Pred: 0 | Actual: 1 | File: flow_162443_296469.txt
2026-04-15 16:25:49 | Pred: 0 | Actual: 1 | File: flow_162549_367012.txt
2026-04-15 16:26:55 | Pred: 0 | Actual: 0 | File: flow_162655_440744.txt
2026-04-15 16:28:01 | Pred: 0 | Actual: 1 | File: flow_162801_527636.txt
2026-04-15 16:29:07 | Pred: 0 | Actual: 1 | File: flow_162907_602954.txt
2026-04-15 16:30:13 | Pred: 0 | Actual: 0 | File: flow_163013_679012.txt
2026-04-15 16:31:19 | Pred: 0 | Actual: 0 | File: flow_163119_750817.txt
2026-04-15 16:32:25 | Pred: 0 | Actual: 0 | File: flow_163225_836168.txt
2026-04-15 16:33:31 | Pred: 0 | Actual: 0 | File: flow_163331_910141.txt
2026-04-15 16:34:37 | Pred: 0 | Actual: 0 | File: flow_163437_982554.txt
2026-04-15 16:35:44 | Pred: 0 | Actual: 0 | File: flow_163544_057479.txt
2026-04-15 16:36:50 | Pred: 0 | Actual: 0 | File: flow_163650_148171.txt
2026-04-15 16:37:56 | Pred: 0 | Actual: 0 | File: flow_163756_219318.txt
2026-04-15 16:39:02 | Pred: 0 | Actual: 1 | File: flow_163902_289850.txt
2026-04-15 16:40:08 | Pred: 0 | Actual: 0 | File: flow_164008_379855.txt
2026-04-15 16:41:14 | Pred: 0 | Actual: 0 | File: flow_164114_451763.txt
2026-04-15 16:42:20 | Pred: 0 | Actual: 0 | File: flow_164220_527883.txt
2026-04-15 16:43:26 | Pred: 0 | Actual: 0 | File: flow_164326_601498.txt
2026-04-15 16:44:32 | Pred: 0 | Actual: 1 | File: flow_164432_716570.txt
2026-04-15 16:45:38 | Pred: 0 | Actual: 1 | File: flow_164538_758522.txt
2026-04-15 16:46:44 | Pred: 0 | Actual: 0 | File: flow_164644_832817.txt
