row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),1.0,1.0,1.0,1.0,0.9888888888888889,1.0
1,Naive Bayes (Gaussian),0.9887005649717514,0.9882352941176471,0.9882352941176471,0.9882352941176471,0.9944444444444445,0.9886828644501279
2,KNN,1.0,1.0,1.0,1.0,0.9888888888888889,1.0
3,Logistic Regression,0.9887005649717514,0.9882352941176471,0.9882352941176471,0.9882352941176471,0.9888888888888889,0.9886828644501279
4,Support Vector Machine,0.9887005649717514,0.9882352941176471,0.9882352941176471,0.9882352941176471,0.9888888888888889,0.9886828644501279
