row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),1.0,1.0,1.0,1.0,1.0,1.0
1,Naive Bayes (Gaussian),0.9895238095238095,1.0,0.988517745302714,0.9942257217847769,1.0,0.994258872651357
2,KNN,1.0,1.0,1.0,1.0,1.0,1.0
3,Logistic Regression,0.9990476190476191,1.0,0.9989561586638831,0.9994778067885117,0.9990476190476191,0.9994780793319415
4,Support Vector Machine,1.0,1.0,1.0,1.0,1.0,1.0
