row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),0.9994582881906826,1.0,0.999429874572406,0.9997148560022812,1.0,0.999714937286203
1,Naive Bayes (Gaussian),0.9967497291440953,1.0,0.9965792474344356,0.9982866933181039,0.9967523621182158,0.9982896237172179
2,KNN,0.9994582881906826,1.0,0.999429874572406,0.9997148560022812,0.9994579945799458,0.999714937286203
3,Logistic Regression,0.9994582881906826,0.9994301994301994,1.0,0.999715018523796,0.9983739837398374,0.9945652173913043
4,Support Vector Machine,0.9994582881906826,0.9994301994301994,1.0,0.999715018523796,0.9994579945799458,0.9945652173913043
