SUMMARY REPORT: Trojan_100_ALL | Model: Naive_Bayes.sav | Port: COM18 | Delay: 250ms
2026-03-30 14:18:04 | Pred: 1 | Actual: 1 | File: flow_141804_737175.txt
2026-03-30 14:18:08 | Pred: 1 | Actual: 1 | File: flow_141808_739001.txt
2026-03-30 14:20:54 | Pred: 1 | Actual: 0 | File: flow_142054_873763.txt
2026-03-30 14:20:58 | Pred: 1 | Actual: 1 | File: flow_142058_875593.txt
2026-03-30 14:23:45 | Pred: 1 | Actual: 0 | File: flow_142344_992662.txt
2026-03-30 14:26:31 | Pred: 1 | Actual: 0 | File: flow_142631_149599.txt
2026-03-30 14:29:15 | Pred: 1 | Actual: 0 | File: flow_142915_303019.txt
2026-03-30 14:29:19 | Pred: 1 | Actual: 1 | File: flow_142919_320938.txt
2026-03-30 14:32:05 | Pred: 1 | Actual: 0 | File: flow_143205_454503.txt
2026-03-30 14:34:49 | Pred: 1 | Actual: 0 | File: flow_143449_598150.txt
2026-03-30 14:34:53 | Pred: 1 | Actual: 1 | File: flow_143453_599984.txt
2026-03-30 14:34:57 | Pred: 1 | Actual: 1 | File: flow_143457_601840.txt
2026-03-30 14:37:43 | Pred: 1 | Actual: 0 | File: flow_143743_720667.txt
2026-03-30 14:37:47 | Pred: 1 | Actual: 1 | File: flow_143747_723330.txt
2026-03-30 14:37:51 | Pred: 1 | Actual: 1 | File: flow_143751_724971.txt
2026-03-30 14:37:55 | Pred: 1 | Actual: 1 | File: flow_143755_742059.txt
2026-03-30 14:40:41 | Pred: 1 | Actual: 0 | File: flow_144041_860235.txt
2026-03-30 14:43:26 | Pred: 1 | Actual: 0 | File: flow_144326_018077.txt
2026-03-30 14:43:30 | Pred: 1 | Actual: 1 | File: flow_144330_020558.txt
2026-03-30 14:46:18 | Pred: 1 | Actual: 0 | File: flow_144618_177705.txt
2026-03-30 14:46:22 | Pred: 1 | Actual: 1 | File: flow_144622_180620.txt
2026-03-30 14:49:08 | Pred: 1 | Actual: 0 | File: flow_144908_328626.txt
2026-03-30 14:51:52 | Pred: 1 | Actual: 0 | File: flow_145152_456832.txt
2026-03-30 14:54:36 | Pred: 1 | Actual: 0 | File: flow_145436_591623.txt
2026-03-30 14:54:40 | Pred: 1 | Actual: 1 | File: flow_145440_593401.txt
2026-03-30 14:57:26 | Pred: 1 | Actual: 0 | File: flow_145726_727177.txt
2026-03-30 14:57:30 | Pred: 1 | Actual: 1 | File: flow_145730_728922.txt
2026-03-30 14:57:34 | Pred: 1 | Actual: 1 | File: flow_145734_730436.txt
2026-03-30 15:00:20 | Pred: 1 | Actual: 0 | File: flow_150020_868727.txt
2026-03-30 15:03:05 | Pred: 1 | Actual: 0 | File: flow_150305_039200.txt
2026-03-30 15:05:49 | Pred: 1 | Actual: 0 | File: flow_150549_174599.txt
2026-03-30 15:08:35 | Pred: 1 | Actual: 0 | File: flow_150835_319837.txt
2026-03-30 15:11:21 | Pred: 1 | Actual: 0 | File: flow_151121_440775.txt
2026-03-30 15:11:25 | Pred: 1 | Actual: 1 | File: flow_151125_442546.txt
2026-03-30 15:14:11 | Pred: 1 | Actual: 0 | File: flow_151411_577887.txt
2026-03-30 15:16:57 | Pred: 1 | Actual: 0 | File: flow_151657_726860.txt
2026-03-30 15:17:01 | Pred: 1 | Actual: 1 | File: flow_151701_729287.txt
2026-03-30 15:17:05 | Pred: 1 | Actual: 1 | File: flow_151705_732037.txt
2026-03-30 15:19:51 | Pred: 1 | Actual: 0 | File: flow_151951_886866.txt
2026-03-30 15:19:55 | Pred: 1 | Actual: 1 | File: flow_151955_890214.txt
2026-03-30 15:19:59 | Pred: 1 | Actual: 1 | File: flow_151959_893059.txt
2026-03-30 15:20:03 | Pred: 1 | Actual: 1 | File: flow_152003_895621.txt
2026-03-30 15:22:50 | Pred: 1 | Actual: 0 | File: flow_152250_046628.txt
2026-03-30 15:25:34 | Pred: 1 | Actual: 0 | File: flow_152534_177341.txt
2026-03-30 15:25:38 | Pred: 1 | Actual: 1 | File: flow_152538_194134.txt
2026-03-30 15:28:10 | Pred: 1 | Actual: 1 | File: flow_152810_308872.txt
2026-03-30 15:30:54 | Pred: 1 | Actual: 0 | File: flow_153054_428515.txt
2026-03-30 15:33:00 | Pred: 1 | Actual: 0 | File: flow_153300_528595.txt
2026-03-30 15:33:04 | Pred: 1 | Actual: 1 | File: flow_153304_531095.txt
2026-03-30 15:33:08 | Pred: 1 | Actual: 1 | File: flow_153308_533462.txt
2026-03-30 15:35:54 | Pred: 1 | Actual: 0 | File: flow_153554_704658.txt
2026-03-30 15:38:38 | Pred: 1 | Actual: 0 | File: flow_153838_851828.txt
2026-03-30 15:38:42 | Pred: 1 | Actual: 1 | File: flow_153842_853780.txt
2026-03-30 15:41:27 | Pred: 1 | Actual: 0 | File: flow_154126_998151.txt
2026-03-30 15:44:11 | Pred: 1 | Actual: 0 | File: flow_154411_124096.txt
2026-03-30 15:46:55 | Pred: 1 | Actual: 0 | File: flow_154655_258579.txt
2026-03-30 15:49:39 | Pred: 1 | Actual: 0 | File: flow_154939_382121.txt
2026-03-30 15:49:43 | Pred: 1 | Actual: 1 | File: flow_154943_377783.txt
2026-03-30 15:49:47 | Pred: 1 | Actual: 1 | File: flow_154947_379469.txt
2026-03-30 15:49:51 | Pred: 1 | Actual: 1 | File: flow_154951_381626.txt
2026-03-30 15:52:35 | Pred: 1 | Actual: 0 | File: flow_155235_551825.txt
2026-03-30 15:52:39 | Pred: 1 | Actual: 1 | File: flow_155239_553733.txt
2026-03-30 15:52:43 | Pred: 1 | Actual: 1 | File: flow_155243_556394.txt
2026-03-30 15:52:47 | Pred: 1 | Actual: 1 | File: flow_155247_559239.txt
2026-03-30 15:52:51 | Pred: 1 | Actual: 1 | File: flow_155251_561800.txt
2026-03-30 15:55:37 | Pred: 1 | Actual: 0 | File: flow_155537_724807.txt
2026-03-30 15:58:21 | Pred: 1 | Actual: 0 | File: flow_155821_854372.txt
2026-03-30 16:01:06 | Pred: 1 | Actual: 0 | File: flow_160105_994410.txt
2026-03-30 16:02:56 | Pred: 1 | Actual: 1 | File: flow_160256_074419.txt
2026-03-30 16:03:00 | Pred: 1 | Actual: 1 | File: flow_160300_075736.txt
2026-03-30 16:03:04 | Pred: 1 | Actual: 1 | File: flow_160304_077872.txt
2026-03-30 16:05:48 | Pred: 1 | Actual: 0 | File: flow_160548_211653.txt
2026-03-30 16:08:32 | Pred: 1 | Actual: 0 | File: flow_160832_327181.txt
2026-03-30 16:11:16 | Pred: 1 | Actual: 0 | File: flow_161116_456026.txt
2026-03-30 16:14:02 | Pred: 1 | Actual: 0 | File: flow_161402_570635.txt
2026-03-30 16:16:46 | Pred: 1 | Actual: 0 | File: flow_161646_699404.txt
2026-03-30 16:16:50 | Pred: 1 | Actual: 1 | File: flow_161650_701040.txt
2026-03-30 16:19:36 | Pred: 1 | Actual: 0 | File: flow_161936_814661.txt
2026-03-30 16:22:22 | Pred: 1 | Actual: 0 | File: flow_162222_942346.txt
2026-03-30 16:22:26 | Pred: 1 | Actual: 1 | File: flow_162226_943961.txt
2026-03-30 16:22:30 | Pred: 1 | Actual: 1 | File: flow_162230_945696.txt
2026-03-30 16:25:17 | Pred: 1 | Actual: 0 | File: flow_162517_111514.txt
2026-03-30 16:25:21 | Pred: 1 | Actual: 1 | File: flow_162521_115414.txt
2026-03-30 16:28:05 | Pred: 1 | Actual: 0 | File: flow_162805_306185.txt
2026-03-30 16:28:09 | Pred: 1 | Actual: 1 | File: flow_162809_324766.txt
2026-03-30 16:30:53 | Pred: 1 | Actual: 0 | File: flow_163053_472161.txt
2026-03-30 16:33:37 | Pred: 1 | Actual: 0 | File: flow_163337_615886.txt
2026-03-30 16:33:41 | Pred: 1 | Actual: 1 | File: flow_163341_617969.txt
2026-03-30 16:33:45 | Pred: 1 | Actual: 1 | File: flow_163345_620050.txt
2026-03-30 16:36:07 | Pred: 1 | Actual: 1 | File: flow_163607_733106.txt
2026-03-30 16:38:53 | Pred: 1 | Actual: 0 | File: flow_163853_858069.txt
2026-03-30 16:38:57 | Pred: 1 | Actual: 1 | File: flow_163857_875312.txt
2026-03-30 16:39:01 | Pred: 1 | Actual: 1 | File: flow_163901_877036.txt
2026-03-30 16:41:46 | Pred: 1 | Actual: 0 | File: flow_164145_997214.txt
2026-03-30 16:41:50 | Pred: 1 | Actual: 1 | File: flow_164149_998870.txt
2026-03-30 16:44:34 | Pred: 1 | Actual: 0 | File: flow_164434_134587.txt
2026-03-30 16:44:38 | Pred: 1 | Actual: 1 | File: flow_164438_136281.txt
2026-03-30 16:44:42 | Pred: 1 | Actual: 1 | File: flow_164442_138026.txt
2026-03-30 16:44:46 | Pred: 1 | Actual: 1 | File: flow_164446_140058.txt
2026-03-30 16:44:50 | Pred: 1 | Actual: 1 | File: flow_164450_143419.txt
2026-03-30 16:44:54 | Pred: 1 | Actual: 1 | File: flow_164454_142990.txt
2026-03-30 16:44:58 | Pred: 1 | Actual: 1 | File: flow_164458_144716.txt
2026-03-30 16:45:02 | Pred: 1 | Actual: 1 | File: flow_164502_146430.txt
2026-03-30 16:45:06 | Pred: 1 | Actual: 1 | File: flow_164506_148270.txt
2026-03-30 16:45:10 | Pred: 1 | Actual: 1 | File: flow_164510_165621.txt
2026-03-30 16:47:56 | Pred: 1 | Actual: 0 | File: flow_164756_285265.txt
2026-03-30 16:48:00 | Pred: 1 | Actual: 1 | File: flow_164800_286773.txt
2026-03-30 16:50:44 | Pred: 1 | Actual: 0 | File: flow_165044_419136.txt
2026-03-30 16:50:48 | Pred: 1 | Actual: 1 | File: flow_165048_420857.txt
2026-03-30 16:53:34 | Pred: 1 | Actual: 0 | File: flow_165334_538344.txt
2026-03-30 16:53:38 | Pred: 1 | Actual: 1 | File: flow_165338_540070.txt
2026-03-30 16:53:42 | Pred: 1 | Actual: 1 | File: flow_165342_541701.txt
2026-03-30 16:56:28 | Pred: 1 | Actual: 0 | File: flow_165628_673818.txt
2026-03-30 16:56:32 | Pred: 1 | Actual: 1 | File: flow_165632_676128.txt
2026-03-30 16:59:16 | Pred: 1 | Actual: 0 | File: flow_165916_823697.txt
