SUMMARY REPORT: Trojan_100_ALL | Model: Naive_Bayes.sav | Port: COM18 | Delay: 250ms
Total Packets Collected: 20000
Total Flows Processed: 158
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  82
False Positives (FP): 76
True Negatives (TN):  0
False Negatives (FN): 0
Overall Accuracy: 51.90%
--------------------------------------------------
2026-03-30 13:21:54 | Pred: 1 | Actual: 1 | File: flow_132154_090812.txt
2026-03-30 13:24:22 | Pred: 1 | Actual: 0 | File: flow_132422_187569.txt
2026-03-30 13:24:26 | Pred: 1 | Actual: 1 | File: flow_132426_189227.txt
2026-03-30 13:27:12 | Pred: 1 | Actual: 0 | File: flow_132712_316291.txt
2026-03-30 13:27:16 | Pred: 1 | Actual: 1 | File: flow_132716_318293.txt
2026-03-30 13:27:20 | Pred: 1 | Actual: 1 | File: flow_132720_319453.txt
2026-03-30 13:27:24 | Pred: 1 | Actual: 1 | File: flow_132724_320786.txt
2026-03-30 13:30:08 | Pred: 1 | Actual: 0 | File: flow_133008_440854.txt
2026-03-30 13:30:12 | Pred: 1 | Actual: 1 | File: flow_133012_442562.txt
2026-03-30 13:30:16 | Pred: 1 | Actual: 1 | File: flow_133016_444281.txt
2026-03-30 13:30:20 | Pred: 1 | Actual: 1 | File: flow_133020_445925.txt
2026-03-30 13:30:24 | Pred: 1 | Actual: 1 | File: flow_133024_447677.txt
2026-03-30 13:30:28 | Pred: 1 | Actual: 1 | File: flow_133028_449347.txt
2026-03-30 13:33:12 | Pred: 1 | Actual: 0 | File: flow_133312_565865.txt
2026-03-30 13:33:16 | Pred: 1 | Actual: 1 | File: flow_133316_566955.txt
2026-03-30 13:33:20 | Pred: 1 | Actual: 0 | File: flow_133320_569123.txt
2026-03-30 13:36:04 | Pred: 1 | Actual: 0 | File: flow_133604_688172.txt
2026-03-30 13:38:50 | Pred: 1 | Actual: 0 | File: flow_133850_793583.txt
2026-03-30 13:41:36 | Pred: 1 | Actual: 0 | File: flow_134136_914150.txt
2026-03-30 13:44:23 | Pred: 1 | Actual: 0 | File: flow_134423_034119.txt
2026-03-30 13:47:07 | Pred: 1 | Actual: 0 | File: flow_134707_155719.txt
2026-03-30 13:49:53 | Pred: 1 | Actual: 0 | File: flow_134953_278498.txt
2026-03-30 13:49:57 | Pred: 1 | Actual: 1 | File: flow_134957_280412.txt
2026-03-30 13:52:41 | Pred: 1 | Actual: 0 | File: flow_135241_458185.txt
2026-03-30 13:55:25 | Pred: 1 | Actual: 0 | File: flow_135525_649845.txt
2026-03-30 13:55:29 | Pred: 1 | Actual: 1 | File: flow_135529_653398.txt
2026-03-30 13:58:13 | Pred: 1 | Actual: 0 | File: flow_135813_774925.txt
2026-03-30 13:58:17 | Pred: 1 | Actual: 1 | File: flow_135817_776638.txt
2026-03-30 13:58:21 | Pred: 1 | Actual: 1 | File: flow_135821_778534.txt
2026-03-30 13:58:25 | Pred: 1 | Actual: 1 | File: flow_135825_780304.txt
2026-03-30 13:58:29 | Pred: 1 | Actual: 1 | File: flow_135829_782100.txt
2026-03-30 13:58:33 | Pred: 1 | Actual: 1 | File: flow_135833_783824.txt
2026-03-30 14:01:17 | Pred: 1 | Actual: 0 | File: flow_140117_905750.txt
2026-03-30 14:01:21 | Pred: 1 | Actual: 1 | File: flow_140121_907480.txt
2026-03-30 14:04:06 | Pred: 1 | Actual: 0 | File: flow_140406_029115.txt
2026-03-30 14:06:50 | Pred: 1 | Actual: 0 | File: flow_140650_142936.txt
2026-03-30 14:06:54 | Pred: 1 | Actual: 1 | File: flow_140654_144898.txt
2026-03-30 14:09:38 | Pred: 1 | Actual: 0 | File: flow_140938_289222.txt
2026-03-30 14:12:22 | Pred: 1 | Actual: 0 | File: flow_141222_458879.txt
2026-03-30 14:12:26 | Pred: 1 | Actual: 1 | File: flow_141226_461601.txt
2026-03-30 14:15:10 | Pred: 1 | Actual: 0 | File: flow_141510_590582.txt
2026-03-30 14:17:56 | Pred: 1 | Actual: 0 | File: flow_141756_733813.txt
2026-03-30 14:18:00 | Pred: 1 | Actual: 1 | File: flow_141800_735529.txt
