SUMMARY REPORT: Trojan_100_ALL | Model: KNN.sav | Port: COM27 | Delay: 250ms
Total Packets Collected: 20000
Total Flows Processed: 171
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  97
False Positives (FP): 74
True Negatives (TN):  0
False Negatives (FN): 0
Overall Accuracy: 56.73%
--------------------------------------------------
2026-03-30 13:19:52 | Pred: 1 | Actual: 1 | File: flow_131952_907137.txt
2026-03-30 13:19:56 | Pred: 1 | Actual: 1 | File: flow_131956_827623.txt
2026-03-30 13:20:00 | Pred: 1 | Actual: 1 | File: flow_132000_747373.txt
2026-03-30 13:20:04 | Pred: 1 | Actual: 1 | File: flow_132004_667107.txt
2026-03-30 13:20:08 | Pred: 1 | Actual: 1 | File: flow_132008_587957.txt
2026-03-30 13:22:53 | Pred: 1 | Actual: 0 | File: flow_132253_585281.txt
2026-03-30 13:22:57 | Pred: 1 | Actual: 1 | File: flow_132257_591753.txt
2026-03-30 13:23:01 | Pred: 1 | Actual: 1 | File: flow_132301_598839.txt
2026-03-30 13:25:45 | Pred: 1 | Actual: 0 | File: flow_132545_882284.txt
2026-03-30 13:25:49 | Pred: 1 | Actual: 1 | File: flow_132549_888915.txt
2026-03-30 13:25:53 | Pred: 1 | Actual: 1 | File: flow_132553_895127.txt
2026-03-30 13:25:57 | Pred: 1 | Actual: 1 | File: flow_132557_901842.txt
2026-03-30 13:26:01 | Pred: 1 | Actual: 1 | File: flow_132601_909609.txt
2026-03-30 13:26:05 | Pred: 1 | Actual: 1 | File: flow_132605_916531.txt
2026-03-30 13:28:48 | Pred: 1 | Actual: 0 | File: flow_132848_196504.txt
2026-03-30 13:31:32 | Pred: 1 | Actual: 0 | File: flow_133132_481286.txt
2026-03-30 13:34:16 | Pred: 1 | Actual: 0 | File: flow_133416_763640.txt
2026-03-30 13:34:20 | Pred: 1 | Actual: 1 | File: flow_133420_771005.txt
2026-03-30 13:34:24 | Pred: 1 | Actual: 1 | File: flow_133424_777277.txt
2026-03-30 13:34:28 | Pred: 1 | Actual: 1 | File: flow_133428_783531.txt
2026-03-30 13:37:11 | Pred: 1 | Actual: 0 | File: flow_133711_056567.txt
2026-03-30 13:37:15 | Pred: 1 | Actual: 1 | File: flow_133715_064570.txt
2026-03-30 13:37:19 | Pred: 1 | Actual: 1 | File: flow_133719_070585.txt
2026-03-30 13:37:23 | Pred: 1 | Actual: 1 | File: flow_133723_077379.txt
2026-03-30 13:38:47 | Pred: 1 | Actual: 1 | File: flow_133847_220019.txt
2026-03-30 13:38:51 | Pred: 1 | Actual: 1 | File: flow_133851_227585.txt
2026-03-30 13:38:55 | Pred: 1 | Actual: 1 | File: flow_133855_233970.txt
2026-03-30 13:39:03 | Pred: 1 | Actual: 1 | File: flow_133903_247658.txt
