Packet #,Date,Hour,Minute,Second,Partial Seconds,Time Differential,ID,Local Send Time,Sync Flag,Ack Flag,Data
1,2025-07-28,11,22,56,670689,0.0,BB,0,1,0,
2,2025-07-28,11,22,56,720464,0.049775,02,1524,0,1,
3,2025-07-28,11,22,56,790452,0.069988,03,1550,0,1,
4,2025-07-28,11,22,57,989185,1.198733,03,1250,0,0,Node 03: Network 1
5,2025-07-28,11,22,59,034183,1.044998,01,250,0,0,Node 01: Network 2
6,2025-07-28,11,22,59,531787,0.497604,02,750,0,0,Node 02: Network 1
7,2025-07-28,11,22,59,990367,0.45858,03,1250,0,0,Node 03: Network 1
8,2025-07-28,11,23,01,038370,1.048003,01,250,0,0,Node 01: Network 2
9,2025-07-28,11,23,01,534660,0.49629,02,750,0,0,Node 02: Network 1
10,2025-07-28,11,23,01,991517,0.456857,03,1250,0,0,Node 03: Network 1
11,2025-07-28,11,23,03,040923,1.049406,01,250,0,0,Node 01: Network 2
12,2025-07-28,11,23,03,536432,0.495509,02,750,0,0,Node 02: Network 1
13,2025-07-28,11,23,03,992541,0.456109,03,1250,0,0,Node 03: Network 1
14,2025-07-28,11,23,05,045450,1.052909,01,250,0,0,Node 01: Network 2
15,2025-07-28,11,23,05,537920,0.49247,02,750,0,0,Node 02: Network 1
16,2025-07-28,11,23,05,995303,0.457383,03,1250,0,0,Node 03: Network 1
17,2025-07-28,11,23,07,049022,1.053719,01,250,0,0,Node 01: Network 2
18,2025-07-28,11,23,07,541295,0.492273,02,750,0,0,Node 02: Network 1
19,2025-07-28,11,23,07,997134,0.455839,03,1250,0,0,Node 03: Network 1
20,2025-07-28,11,23,09,052547,1.055413,01,250,0,0,Node 01: Network 2
21,2025-07-28,11,23,09,542203,0.489656,02,750,0,0,Node 02: Network 1
22,2025-07-28,11,23,09,997854,0.455651,03,1250,0,0,Node 03: Network 1
23,2025-07-28,11,23,11,056642,1.058788,01,250,0,0,Node 01: Network 2
24,2025-07-28,11,23,11,543586,0.486944,02,750,0,0,Node 02: Network 1
25,2025-07-28,11,23,11,999857,0.456271,03,1250,0,0,Node 03: Network 1
26,2025-07-28,11,23,13,060475,1.060618,01,250,0,0,Node 01: Network 2
27,2025-07-28,11,23,13,545893,0.485418,02,750,0,0,Node 02: Network 1
28,2025-07-28,11,23,14,000931,0.455038,03,1250,0,0,Node 03: Network 1
29,2025-07-28,11,23,15,065973,1.065042,01,250,0,0,Node 01: Network 2
30,2025-07-28,11,23,15,547611,0.481638,02,750,0,0,Node 02: Network 1
31,2025-07-28,11,23,16,002960,0.455349,03,1250,0,0,Node 03: Network 1
32,2025-07-28,11,23,17,093805,1.090845,01,250,0,0,Node 01: Network 2
33,2025-07-28,11,23,17,551278,0.457473,02,750,0,0,Node 02: Network 1
34,2025-07-28,11,23,18,002886,0.451608,03,1250,0,0,Node 03: Network 1
35,2025-07-28,11,23,19,098284,1.095398,01,250,0,0,Node 01: Network 2
36,2025-07-28,11,23,19,553171,0.454887,02,750,0,0,Node 02: Network 1
37,2025-07-28,11,23,20,004810,0.451639,03,1250,0,0,Node 03: Network 1
38,2025-07-28,11,23,21,102252,1.097442,01,250,0,0,Node 01: Network 2
39,2025-07-28,11,23,21,553936,0.451684,02,750,0,0,Node 02: Network 1
40,2025-07-28,11,23,22,007205,0.453269,03,1250,0,0,Node 03: Network 1
