Packet #,Date,Hour,Minute,Second,Partial Seconds,Time Differential,ID,Local Send Time,Sync Flag,Ack Flag,Data
1,2025-10-20,22,20,59,412972,0.0,BB,0,1,0,
2,2025-10-20,22,20,59,454995,0.042023,02,47,0,1,
3,2025-10-20,22,20,59,494520,0.039525,01,170,0,1,
4,2025-10-20,22,20,59,507028,0.012508,03,50,0,1,
5,2025-10-20,22,20,59,728676,0.221648,01,250,0,0,Node 01: Network 3
6,2025-10-20,22,21,00,229046,0.50037,02,750,0,0,Node 02: Network 3
7,2025-10-20,22,21,00,582992,0.353946,03,1250,0,0,Node 03: Network 3
8,2025-10-20,22,21,01,730650,1.147658,01,250,0,0,Node 01: Network 3
9,2025-10-20,22,21,02,234218,0.503568,02,750,0,0,Node 02: Network 3
10,2025-10-20,22,21,02,583865,0.349647,03,1250,0,0,Node 03: Network 3
11,2025-10-20,22,21,03,731451,1.147586,01,250,0,0,Node 01: Network 3
12,2025-10-20,22,21,04,238013,0.506562,02,750,0,0,Node 02: Network 3
13,2025-10-20,22,21,04,586415,0.348402,03,1250,0,0,Node 03: Network 3
14,2025-10-20,22,21,05,731895,1.14548,01,250,0,0,Node 01: Network 3
15,2025-10-20,22,21,06,241148,0.509253,02,750,0,0,Node 02: Network 3
16,2025-10-20,22,21,06,587146,0.345998,03,1250,0,0,Node 03: Network 3
17,2025-10-20,22,21,07,732962,1.145816,01,250,0,0,Node 01: Network 3
18,2025-10-20,22,21,08,247257,0.514295,02,751,0,0,Node 02: Network 3
19,2025-10-20,22,21,08,588865,0.341608,03,1250,0,0,Node 03: Network 3
20,2025-10-20,22,21,09,733418,1.144553,01,250,0,0,Node 01: Network 3
21,2025-10-20,22,21,10,251791,0.518373,02,750,0,0,Node 02: Network 3
22,2025-10-20,22,21,10,591261,0.33947,03,1250,0,0,Node 03: Network 3
23,2025-10-20,22,21,11,735560,1.144299,01,250,0,0,Node 01: Network 3
24,2025-10-20,22,21,12,255995,0.520435,02,750,0,0,Node 02: Network 3
25,2025-10-20,22,21,12,592425,0.33643,03,1250,0,0,Node 03: Network 3
26,2025-10-20,22,21,13,736100,1.143675,01,250,0,0,Node 01: Network 3
27,2025-10-20,22,21,14,259890,0.52379,02,750,0,0,Node 02: Network 3
28,2025-10-20,22,21,14,595337,0.335447,03,1250,0,0,Node 03: Network 3
29,2025-10-20,22,21,15,735794,1.140457,01,250,0,0,Node 01: Network 3
30,2025-10-20,22,21,16,264133,0.528339,02,750,0,0,Node 02: Network 3
31,2025-10-20,22,21,16,596358,0.332225,03,1250,0,0,Node 03: Network 3
32,2025-10-20,22,21,17,738443,1.142085,01,250,0,0,Node 01: Network 3
33,2025-10-20,22,21,18,269393,0.53095,02,750,0,0,Node 02: Network 3
34,2025-10-20,22,21,18,597342,0.327949,03,1250,0,0,Node 03: Network 3
35,2025-10-20,22,21,19,739575,1.142233,01,250,0,0,Node 01: Network 3
36,2025-10-20,22,21,20,273533,0.533958,02,750,0,0,Node 02: Network 3
37,2025-10-20,22,21,20,599855,0.326322,03,1250,0,0,Node 03: Network 3
38,2025-10-20,22,21,21,739929,1.140074,01,250,0,0,Node 01: Network 3
39,2025-10-20,22,21,22,277177,0.537248,02,750,0,0,Node 02: Network 3
40,2025-10-20,22,21,22,601648,0.324471,03,1250,0,0,Node 03: Network 3
41,2025-10-20,22,21,23,740824,1.139176,01,250,0,0,Node 01: Network 3
42,2025-10-20,22,21,24,282328,0.541504,02,751,0,0,Node 02: Network 3
43,2025-10-20,22,21,24,603104,0.320776,03,1250,0,0,Node 03: Network 3
44,2025-10-20,22,21,25,742522,1.139418,01,250,0,0,Node 01: Network 3
45,2025-10-20,22,21,26,286926,0.544404,02,750,0,0,Node 02: Network 3
46,2025-10-20,22,21,26,604675,0.317749,03,1250,0,0,Node 03: Network 3
47,2025-10-20,22,21,27,742714,1.138039,01,250,0,0,Node 01: Network 3
48,2025-10-20,22,21,28,290638,0.547924,02,750,0,0,Node 02: Network 3
49,2025-10-20,22,21,28,606598,0.31596,03,1250,0,0,Node 03: Network 3
50,2025-10-20,22,21,29,743353,1.136755,01,250,0,0,Node 01: Network 3
51,2025-10-20,22,21,30,288985,0.545632,02,750,0,0,Node 02: Network 3
52,2025-10-20,22,21,30,608500,0.319515,03,1250,0,0,Node 03: Network 3
53,2025-10-20,22,21,31,744402,1.135902,01,250,0,0,Node 01: Network 3
54,2025-10-20,22,21,32,299716,0.555314,02,750,0,0,Node 02: Network 3
55,2025-10-20,22,21,32,610185,0.310469,03,1250,0,0,Node 03: Network 3
56,2025-10-20,22,21,33,745971,1.135786,01,250,0,0,Node 01: Network 3
57,2025-10-20,22,21,34,303824,0.557853,02,750,0,0,Node 02: Network 3
58,2025-10-20,22,21,34,612457,0.308633,03,1250,0,0,Node 03: Network 3
59,2025-10-20,22,21,35,748035,1.135578,01,250,0,0,Node 01: Network 3
60,2025-10-20,22,21,36,308702,0.560667,02,750,0,0,Node 02: Network 3
61,2025-10-20,22,21,36,613210,0.304508,03,1250,0,0,Node 03: Network 3
62,2025-10-20,22,21,37,749289,1.136079,01,250,0,0,Node 01: Network 3
63,2025-10-20,22,21,38,312892,0.563603,02,750,0,0,Node 02: Network 3
64,2025-10-20,22,21,38,615707,0.302815,03,1250,0,0,Node 03: Network 3
65,2025-10-20,22,21,39,750008,1.134301,01,250,0,0,Node 01: Network 3
66,2025-10-20,22,21,40,317940,0.567932,02,751,0,0,Node 02: Network 3
67,2025-10-20,22,21,40,616814,0.298874,03,1250,0,0,Node 03: Network 3
68,2025-10-20,22,21,41,749933,1.133119,01,250,0,0,Node 01: Network 3
69,2025-10-20,22,21,42,322136,0.572203,02,750,0,0,Node 02: Network 3
70,2025-10-20,22,21,42,618446,0.29631,03,1250,0,0,Node 03: Network 3
71,2025-10-20,22,21,43,750837,1.132391,01,250,0,0,Node 01: Network 3
72,2025-10-20,22,21,44,326560,0.575723,02,750,0,0,Node 02: Network 3
73,2025-10-20,22,21,44,619662,0.293102,03,1250,0,0,Node 03: Network 3
74,2025-10-20,22,21,45,751796,1.132134,01,250,0,0,Node 01: Network 3
75,2025-10-20,22,21,46,330528,0.578732,02,750,0,0,Node 02: Network 3
76,2025-10-20,22,21,46,623341,0.292813,03,1250,0,0,Node 03: Network 3
77,2025-10-20,22,21,47,752898,1.129557,01,250,0,0,Node 01: Network 3
78,2025-10-20,22,21,48,331156,0.578258,02,750,0,0,Node 02: Network 3
79,2025-10-20,22,21,48,624392,0.293236,03,1250,0,0,Node 03: Network 3
80,2025-10-20,22,21,49,755193,1.130801,01,250,0,0,Node 01: Network 3
81,2025-10-20,22,21,50,339477,0.584284,02,750,0,0,Node 02: Network 3
82,2025-10-20,22,21,50,626126,0.286649,03,1250,0,0,Node 03: Network 3
83,2025-10-20,22,21,51,755651,1.129525,01,250,0,0,Node 01: Network 3
84,2025-10-20,22,21,52,344182,0.588531,02,750,0,0,Node 02: Network 3
85,2025-10-20,22,21,52,627254,0.283072,03,1250,0,0,Node 03: Network 3
86,2025-10-20,22,21,53,755794,1.12854,01,250,0,0,Node 01: Network 3
87,2025-10-20,22,21,54,347678,0.591884,02,750,0,0,Node 02: Network 3
88,2025-10-20,22,21,54,629109,0.281431,03,1250,0,0,Node 03: Network 3
89,2025-10-20,22,21,55,757147,1.128038,01,250,0,0,Node 01: Network 3
90,2025-10-20,22,21,56,353568,0.596421,02,751,0,0,Node 02: Network 3
91,2025-10-20,22,21,56,630952,0.277384,03,1250,0,0,Node 03: Network 3
92,2025-10-20,22,21,57,758371,1.127419,01,250,0,0,Node 01: Network 3
93,2025-10-20,22,21,58,356821,0.59845,02,750,0,0,Node 02: Network 3
94,2025-10-20,22,21,58,632558,0.275737,03,1250,0,0,Node 03: Network 3
95,2025-10-20,22,21,59,758846,1.126288,01,250,0,0,Node 01: Network 3
96,2025-10-20,22,22,00,362188,0.603342,02,750,0,0,Node 02: Network 3
