Packet #,Date,Hour,Minute,Second,Partial Seconds,Time Differential,ID,Local Send Time,Sync Flag,Ack Flag,Data
1,2025-07-14,16,13,15,565590,0.0,BB,0,1,0,
2,2025-07-14,16,13,15,613003,0.047413,02,438,0,1,
3,2025-07-14,16,13,15,631580,0.018577,03,434,0,1,
4,2025-07-14,16,13,15,675746,0.044166,01,372,0,1,
5,2025-07-14,16,13,15,881925,0.206179,01,250,0,0,Node 01: Network 1
6,2025-07-14,16,13,16,382557,0.500632,02,750,0,0,Node 02: Network 1
7,2025-07-14,16,13,16,884143,0.501586,03,1250,0,0,Node 03: Network 1
8,2025-07-14,16,13,17,886002,1.001859,01,250,0,0,Node 01: Network 1
9,2025-07-14,16,13,18,384369,0.498367,02,750,0,0,Node 02: Network 1
10,2025-07-14,16,13,18,885886,0.501517,03,1250,0,0,Node 03: Network 1
11,2025-07-14,16,13,19,888906,1.00302,01,250,0,0,Node 01: Network 1
12,2025-07-14,16,13,20,386640,0.497734,02,750,0,0,Node 02: Network 1
13,2025-07-14,16,13,20,887051,0.500411,03,1250,0,0,Node 03: Network 1
14,2025-07-14,16,13,21,892903,1.005852,01,250,0,0,Node 01: Network 1
15,2025-07-14,16,13,22,388585,0.495682,02,750,0,0,Node 02: Network 1
16,2025-07-14,16,13,22,888855,0.50027,03,1250,0,0,Node 03: Network 1
17,2025-07-14,16,13,23,896731,1.007876,01,250,0,0,Node 01: Network 1
18,2025-07-14,16,13,24,390660,0.493929,02,750,0,0,Node 02: Network 1
19,2025-07-14,16,13,24,890577,0.499917,03,1250,0,0,Node 03: Network 1
20,2025-07-14,16,13,25,901003,1.010426,01,250,0,0,Node 01: Network 1
21,2025-07-14,16,13,26,391926,0.490923,02,750,0,0,Node 02: Network 1
22,2025-07-14,16,13,26,892261,0.500335,03,1250,0,0,Node 03: Network 1
23,2025-07-14,16,13,27,903660,1.011399,01,250,0,0,Node 01: Network 1
24,2025-07-14,16,13,28,394867,0.491207,02,750,0,0,Node 02: Network 1
25,2025-07-14,16,13,28,892825,0.497958,03,1250,0,0,Node 03: Network 1
26,2025-07-14,16,13,29,907645,1.01482,01,250,0,0,Node 01: Network 1
27,2025-07-14,16,13,30,396822,0.489177,02,750,0,0,Node 02: Network 1
28,2025-07-14,16,13,30,894844,0.498022,03,1250,0,0,Node 03: Network 1
29,2025-07-14,16,13,31,911627,1.016783,01,250,0,0,Node 01: Network 1
30,2025-07-14,16,13,32,397911,0.486284,02,750,0,0,Node 02: Network 1
31,2025-07-14,16,13,32,895715,0.497804,03,1250,0,0,Node 03: Network 1
32,2025-07-14,16,13,33,913992,1.018277,01,250,0,0,Node 01: Network 1
33,2025-07-14,16,13,34,400722,0.48673,02,750,0,0,Node 02: Network 1
34,2025-07-14,16,13,34,896531,0.495809,03,1250,0,0,Node 03: Network 1
35,2025-07-14,16,13,35,918615,1.022084,01,250,0,0,Node 01: Network 1
36,2025-07-14,16,13,36,402630,0.484015,02,750,0,0,Node 02: Network 1
37,2025-07-14,16,13,36,897582,0.494952,03,1250,0,0,Node 03: Network 1
38,2025-07-14,16,13,37,921700,1.024118,01,250,0,0,Node 01: Network 1
39,2025-07-14,16,13,38,404839,0.483139,02,750,0,0,Node 02: Network 1
40,2025-07-14,16,13,38,900823,0.495984,03,1250,0,0,Node 03: Network 1
41,2025-07-14,16,13,39,925987,1.025164,01,250,0,0,Node 01: Network 1
42,2025-07-14,16,13,40,405247,0.47926,02,750,0,0,Node 02: Network 1
43,2025-07-14,16,13,40,901568,0.496321,03,1250,0,0,Node 03: Network 1
44,2025-07-14,16,13,41,929629,1.028061,01,250,0,0,Node 01: Network 1
45,2025-07-14,16,13,42,407282,0.477653,02,750,0,0,Node 02: Network 1
46,2025-07-14,16,13,42,902743,0.495461,03,1250,0,0,Node 03: Network 1
47,2025-07-14,16,13,43,933298,1.030555,01,250,0,0,Node 01: Network 1
48,2025-07-14,16,13,44,410679,0.477381,02,750,0,0,Node 02: Network 1
49,2025-07-14,16,13,44,903974,0.493295,03,1250,0,0,Node 03: Network 1
50,2025-07-14,16,13,45,937326,1.033352,01,250,0,0,Node 01: Network 1
51,2025-07-14,16,13,46,412444,0.475118,02,750,0,0,Node 02: Network 1
52,2025-07-14,16,13,46,905722,0.493278,03,1250,0,0,Node 03: Network 1
