Packet #,Date,Hour,Minute,Second,Partial Seconds,Time Differential,ID,Local Send Time,Sync Flag,Ack Flag,Data
1,2025-12-10,23,37,25,386131,0.0,BB,0,1,0,
2,2025-12-10,23,37,25,434265,0.048134,01,1069,0,1,
3,2025-12-10,23,37,25,450273,0.016008,02,956,0,1,
4,2025-12-10,23,37,25,465868,0.015595,03,1001,0,1,
5,2025-12-10,23,37,46,275665,20.809797,BB,0,1,0,
6,2025-12-10,23,37,46,323106,0.047441,02,1799,0,1,
7,2025-12-10,23,37,46,339131,0.016025,01,1935,0,1,
8,2025-12-10,23,37,46,402994,0.063863,03,1856,0,1,
9,2025-12-10,23,37,57,607985,11.204991,BB,0,1,0,
10,2025-12-10,23,37,57,656442,0.048457,01,1268,0,1,
11,2025-12-10,23,37,57,672108,0.015666,03,1182,0,1,
12,2025-12-10,23,37,57,752270,0.080162,02,1117,0,1,
13,2025-12-10,23,37,57,928550,0.17628,01,250,0,0,Node 01: Network 2
14,2025-12-10,23,38,01,625247,3.696697,BB,0,1,0,
15,2025-12-10,23,38,01,657852,0.032605,01,1267,0,1,
16,2025-12-10,23,38,01,706065,0.048213,02,1114,0,1,
17,2025-12-10,23,38,01,738260,0.032195,03,1180,0,1,
18,2025-12-10,23,38,02,570440,0.83218,03,1250,0,0,Node 03: Network 2
19,2025-12-10,23,38,03,626858,1.056418,01,250,0,0,Node 01: Network 2
20,2025-12-10,23,38,05,626679,1.999821,BB,0,1,0,
21,2025-12-10,23,38,05,691640,0.064961,02,1109,0,1,
22,2025-12-10,23,38,05,707720,0.01608,01,1268,0,1,
23,2025-12-10,23,38,05,723780,0.01606,03,1178,0,1,
24,2025-12-10,23,38,07,627957,1.904177,BB,0,1,0,
25,2025-12-10,23,38,07,676412,0.048455,01,1267,0,1,
26,2025-12-10,23,38,07,692460,0.016048,03,1177,0,1,
27,2025-12-10,23,38,07,708583,0.016123,02,1106,0,1,
28,2025-12-10,23,38,07,932677,0.224094,01,250,0,0,Node 01: Network 2
29,2025-12-10,23,38,08,444928,0.512251,02,750,0,0,Node 02: Network 2
30,2025-12-10,23,38,09,933440,1.488512,01,250,0,0,Node 01: Network 2
31,2025-12-10,23,38,10,445664,0.512224,02,750,0,0,Node 02: Network 2
32,2025-12-10,23,38,10,621342,0.175678,03,1250,0,0,Node 03: Network 2
33,2025-12-10,23,38,11,629891,1.008549,BB,0,1,0,
34,2025-12-10,23,38,11,678158,0.048267,03,1175,0,1,
35,2025-12-10,23,38,11,709715,0.031557,01,1268,0,1,
36,2025-12-10,23,38,11,950580,0.240865,01,250,0,0,Node 01: Network 2
37,2025-12-10,23,38,12,494279,0.543699,02,750,0,0,Node 02: Network 2
38,2025-12-10,23,38,12,622341,0.128062,03,1250,0,0,Node 03: Network 2
39,2025-12-10,23,38,13,951368,1.329027,01,250,0,0,Node 01: Network 2
40,2025-12-10,23,38,14,495323,0.543955,02,750,0,0,Node 02: Network 2
41,2025-12-10,23,38,14,639820,0.144497,03,1250,0,0,Node 03: Network 2
42,2025-12-10,23,38,15,679580,1.03976,01,250,0,0,Node 01: Network 2
43,2025-12-10,23,38,16,176162,0.496582,02,750,0,0,Node 02: Network 2
44,2025-12-10,23,38,19,633816,3.457654,BB,0,1,0,
45,2025-12-10,23,38,19,697630,0.063814,03,1170,0,1,
46,2025-12-10,23,38,19,730010,0.03238,01,1267,0,1,
47,2025-12-10,23,38,19,746194,0.016184,02,1092,0,1,
48,2025-12-10,23,38,21,634847,1.888653,BB,0,1,0,
49,2025-12-10,23,38,21,683261,0.048414,03,1169,0,1,
50,2025-12-10,23,38,21,698812,0.015551,01,1267,0,1,
51,2025-12-10,23,38,21,714673,0.015861,02,1090,0,1,
52,2025-12-10,23,38,22,451383,0.73671,02,750,0,0,Node 02: Network 2
53,2025-12-10,23,38,25,636336,3.184953,BB,0,1,0,
54,2025-12-10,23,38,25,684919,0.048583,01,1267,0,1,
55,2025-12-10,23,38,25,700560,0.015641,02,1086,0,1,
56,2025-12-10,23,38,25,732180,0.03162,03,1166,0,1,
57,2025-12-10,23,38,27,637189,1.905009,BB,0,1,0,
58,2025-12-10,23,38,27,700523,0.063334,01,1268,0,1,
59,2025-12-10,23,38,27,701899,0.001376,03,1165,0,1,
60,2025-12-10,23,38,27,717911,0.016012,02,1083,0,1,
