Packet #,Date,Hour,Minute,Second,Partial Seconds,Time Differential,ID,Local Send Time,Sync Flag,Ack Flag,Data
1,2025-07-21,07,43,04,452209,0.0,BB,0,1,0,
2,2025-07-21,07,43,04,499828,0.047619,02,735,0,1,
3,2025-07-21,07,43,04,513079,0.013251,03,726,0,1,
4,2025-07-21,07,43,04,529643,0.016564,01,564,0,1,
5,2025-07-21,07,43,05,769580,1.239937,03,1250,0,0,Node 03: Network 1
6,2025-07-21,07,43,06,814612,1.045032,01,250,0,0,Node 01: Network 2
7,2025-07-21,07,43,07,358907,0.544295,02,750,0,0,Node 02: Network 1
8,2025-07-21,07,43,07,771005,0.412098,03,1250,0,0,Node 03: Network 1
9,2025-07-21,07,43,08,819067,1.048062,01,250,0,0,Node 01: Network 2
10,2025-07-21,07,43,09,359913,0.540846,02,750,0,0,Node 02: Network 1
11,2025-07-21,07,43,09,863955,0.504042,03,1250,0,0,Node 03: Network 1
12,2025-07-21,07,43,10,822883,0.958928,01,250,0,0,Node 01: Network 2
13,2025-07-21,07,43,11,366333,0.54345,02,750,0,0,Node 02: Network 1
14,2025-07-21,07,43,11,870075,0.503742,03,1251,0,0,Node 03: Network 1
15,2025-07-21,07,43,13,872045,2.00197,03,1250,0,0,Node 03: Network 1
16,2025-07-21,07,43,14,916928,1.044883,01,250,0,0,Node 01: Network 2
17,2025-07-21,07,43,15,416124,0.499196,02,750,0,0,Node 02: Network 1
18,2025-07-21,07,43,15,872620,0.456496,03,1250,0,0,Node 03: Network 1
19,2025-07-21,07,43,16,920930,1.04831,01,250,0,0,Node 01: Network 2
20,2025-07-21,07,43,17,418444,0.497514,02,750,0,0,Node 02: Network 1
21,2025-07-21,07,43,17,966775,0.548331,03,1250,0,0,Node 03: Network 1
22,2025-07-21,07,43,18,449923,0.483148,BB,0,1,0,
23,2025-07-21,07,43,20,448934,1.999011,BB,0,1,0,
24,2025-07-21,07,43,20,496323,0.047389,02,1850,0,1,
25,2025-07-21,07,43,20,546982,0.050659,01,1844,0,1,
26,2025-07-21,07,43,20,559930,0.012948,03,1805,0,1,
27,2025-07-21,07,43,20,765903,0.205973,01,250,0,0,Node 01: Network 2
28,2025-07-21,07,43,21,265078,0.499175,02,750,0,0,Node 02: Network 1
29,2025-07-21,07,43,21,812698,0.54762,03,1250,0,0,Node 03: Network 1
30,2025-07-21,07,43,23,267568,1.45487,02,750,0,0,Node 02: Network 1
31,2025-07-21,07,43,23,813853,0.546285,03,1250,0,0,Node 03: Network 1
32,2025-07-21,07,43,25,815452,2.001599,03,1250,0,0,Node 03: Network 1
33,2025-07-21,07,43,28,448585,2.633133,BB,0,1,0,
34,2025-07-21,07,43,28,504957,0.056372,01,513,0,1,
35,2025-07-21,07,43,28,539571,0.034614,02,708,0,1,
36,2025-07-21,07,43,28,552607,0.013036,03,706,0,1,
37,2025-07-21,07,43,30,447715,1.895108,BB,0,1,0,
38,2025-07-21,07,43,30,500703,0.052988,02,705,0,1,
39,2025-07-21,07,43,30,519617,0.018914,03,703,0,1,
