Packet #,Date,Hour,Minute,Second,Partial Seconds,Time Differential,ID,Local Send Time,Sync Flag,Ack Flag,Data
1,2025-07-17,11,51,07,102660,0.0,BB,0,1,0,
2,2025-07-17,11,51,07,167783,0.065123,01,679,0,1,
3,2025-07-17,11,51,07,181671,0.013888,02,1001,0,1,
4,2025-07-17,11,51,07,193408,0.011737,03,934,0,1,
5,2025-07-17,11,51,07,418431,0.225023,01,251,0,0,Node 01: Network 3
6,2025-07-17,11,51,07,918562,0.500131,02,750,0,0,Node 02: Network 3
7,2025-07-17,11,51,08,421055,0.502493,03,1250,0,0,Node 03: Network 3
8,2025-07-17,11,51,09,420692,0.999637,01,250,0,0,Node 01: Network 3
9,2025-07-17,11,51,09,920916,0.500224,02,750,0,0,Node 02: Network 3
10,2025-07-17,11,51,10,423539,0.502623,03,1250,0,0,Node 03: Network 3
11,2025-07-17,11,51,11,419956,0.996417,01,250,0,0,Node 01: Network 3
12,2025-07-17,11,51,11,967507,0.547551,02,750,0,0,Node 02: Network 3
13,2025-07-17,11,51,12,425892,0.458385,03,1250,0,0,Node 03: Network 3
14,2025-07-17,11,51,13,420728,0.994836,01,250,0,0,Node 01: Network 3
15,2025-07-17,11,51,13,969754,0.549026,02,750,0,0,Node 02: Network 3
16,2025-07-17,11,51,14,464033,0.494279,03,1250,0,0,Node 03: Network 3
17,2025-07-17,11,51,15,513724,1.049691,01,250,0,0,Node 01: Network 3
18,2025-07-17,11,51,15,971792,0.458068,02,750,0,0,Node 02: Network 3
19,2025-07-17,11,51,16,469836,0.498044,03,1250,0,0,Node 03: Network 3
20,2025-07-17,11,51,17,513843,1.044007,01,250,0,0,Node 01: Network 3
21,2025-07-17,11,51,17,973551,0.459708,02,750,0,0,Node 02: Network 3
22,2025-07-17,11,51,18,471686,0.498135,03,1250,0,0,Node 03: Network 3
23,2025-07-17,11,51,19,517643,1.045957,01,250,0,0,Node 01: Network 3
24,2025-07-17,11,51,19,974828,0.457185,02,750,0,0,Node 02: Network 3
25,2025-07-17,11,51,20,474032,0.499204,03,1250,0,0,Node 03: Network 3
26,2025-07-17,11,51,21,518483,1.044451,01,250,0,0,Node 01: Network 3
27,2025-07-17,11,51,21,977479,0.458996,02,750,0,0,Node 02: Network 3
28,2025-07-17,11,51,22,476410,0.498931,03,1250,0,0,Node 03: Network 3
29,2025-07-17,11,51,23,519316,1.042906,01,250,0,0,Node 01: Network 3
30,2025-07-17,11,51,24,062647,0.543331,02,750,0,0,Node 02: Network 3
31,2025-07-17,11,51,24,609381,0.546734,03,1250,0,0,Node 03: Network 3
32,2025-07-17,11,51,25,520008,0.910627,01,250,0,0,Node 01: Network 3
33,2025-07-17,11,51,26,065452,0.545444,02,750,0,0,Node 02: Network 3
34,2025-07-17,11,51,26,611388,0.545936,03,1250,0,0,Node 03: Network 3
35,2025-07-17,11,51,27,521656,0.910268,01,250,0,0,Node 01: Network 3
36,2025-07-17,11,51,28,066448,0.544792,02,750,0,0,Node 02: Network 3
37,2025-07-17,11,51,28,613225,0.546777,03,1250,0,0,Node 03: Network 3
38,2025-07-17,11,51,29,610535,0.99731,01,250,0,0,Node 01: Network 3
39,2025-07-17,11,51,30,158105,0.54757,02,750,0,0,Node 02: Network 3
40,2025-07-17,11,51,30,617173,0.459068,03,1250,0,0,Node 03: Network 3
41,2025-07-17,11,51,31,155055,0.537882,BB,0,1,0,
42,2025-07-17,11,51,33,160150,2.005095,BB,0,1,0,
43,2025-07-17,11,51,33,200557,0.040407,03,1866,0,1,
44,2025-07-17,11,51,33,214068,0.013511,02,1822,0,1,
45,2025-07-17,11,51,33,237154,0.023086,01,1871,0,1,
46,2025-07-17,11,51,33,475230,0.238076,01,250,0,0,Node 01: Network 3
47,2025-07-17,11,51,33,975035,0.499805,02,750,0,0,Node 02: Network 3
48,2025-07-17,11,51,34,479467,0.504432,03,1250,0,0,Node 03: Network 3
49,2025-07-17,11,51,35,476224,0.996757,01,250,0,0,Node 01: Network 3
50,2025-07-17,11,51,35,978152,0.501928,02,750,0,0,Node 02: Network 3
51,2025-07-17,11,51,36,481230,0.503078,03,1250,0,0,Node 03: Network 3
52,2025-07-17,11,51,37,477407,0.996177,01,250,0,0,Node 01: Network 3
53,2025-07-17,11,51,37,980589,0.503182,02,750,0,0,Node 02: Network 3
54,2025-07-17,11,51,38,483168,0.502579,03,1250,0,0,Node 03: Network 3
55,2025-07-17,11,51,39,477682,0.994514,01,250,0,0,Node 01: Network 3
56,2025-07-17,11,51,39,982485,0.504803,02,751,0,0,Node 02: Network 3
57,2025-07-17,11,51,40,486060,0.503575,03,1250,0,0,Node 03: Network 3
58,2025-07-17,11,51,41,479894,0.993834,01,251,0,0,Node 01: Network 3
59,2025-07-17,11,51,42,024144,0.54425,02,750,0,0,Node 02: Network 3
