Packet #,Date,Hour,Minute,Second,Partial Seconds,Time Differential,ID,Local Send Time,Sync Flag,Ack Flag,Data
1,2025-07-18,18,34,29,461188,0.0,BB,0,1,0,
2,2025-07-18,18,34,29,512818,0.05163,02,755,0,1,
3,2025-07-18,18,34,29,539233,0.026415,03,1270,0,1,
4,2025-07-18,18,34,29,553379,0.014146,01,436,0,1,
5,2025-07-18,18,34,30,276942,0.723563,02,750,0,0,Node 02: Network 3
6,2025-07-18,18,34,30,779731,0.502789,03,1250,0,0,Node 03: Network 3
7,2025-07-18,18,34,31,820164,1.040433,01,250,0,0,Node 01: Network 3
8,2025-07-18,18,34,32,301913,0.481749,02,750,0,0,Node 02: Network 3
9,2025-07-18,18,34,32,866985,0.565072,03,1251,0,0,Node 03: Network 3
10,2025-07-18,18,34,33,822219,0.955234,01,250,0,0,Node 01: Network 3
11,2025-07-18,18,34,34,281195,0.458976,02,750,0,0,Node 02: Network 3
12,2025-07-18,18,34,34,868936,0.587741,03,1250,0,0,Node 03: Network 3
13,2025-07-18,18,34,35,912147,1.043211,01,250,0,0,Node 01: Network 3
14,2025-07-18,18,34,36,412265,0.500118,02,750,0,0,Node 02: Network 3
15,2025-07-18,18,34,36,870771,0.458506,03,1250,0,0,Node 03: Network 3
16,2025-07-18,18,34,37,912822,1.042051,01,250,0,0,Node 01: Network 3
17,2025-07-18,18,34,38,415352,0.50253,02,750,0,0,Node 02: Network 3
18,2025-07-18,18,34,38,872860,0.457508,03,1250,0,0,Node 03: Network 3
19,2025-07-18,18,34,39,913746,1.040886,01,250,0,0,Node 01: Network 3
20,2025-07-18,18,34,40,418087,0.504341,02,750,0,0,Node 02: Network 3
21,2025-07-18,18,34,40,875038,0.456951,03,1250,0,0,Node 03: Network 3
22,2025-07-18,18,34,41,917501,1.042463,01,250,0,0,Node 01: Network 3
23,2025-07-18,18,34,42,419021,0.50152,02,750,0,0,Node 02: Network 3
24,2025-07-18,18,34,42,965363,0.546342,03,1250,0,0,Node 03: Network 3
25,2025-07-18,18,34,43,918679,0.953316,01,250,0,0,Node 01: Network 3
26,2025-07-18,18,34,44,420974,0.502295,02,750,0,0,Node 02: Network 3
27,2025-07-18,18,34,44,966960,0.545986,03,1250,0,0,Node 03: Network 3
28,2025-07-18,18,34,45,919020,0.95206,01,250,0,0,Node 01: Network 3
29,2025-07-18,18,34,46,423970,0.50495,02,750,0,0,Node 02: Network 3
30,2025-07-18,18,34,46,969040,0.54507,03,1250,0,0,Node 03: Network 3
31,2025-07-18,18,34,47,967932,0.998892,01,250,0,0,Node 01: Network 3
32,2025-07-18,18,34,48,425519,0.457587,02,750,0,0,Node 02: Network 3
33,2025-07-18,18,34,48,970640,0.545121,03,1250,0,0,Node 03: Network 3
34,2025-07-18,18,34,49,968070,0.99743,01,250,0,0,Node 01: Network 3
35,2025-07-18,18,34,50,426622,0.458552,02,750,0,0,Node 02: Network 3
36,2025-07-18,18,34,50,973607,0.546985,03,1250,0,0,Node 03: Network 3
37,2025-07-18,18,34,51,969060,0.995453,01,250,0,0,Node 01: Network 3
38,2025-07-18,18,34,52,428897,0.459837,02,750,0,0,Node 02: Network 3
39,2025-07-18,18,34,52,976221,0.547324,03,1250,0,0,Node 03: Network 3
40,2025-07-18,18,34,53,969852,0.993631,01,250,0,0,Node 01: Network 3
41,2025-07-18,18,34,54,431834,0.461982,02,750,0,0,Node 02: Network 3
42,2025-07-18,18,34,55,016472,0.584638,03,1250,0,0,Node 03: Network 3
43,2025-07-18,18,34,55,501810,0.485338,BB,0,1,0,
44,2025-07-18,18,34,57,505594,2.003784,BB,0,1,0,
45,2025-07-18,18,34,57,584190,0.078596,02,1894,0,1,
46,2025-07-18,18,34,57,603137,0.018947,01,1857,0,1,
47,2025-07-18,18,34,57,654358,0.051221,03,1811,0,1,
48,2025-07-18,18,34,58,321979,0.667621,02,750,0,0,Node 02: Network 3
49,2025-07-18,18,34,58,825516,0.503537,03,1250,0,0,Node 03: Network 3
50,2025-07-18,18,34,59,865273,1.039757,01,250,0,0,Node 01: Network 3
51,2025-07-18,18,35,00,325265,0.459992,02,750,0,0,Node 02: Network 3
52,2025-07-18,18,35,00,826916,0.501651,03,1250,0,0,Node 03: Network 3
53,2025-07-18,18,35,01,866671,1.039755,01,251,0,0,Node 01: Network 3
54,2025-07-18,18,35,02,326532,0.459861,02,750,0,0,Node 02: Network 3
55,2025-07-18,18,35,02,829732,0.5032,03,1250,0,0,Node 03: Network 3
56,2025-07-18,18,35,03,867773,1.038041,01,250,0,0,Node 01: Network 3
57,2025-07-18,18,35,04,329378,0.461605,02,750,0,0,Node 02: Network 3
58,2025-07-18,18,35,04,831784,0.502406,03,1250,0,0,Node 03: Network 3
59,2025-07-18,18,35,05,868121,1.036337,01,250,0,0,Node 01: Network 3
60,2025-07-18,18,35,06,375621,0.5075,02,750,0,0,Node 02: Network 3
61,2025-07-18,18,35,06,833750,0.458129,03,1250,0,0,Node 03: Network 3
62,2025-07-18,18,35,07,919755,1.086005,01,250,0,0,Node 01: Network 3
63,2025-07-18,18,35,08,377747,0.457992,02,750,0,0,Node 02: Network 3
64,2025-07-18,18,35,08,835353,0.457606,03,1250,0,0,Node 03: Network 3
65,2025-07-18,18,35,09,919634,1.084281,01,250,0,0,Node 01: Network 3
66,2025-07-18,18,35,10,380736,0.461102,02,750,0,0,Node 02: Network 3
67,2025-07-18,18,35,10,839422,0.458686,03,1251,0,0,Node 03: Network 3
68,2025-07-18,18,35,11,920540,1.081118,01,250,0,0,Node 01: Network 3
69,2025-07-18,18,35,12,382581,0.462041,02,750,0,0,Node 02: Network 3
70,2025-07-18,18,35,12,841304,0.458723,03,1250,0,0,Node 03: Network 3
71,2025-07-18,18,35,13,920522,1.079218,01,250,0,0,Node 01: Network 3
72,2025-07-18,18,35,14,384045,0.463523,02,750,0,0,Node 02: Network 3
73,2025-07-18,18,35,14,843422,0.459377,03,1250,0,0,Node 03: Network 3
74,2025-07-18,18,35,15,921662,1.07824,01,250,0,0,Node 01: Network 3
75,2025-07-18,18,35,16,386241,0.464579,02,750,0,0,Node 02: Network 3
76,2025-07-18,18,35,16,845278,0.459037,03,1250,0,0,Node 03: Network 3
77,2025-07-18,18,35,17,921579,1.076301,01,250,0,0,Node 01: Network 3
78,2025-07-18,18,35,18,388569,0.46699,02,750,0,0,Node 02: Network 3
79,2025-07-18,18,35,18,847480,0.458911,03,1250,0,0,Node 03: Network 3
80,2025-07-18,18,35,19,923802,1.076322,01,250,0,0,Node 01: Network 3
81,2025-07-18,18,35,20,391384,0.467582,02,750,0,0,Node 02: Network 3
82,2025-07-18,18,35,20,969922,0.578538,03,1250,0,0,Node 03: Network 3
83,2025-07-18,18,35,21,925175,0.955253,01,250,0,0,Node 01: Network 3
84,2025-07-18,18,35,22,469324,0.544149,02,750,0,0,Node 02: Network 3
85,2025-07-18,18,35,22,971381,0.502057,03,1250,0,0,Node 03: Network 3
86,2025-07-18,18,35,24,013249,1.041868,01,250,0,0,Node 01: Network 3
87,2025-07-18,18,35,24,471489,0.45824,02,750,0,0,Node 02: Network 3
88,2025-07-18,18,35,24,975630,0.504141,03,1250,0,0,Node 03: Network 3
89,2025-07-18,18,35,26,014121,1.038491,01,250,0,0,Node 01: Network 3
90,2025-07-18,18,35,26,472019,0.457898,02,750,0,0,Node 02: Network 3
91,2025-07-18,18,35,26,977518,0.505499,03,1250,0,0,Node 03: Network 3
92,2025-07-18,18,35,28,014175,1.036657,01,250,0,0,Node 01: Network 3
93,2025-07-18,18,35,28,475366,0.461191,02,750,0,0,Node 02: Network 3
94,2025-07-18,18,35,28,979286,0.50392,03,1250,0,0,Node 03: Network 3
95,2025-07-18,18,35,30,014593,1.035307,01,250,0,0,Node 01: Network 3
96,2025-07-18,18,35,30,477895,0.463302,02,750,0,0,Node 02: Network 3
97,2025-07-18,18,35,31,062489,0.584594,03,1250,0,0,Node 03: Network 3
98,2025-07-18,18,35,32,015683,0.953194,01,250,0,0,Node 01: Network 3
99,2025-07-18,18,35,32,479883,0.4642,02,750,0,0,Node 02: Network 3
100,2025-07-18,18,35,33,064322,0.584439,03,1250,0,0,Node 03: Network 3
101,2025-07-18,18,35,34,016740,0.952418,01,250,0,0,Node 01: Network 3
102,2025-07-18,18,35,34,481397,0.464657,02,750,0,0,Node 02: Network 3
103,2025-07-18,18,35,35,066014,0.584617,03,1250,0,0,Node 03: Network 3
104,2025-07-18,18,35,36,017396,0.951382,01,250,0,0,Node 01: Network 3
105,2025-07-18,18,35,36,597164,0.579768,02,750,0,0,Node 02: Network 3
106,2025-07-18,18,35,37,067573,0.470409,03,1250,0,0,Node 03: Network 3
107,2025-07-18,18,35,37,594514,0.526941,BB,0,1,0,
108,2025-07-18,18,35,39,598550,2.004036,BB,0,1,0,
109,2025-07-18,18,35,39,634751,0.036201,01,1902,0,1,
110,2025-07-18,18,35,39,654440,0.019689,02,1821,0,1,
111,2025-07-18,18,35,39,667560,0.01312,03,1852,0,1,
112,2025-07-18,18,35,39,913685,0.246125,01,250,0,0,Node 01: Network 3
113,2025-07-18,18,35,40,415787,0.502102,02,750,0,0,Node 02: Network 3
114,2025-07-18,18,35,40,916829,0.501042,03,1250,0,0,Node 03: Network 3
115,2025-07-18,18,35,41,913937,0.997108,01,250,0,0,Node 01: Network 3
116,2025-07-18,18,35,42,417906,0.503969,02,750,0,0,Node 02: Network 3
117,2025-07-18,18,35,42,918352,0.500446,03,1250,0,0,Node 03: Network 3
118,2025-07-18,18,35,43,914182,0.99583,01,250,0,0,Node 01: Network 3
119,2025-07-18,18,35,44,419616,0.505434,02,750,0,0,Node 02: Network 3
120,2025-07-18,18,35,44,921518,0.501902,03,1250,0,0,Node 03: Network 3
