Packet #,Date,Hour,Minute,Second,Partial Seconds,Time Differential,ID,Local Send Time,Sync Flag,Ack Flag,Data
1,2025-12-13,01,23,36,537939,0.0,BB,0,1,0,
2,2025-12-13,01,23,40,708922,4.170983,BB,0,1,0,
3,2025-12-13,01,23,43,330722,2.6218,BB,0,1,0,
4,2025-12-13,01,23,45,708629,2.377907,BB,0,1,0,
5,2025-12-13,01,23,48,801627,3.092998,BB,0,1,0,
6,2025-12-13,01,23,48,850172,0.048545,02,1033,0,1,
7,2025-12-13,01,23,48,895821,0.045649,01,1032,0,1,
8,2025-12-13,01,23,48,909372,0.013551,03,1028,0,1,
9,2025-12-13,01,23,49,117512,0.20814,01,250,0,0,Node 01: Network 3
10,2025-12-13,01,23,51,120394,2.002882,01,250,0,0,Node 01: Network 3
11,2025-12-13,01,23,53,123071,2.002677,01,250,0,0,Node 01: Network 3
12,2025-12-13,01,23,55,127516,2.004445,01,250,0,0,Node 01: Network 3
13,2025-12-13,01,23,55,670797,0.543281,02,750,0,0,Node 02: Network 3
14,2025-12-13,01,23,58,807063,3.136266,BB,0,1,0,
15,2025-12-13,01,23,58,843875,0.036812,01,1021,0,1,
16,2025-12-13,01,23,58,860240,0.016365,03,1011,0,1,
17,2025-12-13,01,23,58,873774,0.013534,02,1029,0,1,
18,2025-12-13,01,23,59,123815,0.250041,01,250,0,0,Node 01: Network 3
19,2025-12-13,01,23,59,622603,0.498788,02,750,0,0,Node 02: Network 3
20,2025-12-13,01,24,00,107441,0.484838,03,1250,0,0,Node 03: Network 3
21,2025-12-13,01,24,01,625721,1.51828,02,750,0,0,Node 02: Network 3
22,2025-12-13,01,24,03,171984,1.546263,01,250,0,0,Node 01: Network 3
23,2025-12-13,01,24,06,812092,3.640108,BB,0,1,0,
24,2025-12-13,01,24,06,859810,0.047718,02,1027,0,1,
25,2025-12-13,01,24,06,880392,0.020582,01,1013,0,1,
26,2025-12-13,01,24,06,908419,0.028027,03,999,0,1,
27,2025-12-13,01,24,08,812209,1.90379,BB,0,1,0,
28,2025-12-13,01,24,08,863383,0.051174,02,1026,0,1,
29,2025-12-13,01,24,08,884385,0.021002,01,1011,0,1,
30,2025-12-13,01,24,08,897425,0.01304,03,995,0,1,
31,2025-12-13,01,24,09,628492,0.731067,02,750,0,0,Node 02: Network 3
32,2025-12-13,01,24,10,155279,0.526787,03,1250,0,0,Node 03: Network 3
33,2025-12-13,01,24,11,630549,1.47527,02,750,0,0,Node 02: Network 3
34,2025-12-13,01,24,12,158469,0.52792,03,1250,0,0,Node 03: Network 3
35,2025-12-13,01,24,13,202843,1.044374,01,250,0,0,Node 01: Network 3
36,2025-12-13,01,24,13,631766,0.428923,02,750,0,0,Node 02: Network 3
37,2025-12-13,01,24,15,205344,1.573578,01,250,0,0,Node 01: Network 3
38,2025-12-13,01,24,15,634366,0.429022,02,750,0,0,Node 02: Network 3
39,2025-12-13,01,24,16,234640,0.600274,03,1250,0,0,Node 03: Network 3
40,2025-12-13,01,24,17,636043,1.401403,02,750,0,0,Node 02: Network 3
41,2025-12-13,01,24,19,181355,1.545312,01,250,0,0,Node 01: Network 3
42,2025-12-13,01,24,22,818541,3.637186,BB,0,1,0,
