Rel Start (s),Rel End (s),Interval Duration,Max Data Gap,Min Data Gap
0.4348563963723831,0.4341821734168376,-0.5406352678703125,0.9782454324878813,0.17564858606850844
-1.7083158141207866,-1.7079390996233592,0.28829493071933004,0.9787450591634799,-0.22907280962553864
1.0353342327119461,1.0370406490177,1.3883987807744407,0.9767979159511009,-0.15683807526270566
1.1696560210114582,1.1686413602662025,-0.8087753722686157,-0.5080349745600213,0.043568056880552916
1.451960582977844,1.4512591324513635,-0.5530691664552704,0.9793256222475861,-0.08909282797021298
-1.6782199812990541,-1.6778294170957533,0.299767508011472,0.2532528838677947,-0.20606606778014544
0.7056442428721769,0.7060000483845605,0.29410093419699074,0.22784974688199136,-0.09048508015612552
0.2052332016442376,0.20500198727880178,-0.1848749522237013,-0.4180072283192353,-0.11258370070530786
-1.1195488320831586,-1.1187432861247406,0.6402966287876545,0.2694526173245835,-0.09682088006048363
-0.43259040738903887,-0.43315704053027987,-0.4618671177607948,0.19417397506501613,0.053100323466606564
-1.5225275425384424,-1.5222761133487914,0.18882029709350318,0.27007209214354966,-0.08852149337988162
0.852996903923899,0.8515169646136609,-1.1876650564628266,-2.137561929381618,-1.458795339709649
-1.6661330160073402,-1.6663279003278182,-0.173119708033125,-0.6424283244184376,0.04246447901396562
1.1479561147696877,1.146808997856677,-0.9159946074978651,0.22399904160027576,-0.000686317676844872
0.3411014057427962,0.33951419801648713,-1.279143788728188,-2.137561929381618,-1.458795339709649
-0.8324816422429562,-0.8330239817869217,-0.44599987704064925,0.1268473349413766,0.04250357032804088
0.28685457307732964,0.2852782727626485,-1.2708414684720495,-1.2924815411069337,0.1738594066935236
-1.2119778028351484,-1.2108207707019043,0.923403392453554,0.9770189346051037,-0.08766148447022502
-1.1150711198506822,-1.1161813512334844,-0.9074734425038108,0.2785237209550756,3.208966164958754
-1.211786408650772,-1.2116379954907288,0.10851261867442266,0.9817241415843377,-0.003278372502453233
-0.5456423639101572,-0.5452723510218079,0.29381337184874334,0.2696393936519098,-0.13968901648028817
0.19983992120185734,0.1983660516702614,-1.1889028800135726,-0.5932205445148667,1.5247980876768161
-0.17889206078655892,-0.17808441723344873,0.6508365322340313,0.9795824396976607,-0.21516832991137078
-0.1688553621098998,-0.16852878306328165,0.2622649175013287,0.2800397221452094,-0.11179886739964222
1.217258020697341,1.2182794687641088,0.8367037070829575,0.2551829059168358,-0.06328353960803686
-0.22387090620499872,-0.22465566217889713,-0.636132257866981,0.26889851422018135,-0.09453554169915836
1.2208504301634127,1.2215056209830693,0.5408276158634642,0.2795120790205118,-0.206493065210814
1.321915801110904,1.3222537035518658,0.28543145520491237,0.12862015358158435,-0.06499152933071148
1.6991090819463592,1.6979614567796606,-0.9112226318083846,-0.5129736519484137,0.04466862772298049
0.5818282084890115,0.5812595913774128,-0.4539312309887718,0.9783668371006433,-0.08297353380534887
1.7287461251513938,1.7286528901466487,-0.05907150162835245,0.27137796996544106,-0.13809830069983947
-0.11141872818315394,-0.1126632639408535,-1.0065442921765821,0.9800493805159767,4.5642800660943195
-0.9843881330244209,-0.9850402368756774,-0.5361100591139747,0.9761831105403175,0.03181359944052655
-0.8550520593104524,-0.8548181158949445,0.18096944609785334,0.9763652174594607,-0.11189509217275075
-0.7252668736235822,-0.7249017167479451,0.288201010608112,0.2049338479884194,-0.11153424927359411
-1.5786304883963505,-1.5800867731466253,-1.1914189599042568,-2.137561929381618,-1.458795339709649
1.490078760822388,1.4890500992225693,-0.8170740662656341,0.9775294565664631,0.18214977230164658
-0.6561104467646479,-0.6555197815267867,0.4710460611061029,0.9766173655013515,-0.2558563738154376
1.3875327505451616,1.3887729299924503,1.0150242740764348,0.3382392257401586,-0.2233083443115119
0.5899614717470594,0.5907852340205644,0.6710890081084676,0.9860511265007359,0.038071216716734
-1.1985810737195917,-1.197294574737894,1.0281293932245774,0.2701608108990297,-0.09291776270127297
-1.5533338173785074,-1.5518342998050865,1.1968974871301608,0.9781909560590777,-0.11079752835448273
1.3057463858667238,1.3055025111160712,-0.18475528567272836,1.0013434383005966,-0.16042244806099468
0.9533799849377548,0.9537246905607397,0.28746252293824404,0.9777224587713672,-0.09132403989666454
0.46711049075548733,0.4656297448361701,-1.1919453114155818,-0.5933372797194457,1.5245725608648435
-1.4213085963629293,-1.4227667877579513,-1.1914800623704354,-2.137561929381618,-1.458795339709649
1.7044975822525508,1.703690592929296,-0.6359623676271906,0.2685343003818945,-0.0004156855024774822
0.23800581243582836,0.23765690314109125,-0.2796559373570483,0.13624218420590173,0.058230306682949574
0.40684781405695464,0.4053727583028273,-1.1879147244032655,-2.137561929381618,-1.458795339709649
-0.10017049568597117,-0.09980287215664053,0.29607180602892386,-0.5131121777245142,-0.22444499944385515
-0.5148655311183011,-0.515884455496299,-0.828059999583819,0.9809941574383702,4.56610532975922
1.2875236765879028,1.2886197358543838,0.8976449860436698,0.9754733604964763,-0.3607744537693799
-0.6913518634703467,-0.6928192272017031,-1.1920267209328346,-2.137561929381618,-1.458795339709649
-0.284271485793021,-0.2834589692138039,0.6537826864563941,0.9762811681121637,-0.11207551362232905
1.1061946870077835,1.1049457224718193,-0.9986729528169022,-0.48465057837873843,-0.0012245750014202607
-0.5994795763823237,-0.6006143521312679,-0.9224553320597124,0.2655178626955709,-0.1522283072259802
-0.17089574192214763,-0.17235830914141528,-1.1832575198149453,-0.5371783075005389,1.633068999568755
-1.1433482466264737,-1.1445713425553954,-0.9989258843905496,0.26883625544440576,3.1902504465891646
-0.7048647404696661,-0.7053779467556381,-0.42126226257315574,-0.5096537027301845,0.05248388351388066
0.8261605624851045,0.8274164102198599,1.0224044366382576,0.26933432565060966,-0.13409595154336074
0.004188299103230653,0.003167220983437594,-0.8249192965596471,-0.5110218393278515,-0.08089868713519834
1.6083134628589966,1.607609812880837,-0.5533759479768556,0.9778765492414117,0.046914874770230514
1.302367627392846,1.3013314556880977,-0.8249067859656818,-0.5120148668014709,-0.08327724324547241
1.2543801893922895,1.2547329160338507,0.2967733058557638,0.1561120724946564,-0.21111185432001867
1.121637538158342,1.1201541331367288,-1.1879390203393723,-1.3566423224823885,0.04990385678491087
-1.6853429798295263,-1.6856516059955773,-0.2651956851756151,-0.5114467554725194,-0.21307243407210283
-1.4193098030622637,-1.4189460345863447,0.2805530488102483,0.9771917027078807,-0.09308314903005299
