Interval Duration,Data Packets,Max Data Gap,Min Data Gap
0.6087508406421235,0.5415345412092267,1.3009631624105218,0.7789333285082893
-0.5916283928193301,-0.5707780182227469,-0.7611791299019671,-0.8825569126293311
0.37058735129065346,0.38263274700465905,0.4573835297860655,0.7764383696418663
-0.5916414866327003,-0.5972616505901749,-1.6607396197391409,-0.6740754833827532
-0.5916918172066155,-0.5707780182227469,-0.8595735291649155,-0.685540866875782
-0.5915565537892185,-0.5707780182227469,-0.8690724420263658,-0.6672905284502092
-0.5916348021033522,-0.5707780182227469,-0.8583704828897742,-0.6764704534396442
-0.5916911094329198,-0.5972616505901749,-1.6641695337935938,-0.6813651437348409
-0.5922171818926162,-0.5972616505901749,-1.6933361249594483,-0.7433534442729398
-0.5505948196045353,-0.5972616505901749,0.35872477398593533,3.6179298816724867
1.3745549802750279,1.309559879864637,2.503978073216841,-0.2927800616613078
0.44945567518184587,0.4620836441069429,0.4542448559844401,0.42280175718578816
-0.04016266439383529,-0.014621738506760096,1.1756267994513938,-0.6693617252190911
0.3723299687709452,0.35614911463723115,0.3637161838574713,0.7497223120092312
-0.12854507890619468,-0.12055626797647187,0.9703293049236605,-0.4692365036262779
0.5263427045742581,0.5415345412092267,0.49929972309685244,0.7263487374381024
0.5299131869444105,0.5150509088417988,0.3852657222570684,0.7758670050159677
-0.5916237529695474,-0.5707780182227469,-0.86026578484279,-0.6812651549253086
-0.5915397638243264,-0.5707780182227469,-0.869473457451413,-0.6681523367609393
-0.5916869807530283,-0.5707780182227469,-0.8609356374242931,-0.6804366762177559
-0.09999199383345421,-0.09407263560904393,0.35721704560014395,0.6091761367819787
0.6905887863565947,0.6474690706789386,0.5009553119186949,0.6916050068115944
-0.5916946876221592,-0.5707780182227469,-0.8599655833514142,-0.6835934657758449
1.0876837634510441,1.0976908209252136,0.46943863594348656,0.7934936037249347
-0.5916404249721567,-0.5972616505901749,-1.660502146917605,-0.6735707779632096
0.6107695685052531,0.6209854383115105,0.5058055822830911,0.7274010006241322
0.7396987258920605,0.7004363354137944,2.5004607870865394,-0.6742088017954628
0.038382403522234626,0.06482915859552374,0.9756186759769347,-0.2761009759569558
-0.5915657941680231,-0.5707780182227469,-0.8342132240725527,-0.6693760093347384
-0.5916300049705259,-0.5707780182227469,-0.858249506169369,-0.6787940029182978
-0.5916273704795475,-0.5707780182227469,-0.8616032496961593,-0.6717947862510419
2.8728368700228923,2.8985778219103135,1.534656581588935,0.16672089322998715
0.3744523068389705,0.38263274700465905,0.49364742188236194,0.7768097566487001
-0.5899698038050203,-0.5707780182227469,-0.8603083507258956,-0.47140768920469206
2.499831678434689,2.4748397040314667,1.158425702057475,0.4024040400412136
0.37274582513791954,0.3296654822698032,1.2691238818475659,0.798521612432841
-0.471847367732261,-0.5178107534878911,0.3622756647607934,0.8222713353826865
-0.17670978667107656,-0.17352353271132775,0.46769119442652163,0.803378211752978
0.5822922152179506,0.6209854383115105,1.2483942967751602,-0.9723373408455069
0.06101299559254847,0.03834552622809579,1.4609369526693867,0.3962571089409229
-0.4719923433775933,-0.5178107534878911,0.3493468378448901,0.8545820049772436
0.9251751088085641,0.912305394353218,0.41946180855828963,0.7414422863055864
-0.591556042619327,-0.5707780182227469,-0.8690298761432602,-0.6701711584391138
-0.5915834491896543,-0.5707780182227469,-0.8345111852542915,-0.6667239251961933
-0.5915820729630238,-0.5707780182227469,-0.8354991618042679,-0.6687951219650751
-0.5505944263969266,-0.544294385855319,0.35692132472804217,-0.6800795733265693
-0.5506009143224703,-0.5972616505901749,0.35953128545530405,3.619643975550183
-0.5915911560587851,-0.6237452829576028,-1.981310006335994,-1.35538970879159
0.03247402667296082,-0.014621738506760096,1.4848567386650722,-0.3087116119801096
-0.17688731990641027,-0.2000071650787557,0.3514684110712566,0.8509776464622009
-0.5916489182565049,-0.5707780182227469,-0.8630482494121111,-0.6784369000271113
1.2374285452278704,1.2565926151297813,0.265306102427063,0.7998976489068798
-0.5916211184785689,-0.5972616505901749,-1.6618485730095225,-0.6764323624645843
-0.5916520245966138,-0.5707780182227469,-0.8609109940182847,-0.6780750357640424
0.21521089285880401,0.1707636880652355,0.45795480874353506,0.3259887826991791
-0.5915901337190024,-0.5972616505901749,-1.6577555273024778,-0.6677333360352805
-0.47175991836008335,-0.5178107534878911,0.3651880672890685,0.8205620028768736
-0.5916451041427004,-0.5972616505901749,-1.6630583402135752,-0.6790035032811274
-0.5504885749086612,-0.5972616505901749,0.3615072385552563,3.6238435055505356
-0.5915739335655235,-0.5707780182227469,-0.8696033954103668,-0.6669334255590227
0.7652491597023902,0.7269199677812224,0.4114056551031535,0.8040686106759386
0.5283780651192362,0.5415345412092267,0.42738130312555983,0.613304246204095
-0.5916818297333541,-0.5707780182227469,-0.8614195443059144,-0.6766228173398838
-0.5916444356897657,-0.5707780182227469,-0.8611036606470783,-0.6693664865909736
-0.5916680281462884,-0.5707780182227469,-0.8626494742967011,-0.6789987419092449
0.3740318106222135,0.3296654822698032,1.1858493323256387,0.8190764548495377
1.7872481493202517,1.812748894845768,0.5042597686334681,0.3800398763091719
-0.5916962211318331,-0.5707780182227469,-0.8621991720596371,-0.6832696924878356
-0.5505394952939894,-0.5972616505901749,0.3620538741067174,3.6250052802898627
-0.5916700728258537,-0.5707780182227469,-0.8583211960777574,-0.6809318588935346
0.2151353576771704,0.2237309528000914,0.3487531557910496,0.7905034621827328
-0.5916379870849827,-0.5972616505901749,-1.6606836119982127,-0.6739564490856911
-0.5915800676042194,-0.5972616505901749,-1.6585373953658378,-0.6693950548222684
-0.4717506779812786,-0.5178107534878911,0.3645159743979282,0.8245567938862804
-0.5915998459469376,-0.5707780182227469,-0.8693345582539106,-0.6696616916476877
-0.5915952060971549,-0.5707780182227469,-0.7615308585149974,-0.8998073629595816
-0.17660991193846362,-0.2000071650787557,0.3632255560469389,0.7870467061960472
-0.5916519459550921,-0.5707780182227469,-0.8609042730893733,-0.6808175859683548
-0.5916432953877003,-0.5707780182227469,-0.8590739401158346,-0.683760113791732
1.317836394869455,1.2830762474972093,1.4965063487781713,0.5461355730578502
-0.5916475420298745,-0.5707780182227469,-0.8591456300242227,-0.6776227054352061
-0.5900140396610004,-0.5972616505901749,-1.5687793897540432,-0.4786306903504249
-0.5916512381813963,-0.5707780182227469,-0.8636329702274033,-0.6777179328728558
-0.5505300583113802,-0.5972616505901749,0.36336893586371516,3.627800205584882
0.21647281403744484,0.2237309528000914,0.4937885613895017,0.7742195703446272
-0.5916732971282451,-0.5707780182227469,-0.7666813303707695,-0.8880039220628964
0.10979287666126106,0.11779642333037962,0.992761525320288,-0.3261668013013071
0.2937705094563964,0.2766982175349473,0.38836631079486217,0.8080919699166401
-0.5505225873668148,-0.5972616505901749,0.35908994445678855,3.6187059852893326
1.1596375708637894,1.1241744532926414,0.4943710418951565,0.7101695957814114
0.3500731598534735,0.35614911463723115,1.4951576823766164,-0.3644863222115629
-0.59002575724774,-0.5972616505901749,-1.5666914211722336,-0.474193091755947
-0.5917071916241161,-0.5707780182227469,-0.7624897110396909,-0.8955745033560507
-0.04431737462901258,-0.014621738506760096,0.9677327860542213,-0.4669034314038593
-0.550587859829861,-0.5972616505901749,0.3576740687661191,3.6156967982596
0.8221428797768839,0.8593381296183621,1.1758530707247445,-0.7481338616429567
-0.591575624358241,-0.5707780182227469,-0.87027324799187,-0.6670238916247898
-0.5991846241151961,-0.544294385855319,-1.332377436224334,-0.6765228285303515
-0.12643284627371323,-0.09407263560904393,1.0686497739685834,-0.5194070791520439
-0.5916611470131359,-0.5707780182227469,-0.8591545912627713,-0.6805271422835232
