Interval Duration,Data Packets,Max Data Gap,Min Data Gap
-0.23557033930627377,-0.23551302673122634,-0.2451707905994208,-0.2534279091850839
-0.23555266740461178,-0.23551302673122634,-0.21666388652446486,-0.2553350540315817
-0.2354733519744545,-0.23551302673122634,-0.22723854791068174,-0.1985541506472151
-0.23554865622350651,-0.23551302673122634,-0.2217695117684016,-0.23725185335069765
-0.23553859042941214,-0.23551302673122634,-0.21349446688645526,-0.2558725221246857
-0.23498107409710897,-0.23551302673122634,-0.25122962475704497,0.023732250052315933
-0.23558642187202608,-0.23551302673122634,-0.24993683516785664,-0.25517901490777717
-0.23558025373504343,-0.23551302673122634,-0.1558372427198046,-0.2506192049566054
-0.2354904940974799,-0.23551302673122634,-0.22825728993718472,-0.1993690216270822
-0.2355103607963504,-0.23551302673122634,-0.23690170327318485,-0.22450865824000799
-0.2354802390967296,-0.23551302673122634,-0.21975585793823782,-0.2331254854100935
-0.23550434402469247,-0.23551302673122634,-0.2271610996864444,-0.202697856268242
-0.23548913180955736,-0.23551302673122634,-0.22405125560554032,-0.21970612076291807
-0.23560776438281267,-0.23551302673122634,-0.24918618314832794,-0.26363980295405864
-0.23553049238453921,-0.23551302673122634,-0.21910052681007758,-0.24371880814836772
-0.23549295378400675,-0.23551302673122634,-0.22759600125331444,-0.21155741096424563
-0.23499231297246997,-0.23551302673122634,-0.15701683875049197,-0.249318878924902
-0.2354758495023125,-0.23551302673122634,-0.22182908732550743,-0.21955008163911355
-0.2354980245223851,-0.23551302673122634,-0.22761387392044594,-0.21164409936635925
-0.23553333048437786,-0.23551302673122634,-0.22405721316125102,-0.22033027725813567
-0.2355231890076211,-0.23551302673122634,-0.21214210174016176,-0.24975232093546965
-0.2355911141970926,-0.23551302673122634,-0.24879298447143225,-0.26247817836573706
-0.23546782714010195,-0.23551302673122634,-0.22580873454015124,-0.20919948642675748
-0.23552527028083609,-0.23551302673122634,-0.2215192944285588,-0.24155159809552906
-0.23557030146494257,-0.23551302673122634,-0.24841170090595735,-0.2462501094900831
-0.2349812254624337,-0.23551302673122634,-0.24661251908137272,0.01511542288223042
-0.23548409891251015,-0.23551302673122634,-0.24264478697815,-0.19685505796578953
-0.23558899508254644,-0.23551302673122634,-0.1498141538964434,-0.2628769450154593
-0.23551664245732662,-0.23551302673122634,-0.22160270020850617,-0.2558205090834175
-0.23501017408078786,-0.23551302673122634,-0.24747040710369134,0.0063598942687631095
-0.23559300626365173,-0.23551302673122634,-0.24411630323865452,-0.25429479320621917
-0.2354616590031193,-0.23551302673122634,-0.23149820024372095,-0.1935435610050525
-0.23550627393258278,-0.23551302673122634,-0.21891584258305066,-0.219584756999959
-0.23549113740011,-0.23551302673122634,-0.22157291242995392,-0.2036514286914909
-0.23549363492796802,-0.23551302673122634,-0.2208580057446885,-0.22400586550774945
-0.23557696153923058,-0.23551302673122634,-0.15377592844395574,-0.25479758593847773
-0.23559864462199784,-0.23551302673122634,-0.24570697061337002,-0.26343175078898595
-0.23548334208588653,-0.23551302673122634,-0.2180936998949957,-0.23452983752433276
3.3369895879261335,3.3367605885746188,3.3720663950605374,4.327690051226459
-0.23545454483285708,-0.23551302673122634,-0.2194758528198421,-0.20349538956768684
-0.2355018086555033,-0.23551302673122634,-0.23124202534816776,-0.2114013718404411
-0.2354733519744545,-0.23551302673122634,-0.21870732813318156,-0.21476488184244635
-0.2355007869395614,-0.23551302673122634,-0.22392614693561858,-0.22846164937638538
-0.23556700926912977,-0.23551302673122634,-0.24982959916506672,-0.25282109037028905
-0.23546116706581394,-0.23551302673122634,-0.2221865406681398,-0.2118694892118542
-0.235587443587968,-0.23551302673122634,-0.24845340379593103,-0.25443349464960097
