Interval Duration,Data Packets,Min Data Gap
-0.23029131846717468,-0.23017316366693413,-0.2216025631782151
-0.23025191485405636,-0.23017316366693413,-0.2314978406132855
-0.2303082855751537,-0.23017316366693413,-0.2475120055297265
-0.2299043885600391,-0.23017316366693413,-0.08183354402718582
-0.2302838928622709,-0.23017316366693413,-0.23242064266964063
-0.23051185094829485,-0.23017316366693413,-0.30613123154035116
-0.22985831787155023,-0.23017316366693413,-0.08085395415197799
-0.23054450764082862,-0.23017316366693413,-0.31528826733033744
-0.2302597396850302,-0.23017316366693413,-0.22360433379277025
-0.2298891780467685,-0.23017316366693413,-0.07618315605134925
-0.23026696567689892,-0.23017316366693413,-0.23107193197189074
-0.22988426756610633,-0.23017316366693413,-0.08193292271017781
-0.2302621749640578,-0.23017316366693413,-0.24126534545593734
-0.23055384953086883,-0.23017316366693413,-0.31588453942829003
-0.2305273009972075,-0.23017316366693413,-0.3079768356530616
-0.23053995646362954,-0.23017316366693413,-0.3133716784440611
-0.23025518850783114,-0.23017316366693413,-0.23477733715202467
-0.2302373830251049,-0.23017316366693413,-0.1955511512795722
-0.22990279165575872,-0.23017316366693413,-0.09549101446124258
-0.23052211105829631,-0.23017316366693413,-0.30350479491841725
-0.229891373790154,-0.23017316366693413,-0.08861968838007468
-0.23027259476448722,-0.23017316366693413,-0.22938249436102517
-0.2305035071234299,-0.23017316366693413,-0.30195732685468296
3.5331156327654365,3.5385924329608414,2.2420517760147494
-0.23026101720845452,-0.23017316366693413,-0.21338252639929733
-0.23049827726191166,-0.23017316366693413,-0.30874347120757206
-0.23024768305771337,-0.23017316366693413,-0.22618817955056483
-0.23032441430838552,-0.23017316366693413,-0.23808522760019038
-0.23030054058939384,-0.23017316366693413,-0.25218280363035506
-0.23052191144526127,-0.23017316366693413,-0.3153592521039031
5.059854813491262,5.062135972023134,4.2392367741975185
-0.19038659678566672,-0.2569019976855708,13.144546360164716
-0.22989612458038816,-0.23017316366693413,-0.07993115209562267
5.059859923584959,5.062135972023134,4.2318969486108164
3.5411129294015695,3.5385924329608414,4.3184131906327945
-0.22991169439712184,-0.23017316366693413,-0.3163814328432504
-0.23028644790911953,-0.23017316366693413,-0.21945882301652844
-0.2303307620029,-0.23017316366693413,-0.2649600628721962
-0.2302056844751394,-0.23017316366693413,-0.19834795135806416
-0.2303019378806392,-0.23017316366693413,-0.2465182186998055
-0.2303007002798219,-0.23017316366693413,-0.2199841103409152
-0.23049097142482894,-0.23017316366693413,-0.30472573302374856
-0.230525105253822,-0.23017316366693413,-0.30943912198851664
-0.23051296878129113,-0.23017316366693413,-0.3052226264387092
-0.23026337264226807,-0.23017316366693413,-0.23616863871391405
-0.2302741916687676,-0.23017316366693413,-0.2063266399068584
-0.23027806416164753,-0.23017316366693413,-0.23650936562702995
-0.22988929781458953,-0.23017316366693413,-0.08173416534419362
-0.2302754292695849,-0.23017316366693413,-0.22902757049319628
-0.23027315368098536,-0.23017316366693413,-0.2158669934740997
-0.23029750647126113,-0.23017316366693413,-0.23747475854752462
-0.23029375374620226,-0.23017316366693413,-0.2571943286440995
