Interval Duration,Data Packets,Min Data Gap
-0.21879968912900885,-0.21860598084681537,-0.1167596200528042
-0.2907058328451996,-0.29157313822101616,-0.07517159491494223
3.140353002603459,3.1378832583664202,3.8098194750415546
-0.21801475359562186,-0.21860598084681537,-0.28660624807609353
-0.21901579238515942,-0.21860598084681537,-0.20141533511390242
-0.2185150732982017,-0.21860598084681537,-0.2842031045594217
-0.2193402377307511,-0.21860598084681537,-0.28370988296429694
-0.21815424766654434,-0.21860598084681537,-0.2854099233560037
-0.29199105177349566,-0.29157313822101616,-0.269868196071327
-0.21941078353496826,-0.21860598084681537,-0.28894642713381324
-0.29206217850044436,-0.29157313822101616,-0.28998534070652293
-0.2194089318437613,-0.21860598084681537,-0.2912026535795968
-0.21926188577732825,-0.21860598084681537,-0.27141082531565347
-0.2914401917932677,-0.29157313822101616,-0.11062058530497444
-0.21929655960286984,-0.21860598084681537,-0.28128575129464106
-0.2192983023710646,-0.21860598084681537,-0.2802258495689474
-0.29200397730427347,-0.29157313822101616,-0.2684934720508728
-0.29177229805738214,-0.29157313822101616,-0.21645334672696231
-0.3204508920860197,-0.34021790980381666,-0.6221333557553416
-0.29198600500726496,-0.29157313822101616,-0.2725231974238072
-0.2920229299083915,-0.29157313822101616,-0.2842975512478499
-0.29193731642082377,-0.29157313822101616,-0.2583771823125688
-0.21935505126040658,-0.21860598084681537,-0.2813906920595613
-0.2920297194428169,-0.29157313822101616,-0.28040424886931165
-0.21930748821175786,-0.21860598084681537,-0.2955891775532598
-0.21922568702961617,-0.21860598084681537,-0.2639600310063216
-0.21901757146102493,-0.21860598084681537,-0.26894471734002956
-0.2192626119307427,-0.21860598084681537,-0.2896600243352704
-0.21750176251595932,-0.21860598084681537,-0.2773189903806588
-0.21940029061812896,-0.21860598084681537,-0.29038411561321953
-0.2920151963745272,-0.29157313822101616,-0.27964867536188653
-0.21875985961422437,-0.21860598084681537,-0.24593120759303705
-0.29178068512931943,-0.29157313822101616,-0.19587446272611764
-0.2914524637859725,-0.29157313822101616,-0.12169183600405199
