Interval Duration,Data Packets,Min Data Gap
-0.37802694227111777,-0.7096180897361932,4.292957347890704
-0.8007197919527982,-0.8898108118579788,-0.9228870331045662
-0.9063245088312357,-0.8898108118579788,-0.9228870331045662
-0.9061877288275236,-0.8898108118579788,-0.9228870331045662
0.9077236676856385,0.9121164093598774,0.25951556834046635
-0.9062643509592327,-0.8898108118579788,-0.9228870331045662
-0.9526441705513056,-0.8898108118579788,-0.9228870331045662
0.1520529859423116,0.5517309651163061,0.035191874417369776
-0.3558782913613655,-0.34923264549262195,-0.779384792938973
1.4664647058435916,1.452694575725234,0.36954758684328337
-0.8074931461798356,-0.7096180897361932,0.2873739851101452
-0.5881725315546761,-0.7096180897361932,1.7989607889008694
-0.15535395107349395,-0.16903992337083631,-0.7567447815550291
-0.7837145335591799,-0.5294253676144075,-0.7548767852187476
-0.09789558442149218,-0.16903992337083631,-0.21474186690551572
-0.7839243473303062,-0.5294253676144075,-0.7152294097019632
-0.3579382235469014,-0.16903992337083631,-0.7975436973516412
0.6623044573830323,1.092309131481663,-0.7141273700223996
-0.7846643946960701,-0.7096180897361932,-0.7241473336337514
-0.9055044620497207,-0.8898108118579788,-0.9228870331045662
-0.6859227411520427,-0.7096180897361932,1.786809694183411
-0.6925903441725064,-0.5294253676144075,0.37129052903152937
-0.5880477831253645,-0.7096180897361932,1.7863980576127936
0.37119397127247244,0.1913455208727349,-0.20292946050565375
0.6202678250693267,0.37153824299452054,0.1553584895005713
-0.47453979942749547,-0.5294253676144075,0.49841328109921074
0.4867608317546141,0.9121164093598774,-0.20810357588062636
-0.8074245450977268,-0.7096180897361932,0.2862823666095845
-0.1990530514570101,0.1913455208727349,-0.7151694879226962
-0.5911973115750397,-0.34923264549262195,-0.7559189031190441
0.38993325394154676,0.5517309651163061,0.26894413004339984
-0.357863501137466,-0.16903992337083631,-0.7138225505365628
-0.7422142561674381,-0.7096180897361932,-0.19961292028795974
-0.5878136951251843,-0.7096180897361932,1.7890007470687843
-0.5875525888526657,-0.5294253676144075,-0.717258934312791
1.2164629432561223,0.9121164093598774,-0.2162373060924414
-0.8084185220074193,-0.8898108118579788,-0.9228870331045662
0.061025682391600805,0.011152798750949293,-0.7150652761326666
0.1505446064569299,0.37153824299452054,0.26378825173168235
-0.2532050570316236,-0.16903992337083631,0.37016243640445823
2.7150624472920257,2.894236352699519,0.24872443748289488
-0.36148880447659676,-0.34923264549262195,-0.7561950643626228
-0.8005572601582636,-0.8898108118579788,-0.9228870331045662
-0.5910062839463984,-0.7096180897361932,1.7877554161779299
-0.5881018196700409,-0.34923264549262195,-0.7280135910438518
-0.47414550151555973,-0.7096180897361932,1.7989321306586112
0.06330978180544268,0.37153824299452054,0.37983068522446006
-0.3784811869748039,-0.7096180897361932,4.290141024265153
-0.8084349862671253,-0.7096180897361932,0.2858629141547152
1.023589839966027,1.452694575725234,0.2710283658439929
-0.26275812710570684,-0.34923264549262195,0.5010237864394536
1.45640609856443,1.092309131481663,0.371637033233378
-0.7903964900368232,-0.5294253676144075,-0.7971607190232822
-0.808608072074292,-0.8898108118579788,-0.9228870331045662
-0.3579230257687111,-0.16903992337083631,-0.7127960644047707
-0.8074093473195366,-0.7096180897361932,0.2869571379500266
0.09064171939907813,0.1913455208727349,0.3793408898113206
0.05550825566778488,0.011152798750949293,-0.31767185191781133
-0.37774599445485085,-0.34923264549262195,0.3772123639999649
0.6979877851724589,0.9121164093598774,-0.4339591831171588
0.922468889814216,0.9121164093598774,-0.21474186690551572
-0.7965562339694295,-0.7096180897361932,-0.7743461528910389
-0.7939548809358664,-0.7096180897361932,0.49401033297045766
2.309603878078081,2.1734654642123767,0.28228584446194704
0.05427153646755388,0.1913455208727349,-0.715766100420616
0.06428792769618695,0.011152798750949293,-0.17067070090197234
-0.4727926881763755,-0.7096180897361932,1.78954785896644
-0.48340559219897555,-0.5294253676144075,0.4925800261523005
-0.1501919834951275,0.011152798750949293,-0.807162445571379
-0.5880952761822091,-0.7096180897361932,1.7982782016761751
