Interval Duration,Data Packets,Min Data Gap
-0.5159267219476691,-0.4944760887391667,-0.6488695029070878
-0.39168257960588304,-0.330859772354851,-0.643587519396391
-0.5157772708718658,-0.4944760887391667,-0.6398614690128762
-0.5155796874044993,-0.4944760887391667,-0.6230551578424773
0.3211493552819153,0.36450957227849096,-0.538997545694095
-0.39744799779828804,-0.3717638514509299,-0.5877228199400575
-0.5131215060018832,-0.5353801678352457,-0.4796822481303508
0.3324738240378985,0.36450957227849096,-0.4870822363046039
0.6040140948472883,0.6099340468549646,0.9006239967389629
-0.39449790335389723,-0.3717638514509299,-0.5860328830028789
-0.5155525527687556,-0.4944760887391667,-0.6231519383719193
-0.030270770745183133,-0.00362713958621948,-0.39221870581122315
1.4509914261798251,1.4689197078726224,0.9174973098143601
1.2042285674028106,1.1825911542000698,0.8857160728768484
-0.5158748592957598,-0.4944760887391667,-0.6473359037482385
2.890099755897801,2.900562476235385,0.7805342490137344
-0.45490832651531754,-0.4944760887391667,-0.6453928485032887
-0.5158670979476203,-0.4944760887391667,-0.6454710173924534
-0.45482583962927636,-0.4535720096430878,-0.5559564723147676
-0.39530424124355773,-0.3717638514509299,-0.6454933513607861
-0.4552145688566377,-0.4944760887391667,-0.6454449610960652
-0.5153091231984253,-0.4944760887391667,-0.6136637241585534
-0.45523478446109417,-0.5353801678352457,3.106460713091933
-0.5127828344617473,-0.4944760887391667,-0.44805362664311293
-0.3926814470617959,-0.3717638514509299,-0.490867843937006
-0.5157902064520984,-0.4944760887391667,-0.639876358325098
-0.3955130154919626,-0.3717638514509299,-0.6510321755073096
-0.5133221579092118,-0.4944760887391667,-0.4871529605376576
-0.4547843856070426,-0.5353801678352457,3.1251393552742286
-0.5157290783148132,-0.5353801678352457,-0.6417598563211604
-0.39261833346335884,-0.3717638514509299,-0.48158435776669045
-0.513230586034263,-0.4944760887391667,-0.6454896290327307
-0.45522557914120776,-0.4944760887391667,-0.649204512432079
0.12282278395521513,0.037276939509859455,0.7679341685460046
4.704175480077878,4.65943787736678,0.6101111813225849
-0.45489502994214825,-0.5353801678352457,3.122217327750693
-0.5158844256085829,-0.4944760887391667,-0.6465244362321483
0.9656628354054576,0.8553585214314382,0.8961795370407446
1.4485004545854567,1.3462074705843856,0.881759238153895
-0.508608011314034,-0.4535720096430878,-0.49254289156196274
-0.393266195453798,-0.3717638514509299,-0.5244171867008608
-0.5158697452291563,-0.4944760887391667,-0.6398540243567653
0.3291214029655297,0.40541365137456986,-0.6342668099455209
0.24609074123061245,0.2008932558941752,0.9250424687827761
-0.5158355712311464,-0.4944760887391667,-0.6417710233053268
-0.5176387911155679,-0.5762842469313246,-0.7664950694596022
1.9351297029108374,1.9188645779294906,0.9115415849256252
-0.5130621226637923,-0.4944760887391667,-0.6414546254206128
-0.4552054237022407,-0.5353801678352457,3.1056082999672334
-0.5132208392249715,-0.4944760887391667,-0.48475205894188633
-0.5159232925147703,-0.4944760887391667,-0.647194455282131
-0.5158536810434721,-0.5353801678352457,-0.6435763524122246
0.9661134147559775,0.937166679623596,0.8989750054103945
0.3236849696694584,0.36450957227849096,-0.42759198932225306
-0.39160983952913336,-0.4535720096430878,-0.4089915160291228
-0.5139631008683636,-0.4944760887391667,-0.5280948468196546
-0.5158965188719632,-0.4944760887391667,-0.645500796016897
0.815168189187508,0.8144544423353592,-0.21111255660090544
-0.5153172455395015,-0.4944760887391667,-0.6157035599329452
-0.32946532663067407,-0.330859772354851,-0.630451423688675
-0.5133340105106342,-0.4944760887391667,-0.4871939061462676
-0.5132737848556909,-0.4944760887391667,-0.4810111192461498
-0.5149513190326432,-0.5353801678352457,1.2582987772599932
-0.511997193500459,-0.4944760887391667,-0.4090138499974556
0.9699595538348047,0.978070758719675,0.899246735358443
-0.5150313391336169,-0.4944760887391667,-0.5940209990098947
-0.5158541623673878,-0.4944760887391667,-0.6473284590921276
-0.5158095797397024,-0.4944760887391667,-0.6428728324097428
-0.15212808795484536,-0.1263393768744563,-0.4852359615890961
-0.39541392293083216,-0.3717638514509299,-0.6436061310366682
-0.5177174875757736,-0.5762842469313246,-0.7664950694596022
-0.5158479051564846,-0.4944760887391667,-0.6416332971672748
-0.5126585325605357,-0.4944760887391667,-0.4491107678108634
0.6069055279394617,0.6099340468549646,0.9592357743002253
-0.4547749997906878,-0.5353801678352457,3.1220721569565293
-0.512982283059287,-0.4944760887391667,-0.4684817630114737
-0.39255612234726356,-0.3717638514509299,-0.4675176800451097
-0.39457708113801854,-0.3717638514509299,-0.6490556193098607
-0.395347620561454,-0.3717638514509299,-0.6471348980332436
-0.513278838756805,-0.4944760887391667,-0.48504984518632316
-0.45520337807559924,-0.4535720096430878,-0.6473061251237948
-0.5106663328737399,-0.4944760887391667,-0.48529179650992793
-0.5158322621292265,-0.4944760887391667,-0.6398465797006543
-0.5176794629864387,-0.5353801678352457,1.1050170302642341
-0.5129005783246087,-0.4944760887391667,-0.45738178075009395
2.7709797277963313,2.6960420807549905,0.8837804622880094
0.8010678050791027,0.8144544423353592,-0.529978344815717
2.293986885089327,2.32790536889028,0.8996301351481553
-0.45424554348349394,-0.4944760887391667,1.0780822644549304
1.0890773558131646,1.0598789169118328,0.8337151499420818
-0.3954176531911783,-0.3717638514509299,-0.6453742368630113
-0.5158474839980584,-0.5353801678352457,-0.6454821843766197
-0.3954424413728333,-0.3717638514509299,-0.6454710173924534
1.5715977825327632,1.5916319451608592,0.8993509605439958
-0.4518644942383577,-0.4535720096430878,-0.5672202370105875
1.570856122544265,1.5916319451608592,0.8926731040125019
-0.5157850923854947,-0.4944760887391667,-0.6343114778821863
0.48940377100783233,0.4463177304706488,0.6029010318791603
-0.5158722721797133,-0.4944760887391667,-0.6492082347601345
-0.514928756974098,-0.4944760887391667,-0.589591428623898
-0.3918833518441906,-0.41266793054700884,-0.641763578649216
-0.5178090594507224,-0.5762842469313246,-0.7664950694596022
-0.5149811611154123,-0.4944760887391667,-0.5933063120232465
-0.5158721518487344,-0.4944760887391667,-0.6471088417368555
0.6020785108860686,0.5281258886628067,0.9001847620284187
1.8060429004884004,1.755248261545175,0.9018039747325436
1.3261380480918292,1.3053033914883065,0.8975158528126544
0.7252295064499674,0.7326462841432013,0.9111135171992473
1.293632860263022,1.3053033914883065,0.0027575241535652173
-0.39217840340447224,-0.3717638514509299,-0.6473247367640721
-0.45474275108834056,-0.5353801678352457,3.122697508069847
0.9672505425066554,0.978070758719675,0.5098130518682336
-0.1263059623635932,-0.08543529777837736,-0.16316152659047847
0.8456516360741975,0.7735503632392803,0.6054136033165953
-0.5158312994813953,-0.4944760887391667,-0.6428504984414101
1.4429363501207644,1.4689197078726224,0.8983757105934655
0.004924055124169234,-0.00362713958621948,0.9310651955765092
-0.5147625798922265,-0.4944760887391667,-0.578577059907794
2.288172010864591,2.287001289794201,0.7667318565840912
0.8478382906229084,0.8553585214314382,0.9352974825755667
1.5717918764017411,1.5098237869687012,0.8973892936587687
-0.5118796902995556,-0.4535720096430878,-0.6491412328551363
