SUMMARY REPORT: Trojan_100_ALL | Model: SVM.sav | Port: COM32 | Delay: 80ms
Total Packets Collected: 20000
Total Flows Processed: 198
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  0
False Positives (FP): 0
True Negatives (TN):  88
False Negatives (FN): 110
Overall Accuracy: 44.44%
--------------------------------------------------
2026-04-16 09:30:48 | Pred: 0 | Actual: 1 | File: flow_093048_070265.txt
2026-04-16 09:31:54 | Pred: 0 | Actual: 0 | File: flow_093154_146162.txt
2026-04-16 09:33:00 | Pred: 0 | Actual: 0 | File: flow_093300_222855.txt
2026-04-16 09:34:06 | Pred: 0 | Actual: 0 | File: flow_093406_298773.txt
2026-04-16 09:35:12 | Pred: 0 | Actual: 0 | File: flow_093512_374085.txt
2026-04-16 09:36:18 | Pred: 0 | Actual: 1 | File: flow_093618_450437.txt
2026-04-16 09:37:24 | Pred: 0 | Actual: 0 | File: flow_093724_526833.txt
2026-04-16 09:38:30 | Pred: 0 | Actual: 1 | File: flow_093830_602565.txt
2026-04-16 09:39:36 | Pred: 0 | Actual: 1 | File: flow_093936_694839.txt
2026-04-16 09:40:42 | Pred: 0 | Actual: 1 | File: flow_094042_771104.txt
2026-04-16 09:41:48 | Pred: 0 | Actual: 1 | File: flow_094148_848097.txt
2026-04-16 09:42:54 | Pred: 0 | Actual: 0 | File: flow_094254_923687.txt
2026-04-16 09:44:01 | Pred: 0 | Actual: 0 | File: flow_094401_001278.txt
2026-04-16 09:45:07 | Pred: 0 | Actual: 1 | File: flow_094507_075700.txt
2026-04-16 09:46:13 | Pred: 0 | Actual: 0 | File: flow_094613_151714.txt
2026-04-16 09:47:19 | Pred: 0 | Actual: 0 | File: flow_094719_227965.txt
2026-04-16 09:48:25 | Pred: 0 | Actual: 1 | File: flow_094825_304348.txt
2026-04-16 09:49:31 | Pred: 0 | Actual: 1 | File: flow_094931_380658.txt
2026-04-16 09:50:37 | Pred: 0 | Actual: 1 | File: flow_095037_455960.txt
2026-04-16 09:51:43 | Pred: 0 | Actual: 1 | File: flow_095143_546839.txt
2026-04-16 09:52:49 | Pred: 0 | Actual: 1 | File: flow_095249_622546.txt
2026-04-16 09:53:55 | Pred: 0 | Actual: 1 | File: flow_095355_699383.txt
2026-04-16 09:55:01 | Pred: 0 | Actual: 0 | File: flow_095501_775831.txt
2026-04-16 09:56:07 | Pred: 0 | Actual: 0 | File: flow_095607_851939.txt
2026-04-16 09:57:13 | Pred: 0 | Actual: 0 | File: flow_095713_928170.txt
2026-04-16 09:58:20 | Pred: 0 | Actual: 1 | File: flow_095820_003371.txt
2026-04-16 09:59:26 | Pred: 0 | Actual: 0 | File: flow_095926_079792.txt
2026-04-16 10:00:24 | Pred: 0 | Actual: 1 | File: flow_100024_151807.txt
2026-04-16 10:01:30 | Pred: 0 | Actual: 1 | File: flow_100130_227810.txt
2026-04-16 10:02:36 | Pred: 0 | Actual: 0 | File: flow_100236_303579.txt
2026-04-16 10:03:42 | Pred: 0 | Actual: 0 | File: flow_100342_380306.txt
2026-04-16 10:04:48 | Pred: 0 | Actual: 1 | File: flow_100448_456755.txt
2026-04-16 10:05:54 | Pred: 0 | Actual: 1 | File: flow_100554_532939.txt
2026-04-16 10:07:00 | Pred: 0 | Actual: 0 | File: flow_100700_608687.txt
2026-04-16 10:08:06 | Pred: 0 | Actual: 1 | File: flow_100806_684129.txt
2026-04-16 10:09:20 | Pred: 0 | Actual: 0 | File: flow_100920_778859.txt
2026-04-16 10:10:26 | Pred: 0 | Actual: 0 | File: flow_101026_855063.txt
2026-04-16 10:11:32 | Pred: 0 | Actual: 0 | File: flow_101132_931649.txt
2026-04-16 10:12:39 | Pred: 0 | Actual: 1 | File: flow_101239_007825.txt
2026-04-16 10:13:45 | Pred: 0 | Actual: 0 | File: flow_101345_083571.txt
2026-04-16 10:14:51 | Pred: 0 | Actual: 0 | File: flow_101451_160354.txt
2026-04-16 10:15:47 | Pred: 0 | Actual: 1 | File: flow_101547_230361.txt
2026-04-16 10:16:53 | Pred: 0 | Actual: 1 | File: flow_101653_306372.txt
2026-04-16 10:17:59 | Pred: 0 | Actual: 1 | File: flow_101759_382445.txt
2026-04-16 10:19:05 | Pred: 0 | Actual: 0 | File: flow_101905_458414.txt
2026-04-16 10:20:11 | Pred: 0 | Actual: 1 | File: flow_102011_534674.txt
2026-04-16 10:21:17 | Pred: 0 | Actual: 0 | File: flow_102117_610790.txt
2026-04-16 10:22:23 | Pred: 0 | Actual: 0 | File: flow_102223_686958.txt
2026-04-16 10:23:29 | Pred: 0 | Actual: 1 | File: flow_102329_762545.txt
2026-04-16 10:24:35 | Pred: 0 | Actual: 1 | File: flow_102435_852919.txt
2026-04-16 10:25:41 | Pred: 0 | Actual: 0 | File: flow_102541_928961.txt
2026-04-16 10:26:48 | Pred: 0 | Actual: 0 | File: flow_102648_005814.txt
2026-04-16 10:27:54 | Pred: 0 | Actual: 1 | File: flow_102754_081960.txt
2026-04-16 10:29:00 | Pred: 0 | Actual: 1 | File: flow_102900_157911.txt
2026-04-16 10:30:06 | Pred: 0 | Actual: 1 | File: flow_103006_234159.txt
2026-04-16 10:31:12 | Pred: 0 | Actual: 1 | File: flow_103112_309136.txt
2026-04-16 10:32:18 | Pred: 0 | Actual: 1 | File: flow_103218_385377.txt
2026-04-16 10:33:24 | Pred: 0 | Actual: 1 | File: flow_103324_461233.txt
2026-04-16 10:34:30 | Pred: 0 | Actual: 0 | File: flow_103430_537034.txt
2026-04-16 10:35:36 | Pred: 0 | Actual: 0 | File: flow_103536_613313.txt
2026-04-16 10:36:42 | Pred: 0 | Actual: 0 | File: flow_103642_689322.txt
2026-04-16 10:37:48 | Pred: 0 | Actual: 0 | File: flow_103748_765643.txt
2026-04-16 10:38:54 | Pred: 0 | Actual: 0 | File: flow_103854_857061.txt
2026-04-16 10:40:02 | Pred: 0 | Actual: 1 | File: flow_104002_933444.txt
2026-04-16 10:41:09 | Pred: 0 | Actual: 0 | File: flow_104109_009147.txt
2026-04-16 10:42:15 | Pred: 0 | Actual: 0 | File: flow_104215_084983.txt
2026-04-16 10:43:21 | Pred: 0 | Actual: 0 | File: flow_104321_161452.txt
2026-04-16 10:44:27 | Pred: 0 | Actual: 0 | File: flow_104427_237416.txt
2026-04-16 10:45:33 | Pred: 0 | Actual: 0 | File: flow_104533_313602.txt
2026-04-16 10:47:05 | Pred: 0 | Actual: 1 | File: flow_104705_432201.txt
2026-04-16 10:48:11 | Pred: 0 | Actual: 1 | File: flow_104811_492081.txt
2026-04-16 10:49:17 | Pred: 0 | Actual: 1 | File: flow_104917_567336.txt
2026-04-16 10:50:23 | Pred: 0 | Actual: 0 | File: flow_105023_644036.txt
2026-04-16 10:51:29 | Pred: 0 | Actual: 1 | File: flow_105129_735323.txt
2026-04-16 10:52:35 | Pred: 0 | Actual: 1 | File: flow_105235_811733.txt
