SUMMARY REPORT: Trojan_80_ALL | Model: Logistic_Regression.sav | Port: COM26 | Delay: 220ms
Total Packets Collected: 20000
Total Flows Processed: 474
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  204
False Positives (FP): 2
True Negatives (TN):  234
False Negatives (FN): 34
Overall Accuracy: 92.41%
--------------------------------------------------
2026-04-22 18:38:22 | Pred: 0 | Actual: 0 | File: flow_183821_980880.txt
2026-04-22 18:38:26 | Pred: 1 | Actual: 1 | File: flow_183825_989107.txt
2026-04-22 18:38:30 | Pred: 1 | Actual: 1 | File: flow_183829_996510.txt
2026-04-22 18:39:24 | Pred: 0 | Actual: 0 | File: flow_183924_096912.txt
2026-04-22 18:39:28 | Pred: 1 | Actual: 1 | File: flow_183928_103445.txt
2026-04-22 18:40:04 | Pred: 0 | Actual: 0 | File: flow_184004_171409.txt
2026-04-22 18:40:08 | Pred: 1 | Actual: 1 | File: flow_184008_179316.txt
2026-04-22 18:40:12 | Pred: 1 | Actual: 1 | File: flow_184012_185923.txt
2026-04-22 18:40:48 | Pred: 0 | Actual: 0 | File: flow_184048_253041.txt
2026-04-22 18:41:08 | Pred: 0 | Actual: 0 | File: flow_184108_290696.txt
2026-04-22 18:41:12 | Pred: 1 | Actual: 1 | File: flow_184112_298544.txt
2026-04-22 18:41:16 | Pred: 1 | Actual: 1 | File: flow_184116_305642.txt
2026-04-22 18:41:38 | Pred: 0 | Actual: 0 | File: flow_184138_346974.txt
2026-04-22 18:42:16 | Pred: 0 | Actual: 0 | File: flow_184216_418034.txt
2026-04-22 18:43:28 | Pred: 0 | Actual: 0 | File: flow_184328_551586.txt
2026-04-22 18:43:32 | Pred: 1 | Actual: 1 | File: flow_184332_559646.txt
2026-04-22 18:44:56 | Pred: 0 | Actual: 0 | File: flow_184456_716522.txt
2026-04-22 18:46:22 | Pred: 0 | Actual: 0 | File: flow_184622_875786.txt
2026-04-22 18:46:26 | Pred: 1 | Actual: 1 | File: flow_184626_884834.txt
2026-04-22 18:46:30 | Pred: 1 | Actual: 1 | File: flow_184630_891457.txt
2026-04-22 18:46:42 | Pred: 0 | Actual: 0 | File: flow_184642_914710.txt
2026-04-22 18:47:57 | Pred: 0 | Actual: 0 | File: flow_184757_051631.txt
2026-04-22 18:48:51 | Pred: 0 | Actual: 0 | File: flow_184851_152552.txt
2026-04-22 18:49:05 | Pred: 0 | Actual: 1 | File: flow_184905_182135.txt
2026-04-22 18:50:13 | Pred: 0 | Actual: 0 | File: flow_185013_306020.txt
2026-04-22 18:50:55 | Pred: 0 | Actual: 0 | File: flow_185055_383945.txt
2026-04-22 18:50:59 | Pred: 1 | Actual: 1 | File: flow_185059_392821.txt
2026-04-22 18:51:01 | Pred: 1 | Actual: 1 | File: flow_185101_396351.txt
2026-04-22 18:51:03 | Pred: 1 | Actual: 1 | File: flow_185103_400205.txt
2026-04-22 18:51:07 | Pred: 1 | Actual: 1 | File: flow_185107_406892.txt
2026-04-22 18:52:21 | Pred: 0 | Actual: 0 | File: flow_185221_545271.txt
