SUMMARY REPORT: Trojan_80_ALL | Model: .\Random_Forest.sav | Port: COM18 | Delay: 10ms
Total Packets Collected: 20000
Total Flows Processed: 385
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  191
False Positives (FP): 194
True Negatives (TN):  0
False Negatives (FN): 0
Overall Accuracy: 49.61%
--------------------------------------------------
2026-05-01 12:56:17 | Pred: 1 | Actual: 0 | File: flow_125617_006805.txt
2026-05-01 12:56:39 | Pred: 1 | Actual: 1 | File: flow_125639_032104.txt
2026-05-01 12:57:01 | Pred: 1 | Actual: 0 | File: flow_125701_041976.txt
2026-05-01 12:57:29 | Pred: 1 | Actual: 1 | File: flow_125729_069311.txt
2026-05-01 12:57:55 | Pred: 1 | Actual: 1 | File: flow_125755_095486.txt
2026-05-01 12:58:09 | Pred: 1 | Actual: 1 | File: flow_125809_101319.txt
2026-05-01 12:58:45 | Pred: 1 | Actual: 0 | File: flow_125845_132277.txt
2026-05-01 12:59:05 | Pred: 1 | Actual: 0 | File: flow_125905_140602.txt
2026-05-01 12:59:35 | Pred: 1 | Actual: 1 | File: flow_125935_168916.txt
2026-05-01 13:00:05 | Pred: 1 | Actual: 0 | File: flow_130005_197102.txt
2026-05-01 13:00:41 | Pred: 1 | Actual: 1 | File: flow_130041_227895.txt
2026-05-01 13:01:15 | Pred: 1 | Actual: 1 | File: flow_130115_257597.txt
2026-05-01 13:01:39 | Pred: 1 | Actual: 0 | File: flow_130139_267864.txt
2026-05-01 13:02:15 | Pred: 1 | Actual: 0 | File: flow_130215_298470.txt
2026-05-01 13:02:37 | Pred: 1 | Actual: 0 | File: flow_130237_323554.txt
2026-05-01 13:03:29 | Pred: 1 | Actual: 0 | File: flow_130329_359684.txt
2026-05-01 13:04:07 | Pred: 1 | Actual: 1 | File: flow_130407_392187.txt
2026-05-01 13:04:43 | Pred: 1 | Actual: 0 | File: flow_130443_422832.txt
2026-05-01 13:05:55 | Pred: 1 | Actual: 1 | File: flow_130555_484307.txt
2026-05-01 13:06:47 | Pred: 1 | Actual: 1 | File: flow_130647_537430.txt
2026-05-01 13:07:23 | Pred: 1 | Actual: 0 | File: flow_130723_567767.txt
2026-05-01 13:07:41 | Pred: 1 | Actual: 0 | File: flow_130741_575992.txt
2026-05-01 13:08:01 | Pred: 1 | Actual: 1 | File: flow_130801_599622.txt
2026-05-01 13:08:39 | Pred: 1 | Actual: 1 | File: flow_130839_631273.txt
2026-05-01 13:09:07 | Pred: 1 | Actual: 1 | File: flow_130907_643733.txt
2026-05-01 13:09:59 | Pred: 1 | Actual: 0 | File: flow_130959_696180.txt
