row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),1.0,1.0,1.0,1.0,0.9941176470588236,1.0
1,Naive Bayes (Gaussian),0.8546511627906976,0.9821428571428571,0.6962025316455697,0.8148148148148148,0.9710924369747899,0.8427249217367634
2,KNN,1.0,1.0,1.0,1.0,0.9942857142857143,1.0
3,Logistic Regression,0.9941860465116279,0.9875,1.0,0.9937106918238994,0.9884033613445379,0.9946236559139785
4,Support Vector Machine,0.8604651162790697,0.9824561403508771,0.7088607594936709,0.8235294117647058,0.9884033613445379,0.8490540356608139
