row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),0.9996554694229113,0.9999131642931574,0.999739538114256,0.9998263436658852,0.9993109388458226,0.9944349864484323
1,Naive Bayes (Gaussian),0.9771748492678726,0.9999111505997335,0.9770793540545234,0.9883634128134194,0.9949181739879414,0.9831048944185659
2,KNN,0.9998277347114557,1.0,0.9998263587428373,0.9999131718329426,0.9999138673557277,0.9999131793714187
3,Logistic Regression,0.9922480620155039,0.9948900051966049,0.9973085605139781,0.9960978147762747,0.991386735572782,0.6780021063439456
4,Support Vector Machine,0.9910422049956934,0.9920675978617003,0.9989581524570238,0.9955009517217511,0.9915590008613264,0.4994790762285119
