row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),0.8990384615384616,0.8461538461538461,0.7333333333333333,0.7857142857142857,0.8942914515203672,0.8441586280814577
1,Naive Bayes (Gaussian),0.8485576923076923,0.7916666666666666,0.5428571428571428,0.6440677966101694,0.8533849684452093,0.7473128158015617
2,KNN,0.8966346153846154,0.8163265306122449,0.7619047619047619,0.7881773399014779,0.8654905335628229,0.8520134741999693
3,Logistic Regression,0.8509615384615384,0.7866666666666666,0.5619047619047619,0.6555555555555556,0.8558232931726908,0.7552289082835706
4,Support Vector Machine,0.8557692307692307,0.8260869565217391,0.5428571428571428,0.6551724137931034,0.8485943775100401,0.7521359669269636
