SUMMARY REPORT: Trojan_100_ALL | Model: KNN.sav | Port: COM8 | Delay: 180ms
Total Packets Collected: 20000
Total Flows Processed: 150
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  77
False Positives (FP): 73
True Negatives (TN):  0
False Negatives (FN): 0
Overall Accuracy: 51.33%
--------------------------------------------------
2026-04-10 13:12:36 | Pred: 1 | Actual: 1 | File: flow_131236_658987.txt
2026-04-10 13:12:40 | Pred: 1 | Actual: 1 | File: flow_131240_676620.txt
2026-04-10 13:12:44 | Pred: 1 | Actual: 1 | File: flow_131244_678547.txt
2026-04-10 13:15:24 | Pred: 1 | Actual: 0 | File: flow_131524_858945.txt
2026-04-10 13:15:28 | Pred: 1 | Actual: 1 | File: flow_131528_861155.txt
2026-04-10 13:15:32 | Pred: 1 | Actual: 1 | File: flow_131532_862665.txt
2026-04-10 13:17:41 | Pred: 1 | Actual: 0 | File: flow_131740_997756.txt
2026-04-10 13:20:23 | Pred: 1 | Actual: 0 | File: flow_132023_178531.txt
2026-04-10 13:23:03 | Pred: 1 | Actual: 0 | File: flow_132303_358472.txt
2026-04-10 13:25:43 | Pred: 1 | Actual: 0 | File: flow_132543_537951.txt
2026-04-10 13:25:47 | Pred: 1 | Actual: 1 | File: flow_132547_540233.txt
2026-04-10 13:28:27 | Pred: 1 | Actual: 0 | File: flow_132827_718614.txt
2026-04-10 13:28:31 | Pred: 1 | Actual: 1 | File: flow_132831_720539.txt
2026-04-10 13:31:11 | Pred: 1 | Actual: 0 | File: flow_133111_883207.txt
2026-04-10 13:33:52 | Pred: 1 | Actual: 0 | File: flow_133352_062570.txt
2026-04-10 13:36:32 | Pred: 1 | Actual: 0 | File: flow_133632_240894.txt
2026-04-10 13:36:36 | Pred: 1 | Actual: 1 | File: flow_133636_242604.txt
2026-04-10 13:36:40 | Pred: 1 | Actual: 1 | File: flow_133640_244923.txt
2026-04-10 13:36:44 | Pred: 1 | Actual: 1 | File: flow_133644_245998.txt
2026-04-10 13:39:24 | Pred: 1 | Actual: 0 | File: flow_133924_423789.txt
2026-04-10 13:42:04 | Pred: 1 | Actual: 0 | File: flow_134204_601648.txt
2026-04-10 13:44:44 | Pred: 1 | Actual: 0 | File: flow_134444_778530.txt
2026-04-10 13:47:24 | Pred: 1 | Actual: 0 | File: flow_134724_939777.txt
2026-04-10 13:47:28 | Pred: 1 | Actual: 1 | File: flow_134728_957529.txt
2026-04-10 13:47:32 | Pred: 1 | Actual: 1 | File: flow_134732_959391.txt
2026-04-10 13:47:36 | Pred: 1 | Actual: 1 | File: flow_134736_960794.txt
2026-04-10 13:50:17 | Pred: 1 | Actual: 0 | File: flow_135017_137733.txt
2026-04-10 13:50:21 | Pred: 1 | Actual: 1 | File: flow_135021_139972.txt
2026-04-10 13:53:01 | Pred: 1 | Actual: 0 | File: flow_135301_315502.txt
