SUMMARY REPORT: Trojan_80_ALL | Model: .\SVM.sav | Port: COM32 | Delay: 170ms
Total Packets Collected: 20000
Total Flows Processed: 566
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  230
False Positives (FP): 7
True Negatives (TN):  268
False Negatives (FN): 61
Overall Accuracy: 87.99%
--------------------------------------------------
2026-04-27 10:05:44 | Pred: 0 | Actual: 0 | File: flow_100544_322678.txt
2026-04-27 10:05:48 | Pred: 1 | Actual: 1 | File: flow_100548_343356.txt
2026-04-27 10:06:18 | Pred: 0 | Actual: 0 | File: flow_100618_369999.txt
2026-04-27 10:06:22 | Pred: 1 | Actual: 1 | File: flow_100622_371691.txt
2026-04-27 10:07:20 | Pred: 0 | Actual: 1 | File: flow_100720_444929.txt
2026-04-27 10:07:42 | Pred: 0 | Actual: 0 | File: flow_100742_470881.txt
2026-04-27 10:08:40 | Pred: 0 | Actual: 0 | File: flow_100840_543478.txt
2026-04-27 10:09:18 | Pred: 0 | Actual: 0 | File: flow_100918_576755.txt
2026-04-27 10:09:42 | Pred: 0 | Actual: 0 | File: flow_100942_619304.txt
2026-04-27 10:09:46 | Pred: 1 | Actual: 1 | File: flow_100946_620931.txt
2026-04-27 10:09:50 | Pred: 1 | Actual: 1 | File: flow_100950_622390.txt
2026-04-27 10:10:34 | Pred: 0 | Actual: 0 | File: flow_101034_674164.txt
2026-04-27 10:10:58 | Pred: 0 | Actual: 0 | File: flow_101058_701257.txt
2026-04-27 10:13:06 | Pred: 0 | Actual: 1 | File: flow_101306_852735.txt
2026-04-27 10:13:10 | Pred: 1 | Actual: 1 | File: flow_101310_855228.txt
2026-04-27 10:14:06 | Pred: 0 | Actual: 0 | File: flow_101406_927526.txt
2026-04-27 10:14:10 | Pred: 1 | Actual: 1 | File: flow_101410_928779.txt
2026-04-27 10:14:12 | Pred: 1 | Actual: 1 | File: flow_101412_930450.txt
2026-04-27 10:15:27 | Pred: 0 | Actual: 0 | File: flow_101527_010617.txt
2026-04-27 10:15:31 | Pred: 1 | Actual: 1 | File: flow_101531_012284.txt
2026-04-27 10:15:33 | Pred: 1 | Actual: 0 | File: flow_101533_040517.txt
2026-04-27 10:15:57 | Pred: 0 | Actual: 0 | File: flow_101557_055012.txt
2026-04-27 10:16:31 | Pred: 0 | Actual: 0 | File: flow_101631_086345.txt
2026-04-27 10:16:55 | Pred: 0 | Actual: 0 | File: flow_101655_112661.txt
2026-04-27 10:17:13 | Pred: 0 | Actual: 0 | File: flow_101713_136579.txt
2026-04-27 10:17:17 | Pred: 1 | Actual: 1 | File: flow_101717_137229.txt
2026-04-27 10:17:31 | Pred: 0 | Actual: 0 | File: flow_101731_159356.txt
2026-04-27 10:18:03 | Pred: 0 | Actual: 0 | File: flow_101803_189896.txt
