SUMMARY REPORT: Trojan_80_ALL | Model: .\KNN.sav | Port: COM8 | Delay: 170ms
Total Packets Collected: 20000
Total Flows Processed: 594
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  330
False Positives (FP): 263
True Negatives (TN):  1
False Negatives (FN): 0
Overall Accuracy: 55.72%
--------------------------------------------------
2026-04-27 10:05:43 | Pred: 1 | Actual: 1 | File: flow_100543_940098.txt
2026-04-27 10:06:26 | Pred: 1 | Actual: 0 | File: flow_100625_989773.txt
2026-04-27 10:08:58 | Pred: 1 | Actual: 1 | File: flow_100858_145539.txt
2026-04-27 10:09:10 | Pred: 1 | Actual: 0 | File: flow_100910_166043.txt
2026-04-27 10:09:24 | Pred: 1 | Actual: 0 | File: flow_100924_172658.txt
2026-04-27 10:09:46 | Pred: 1 | Actual: 0 | File: flow_100946_197213.txt
2026-04-27 10:10:24 | Pred: 1 | Actual: 0 | File: flow_101024_243783.txt
2026-04-27 10:10:28 | Pred: 1 | Actual: 1 | File: flow_101028_245921.txt
2026-04-27 10:10:54 | Pred: 1 | Actual: 0 | File: flow_101054_272156.txt
2026-04-27 10:11:32 | Pred: 1 | Actual: 0 | File: flow_101132_303902.txt
2026-04-27 10:12:14 | Pred: 1 | Actual: 0 | File: flow_101214_353125.txt
2026-04-27 10:12:18 | Pred: 1 | Actual: 1 | File: flow_101218_354814.txt
2026-04-27 10:12:50 | Pred: 1 | Actual: 0 | File: flow_101250_410974.txt
2026-04-27 10:13:44 | Pred: 1 | Actual: 1 | File: flow_101344_451953.txt
2026-04-27 10:17:32 | Pred: 1 | Actual: 1 | File: flow_101732_686971.txt
2026-04-27 10:18:04 | Pred: 1 | Actual: 0 | File: flow_101804_720129.txt
2026-04-27 10:18:18 | Pred: 1 | Actual: 0 | File: flow_101818_737934.txt
2026-04-27 10:18:22 | Pred: 1 | Actual: 1 | File: flow_101822_739387.txt
2026-04-27 10:18:26 | Pred: 1 | Actual: 1 | File: flow_101826_741123.txt
2026-04-27 10:18:52 | Pred: 1 | Actual: 0 | File: flow_101852_767669.txt
2026-04-27 10:19:22 | Pred: 1 | Actual: 0 | File: flow_101922_795495.txt
2026-04-27 10:19:26 | Pred: 1 | Actual: 1 | File: flow_101926_796825.txt
2026-04-27 10:19:58 | Pred: 1 | Actual: 0 | File: flow_101958_841714.txt
2026-04-27 10:20:10 | Pred: 1 | Actual: 0 | File: flow_102010_846226.txt
2026-04-27 10:21:06 | Pred: 1 | Actual: 0 | File: flow_102106_901538.txt
2026-04-27 10:21:10 | Pred: 1 | Actual: 1 | File: flow_102110_918218.txt
2026-04-27 10:21:14 | Pred: 1 | Actual: 1 | File: flow_102114_919519.txt
2026-04-27 10:21:18 | Pred: 1 | Actual: 1 | File: flow_102118_921423.txt
2026-04-27 10:21:24 | Pred: 0 | Actual: 0 | File: flow_102124_923703.txt
2026-04-27 10:21:26 | Pred: 1 | Actual: 1 | File: flow_102126_925318.txt
2026-04-27 10:21:54 | Pred: 1 | Actual: 1 | File: flow_102154_952624.txt
2026-04-27 10:21:58 | Pred: 1 | Actual: 1 | File: flow_102158_954526.txt
2026-04-27 10:22:51 | Pred: 1 | Actual: 0 | File: flow_102251_021856.txt
2026-04-27 10:23:09 | Pred: 1 | Actual: 0 | File: flow_102309_029511.txt
2026-04-27 10:23:23 | Pred: 1 | Actual: 0 | File: flow_102323_050868.txt
2026-04-27 10:23:49 | Pred: 1 | Actual: 0 | File: flow_102349_077774.txt
2026-04-27 10:23:53 | Pred: 1 | Actual: 1 | File: flow_102353_078812.txt
2026-04-27 10:25:37 | Pred: 1 | Actual: 1 | File: flow_102537_184448.txt
2026-04-27 10:25:41 | Pred: 1 | Actual: 1 | File: flow_102541_186932.txt
2026-04-27 10:26:07 | Pred: 1 | Actual: 0 | File: flow_102607_213245.txt
2026-04-27 10:26:27 | Pred: 1 | Actual: 0 | File: flow_102627_236548.txt
2026-04-27 10:26:45 | Pred: 1 | Actual: 0 | File: flow_102645_260162.txt
2026-04-27 10:27:17 | Pred: 1 | Actual: 1 | File: flow_102717_289368.txt
2026-04-27 10:27:29 | Pred: 1 | Actual: 0 | File: flow_102729_309663.txt
2026-04-27 10:28:03 | Pred: 1 | Actual: 0 | File: flow_102803_339375.txt
2026-04-27 10:28:05 | Pred: 1 | Actual: 1 | File: flow_102805_340441.txt
2026-04-27 10:28:15 | Pred: 1 | Actual: 1 | File: flow_102815_360306.txt
