SUMMARY REPORT: Trojan_80_ALL | Model: Logistic_Regression.sav | Port: COM26 | Delay: 200ms
Total Packets Collected: 20000
Total Flows Processed: 479
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  207
False Positives (FP): 1
True Negatives (TN):  225
False Negatives (FN): 46
Overall Accuracy: 90.19%
--------------------------------------------------
2026-04-23 15:55:58 | Pred: 1 | Actual: 1 | File: flow_155558_625818.txt
2026-04-23 15:56:36 | Pred: 0 | Actual: 0 | File: flow_155636_696580.txt
2026-04-23 15:56:40 | Pred: 1 | Actual: 1 | File: flow_155640_711156.txt
2026-04-23 15:57:14 | Pred: 0 | Actual: 0 | File: flow_155714_766022.txt
2026-04-23 15:58:12 | Pred: 0 | Actual: 0 | File: flow_155812_873734.txt
2026-04-23 15:58:16 | Pred: 1 | Actual: 1 | File: flow_155816_881322.txt
2026-04-23 15:58:20 | Pred: 1 | Actual: 1 | File: flow_155820_888544.txt
2026-04-23 15:58:24 | Pred: 1 | Actual: 1 | File: flow_155824_896310.txt
2026-04-23 15:58:26 | Pred: 1 | Actual: 1 | File: flow_155826_900590.txt
2026-04-23 15:58:28 | Pred: 1 | Actual: 1 | File: flow_155828_904061.txt
2026-04-23 15:59:08 | Pred: 0 | Actual: 0 | File: flow_155908_977186.txt
2026-04-23 15:59:39 | Pred: 0 | Actual: 0 | File: flow_155939_032730.txt
2026-04-23 16:00:07 | Pred: 0 | Actual: 0 | File: flow_160007_084691.txt
2026-04-23 16:01:41 | Pred: 0 | Actual: 0 | File: flow_160141_258818.txt
2026-04-23 16:02:09 | Pred: 0 | Actual: 0 | File: flow_160209_310784.txt
2026-04-23 16:02:13 | Pred: 1 | Actual: 1 | File: flow_160213_317897.txt
2026-04-23 16:03:11 | Pred: 0 | Actual: 0 | File: flow_160311_425545.txt
2026-04-23 16:03:27 | Pred: 0 | Actual: 1 | File: flow_160327_455685.txt
2026-04-23 16:04:13 | Pred: 0 | Actual: 0 | File: flow_160413_540029.txt
2026-04-23 16:04:17 | Pred: 1 | Actual: 1 | File: flow_160417_548236.txt
2026-04-23 16:05:05 | Pred: 0 | Actual: 0 | File: flow_160505_636722.txt
2026-04-23 16:06:39 | Pred: 0 | Actual: 0 | File: flow_160639_811105.txt
2026-04-23 16:07:55 | Pred: 0 | Actual: 0 | File: flow_160755_950820.txt
2026-04-23 16:08:36 | Pred: 0 | Actual: 0 | File: flow_160836_025900.txt
2026-04-23 16:08:40 | Pred: 1 | Actual: 1 | File: flow_160840_033232.txt
2026-04-23 16:09:10 | Pred: 0 | Actual: 0 | File: flow_160910_089025.txt
2026-04-23 16:09:14 | Pred: 1 | Actual: 1 | File: flow_160914_095765.txt
2026-04-23 16:09:18 | Pred: 1 | Actual: 1 | File: flow_160918_103581.txt
2026-04-23 16:09:22 | Pred: 1 | Actual: 1 | File: flow_160922_111597.txt
2026-04-23 16:09:26 | Pred: 1 | Actual: 1 | File: flow_160926_145123.txt
2026-04-23 16:09:28 | Pred: 1 | Actual: 1 | File: flow_160928_122442.txt
2026-04-23 16:09:32 | Pred: 1 | Actual: 1 | File: flow_160932_150634.txt
2026-04-23 16:09:34 | Pred: 1 | Actual: 1 | File: flow_160934_133166.txt
2026-04-23 16:10:50 | Pred: 0 | Actual: 0 | File: flow_161050_273710.txt
2026-04-23 16:11:32 | Pred: 0 | Actual: 0 | File: flow_161132_351980.txt
2026-04-23 16:12:24 | Pred: 0 | Actual: 0 | File: flow_161224_448714.txt
2026-04-23 16:13:16 | Pred: 0 | Actual: 0 | File: flow_161316_544087.txt
2026-04-23 16:13:48 | Pred: 0 | Actual: 0 | File: flow_161348_603556.txt
2026-04-23 16:14:10 | Pred: 0 | Actual: 0 | File: flow_161410_645073.txt
2026-04-23 16:14:14 | Pred: 1 | Actual: 1 | File: flow_161414_652893.txt
2026-04-23 16:14:18 | Pred: 1 | Actual: 1 | File: flow_161418_660235.txt
2026-04-23 16:16:22 | Pred: 0 | Actual: 0 | File: flow_161622_890121.txt
2026-04-23 16:16:26 | Pred: 0 | Actual: 1 | File: flow_161626_902953.txt
2026-04-23 16:16:28 | Pred: 1 | Actual: 1 | File: flow_161628_900520.txt
2026-04-23 16:16:32 | Pred: 1 | Actual: 1 | File: flow_161632_908616.txt
2026-04-23 16:16:36 | Pred: 1 | Actual: 1 | File: flow_161636_916216.txt
2026-04-23 16:16:54 | Pred: 0 | Actual: 0 | File: flow_161654_949111.txt
2026-04-23 16:17:29 | Pred: 0 | Actual: 0 | File: flow_161729_011531.txt
2026-04-23 16:17:49 | Pred: 0 | Actual: 0 | File: flow_161749_048692.txt
2026-04-23 16:18:13 | Pred: 0 | Actual: 0 | File: flow_161813_094034.txt
2026-04-23 16:18:21 | Pred: 0 | Actual: 0 | File: flow_161821_108454.txt
2026-04-23 16:18:23 | Pred: 1 | Actual: 1 | File: flow_161823_118925.txt
2026-04-23 16:18:53 | Pred: 0 | Actual: 0 | File: flow_161853_167600.txt
2026-04-23 16:20:15 | Pred: 0 | Actual: 0 | File: flow_162015_319541.txt
2026-04-23 16:20:19 | Pred: 1 | Actual: 1 | File: flow_162019_327128.txt
2026-04-23 16:20:23 | Pred: 1 | Actual: 1 | File: flow_162023_334372.txt
2026-04-23 16:20:57 | Pred: 0 | Actual: 0 | File: flow_162057_397134.txt
2026-04-23 16:22:01 | Pred: 0 | Actual: 1 | File: flow_162201_515905.txt
2026-04-23 16:22:45 | Pred: 0 | Actual: 0 | File: flow_162245_598161.txt
2026-04-23 16:23:19 | Pred: 0 | Actual: 1 | File: flow_162319_661102.txt
2026-04-23 16:24:51 | Pred: 0 | Actual: 0 | File: flow_162451_832202.txt
2026-04-23 16:24:53 | Pred: 1 | Actual: 1 | File: flow_162453_835462.txt
2026-04-23 16:24:55 | Pred: 1 | Actual: 1 | File: flow_162455_857891.txt
2026-04-23 16:26:18 | Pred: 0 | Actual: 0 | File: flow_162617_990982.txt
2026-04-23 16:26:22 | Pred: 1 | Actual: 1 | File: flow_162621_998629.txt
2026-04-23 16:26:26 | Pred: 1 | Actual: 1 | File: flow_162626_006870.txt
2026-04-23 16:27:06 | Pred: 0 | Actual: 0 | File: flow_162706_080959.txt
2026-04-23 16:28:36 | Pred: 0 | Actual: 0 | File: flow_162836_248127.txt
2026-04-23 16:29:02 | Pred: 0 | Actual: 0 | File: flow_162902_295631.txt
2026-04-23 16:29:06 | Pred: 1 | Actual: 1 | File: flow_162906_303457.txt
2026-04-23 16:29:40 | Pred: 0 | Actual: 0 | File: flow_162940_367076.txt
2026-04-23 16:30:14 | Pred: 0 | Actual: 0 | File: flow_163014_429487.txt
2026-04-23 16:31:02 | Pred: 0 | Actual: 0 | File: flow_163102_518621.txt
2026-04-23 16:31:24 | Pred: 0 | Actual: 0 | File: flow_163124_559243.txt
2026-04-23 16:31:26 | Pred: 1 | Actual: 1 | File: flow_163126_562725.txt
2026-04-23 16:31:34 | Pred: 0 | Actual: 1 | File: flow_163134_579070.txt
2026-04-23 16:31:38 | Pred: 1 | Actual: 1 | File: flow_163138_585793.txt
2026-04-23 16:31:40 | Pred: 1 | Actual: 1 | File: flow_163140_595062.txt
2026-04-23 16:32:26 | Pred: 0 | Actual: 0 | File: flow_163226_673929.txt
2026-04-23 16:32:30 | Pred: 1 | Actual: 1 | File: flow_163230_681468.txt
2026-04-23 16:33:04 | Pred: 0 | Actual: 0 | File: flow_163304_776590.txt
2026-04-23 16:33:14 | Pred: 0 | Actual: 1 | File: flow_163314_763961.txt
2026-04-23 16:33:18 | Pred: 1 | Actual: 1 | File: flow_163318_770792.txt
2026-04-23 16:33:36 | Pred: 0 | Actual: 0 | File: flow_163336_803971.txt
2026-04-23 16:33:52 | Pred: 0 | Actual: 0 | File: flow_163352_833291.txt
2026-04-23 16:34:10 | Pred: 0 | Actual: 0 | File: flow_163410_867315.txt
2026-04-23 16:35:39 | Pred: 0 | Actual: 0 | File: flow_163539_030407.txt
2026-04-23 16:36:17 | Pred: 0 | Actual: 0 | File: flow_163617_100189.txt
2026-04-23 16:36:21 | Pred: 0 | Actual: 1 | File: flow_163621_110159.txt
2026-04-23 16:36:23 | Pred: 1 | Actual: 1 | File: flow_163623_112405.txt
2026-04-23 16:36:59 | Pred: 0 | Actual: 0 | File: flow_163659_178997.txt
2026-04-23 16:38:41 | Pred: 0 | Actual: 0 | File: flow_163841_367268.txt
2026-04-23 16:38:45 | Pred: 1 | Actual: 1 | File: flow_163845_375933.txt
2026-04-23 16:39:47 | Pred: 0 | Actual: 0 | File: flow_163947_491259.txt
2026-04-23 16:40:07 | Pred: 0 | Actual: 1 | File: flow_164007_527897.txt
2026-04-23 16:40:31 | Pred: 0 | Actual: 1 | File: flow_164031_571486.txt
2026-04-23 16:41:47 | Pred: 0 | Actual: 0 | File: flow_164147_713521.txt
2026-04-23 16:42:27 | Pred: 0 | Actual: 0 | File: flow_164227_787730.txt
2026-04-23 16:43:45 | Pred: 0 | Actual: 0 | File: flow_164345_931426.txt
2026-04-23 16:45:20 | Pred: 0 | Actual: 0 | File: flow_164520_106617.txt
2026-04-23 16:45:24 | Pred: 1 | Actual: 1 | File: flow_164524_114971.txt
2026-04-23 16:45:28 | Pred: 1 | Actual: 1 | File: flow_164528_122192.txt
2026-04-23 16:45:32 | Pred: 1 | Actual: 1 | File: flow_164532_128599.txt
2026-04-23 16:45:36 | Pred: 1 | Actual: 1 | File: flow_164536_136097.txt
2026-04-23 16:45:38 | Pred: 1 | Actual: 1 | File: flow_164538_191101.txt
2026-04-23 16:45:48 | Pred: 0 | Actual: 1 | File: flow_164548_158473.txt
2026-04-23 16:45:50 | Pred: 0 | Actual: 1 | File: flow_164550_162290.txt
2026-04-23 16:47:04 | Pred: 0 | Actual: 0 | File: flow_164704_300408.txt
2026-04-23 16:47:08 | Pred: 0 | Actual: 1 | File: flow_164708_318221.txt
