SUMMARY REPORT: Trojan_80_ALL | Model: .\SVM.sav | Port: COM32 | Delay: 150ms
Total Packets Collected: 20000
Total Flows Processed: 341
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  6
False Positives (FP): 2
True Negatives (TN):  179
False Negatives (FN): 154
Overall Accuracy: 54.25%
--------------------------------------------------
2026-04-27 21:26:26 | Pred: 0 | Actual: 0 | File: flow_212626_805702.txt
2026-04-27 21:26:46 | Pred: 0 | Actual: 0 | File: flow_212646_829491.txt
2026-04-27 21:28:20 | Pred: 0 | Actual: 1 | File: flow_212820_945622.txt
2026-04-27 21:28:28 | Pred: 1 | Actual: 0 | File: flow_212828_949668.txt
2026-04-27 21:29:05 | Pred: 0 | Actual: 0 | File: flow_212904_995309.txt
2026-04-27 21:30:15 | Pred: 0 | Actual: 0 | File: flow_213015_086091.txt
2026-04-27 21:36:49 | Pred: 0 | Actual: 1 | File: flow_213649_542880.txt
2026-04-27 21:37:33 | Pred: 0 | Actual: 0 | File: flow_213733_592621.txt
2026-04-27 21:38:11 | Pred: 0 | Actual: 0 | File: flow_213811_639371.txt
2026-04-27 21:38:41 | Pred: 0 | Actual: 0 | File: flow_213841_683010.txt
2026-04-27 21:39:05 | Pred: 0 | Actual: 0 | File: flow_213905_708641.txt
2026-04-27 21:39:35 | Pred: 0 | Actual: 0 | File: flow_213935_736643.txt
2026-04-27 21:40:15 | Pred: 0 | Actual: 0 | File: flow_214015_783341.txt
2026-04-27 21:40:31 | Pred: 0 | Actual: 0 | File: flow_214031_805643.txt
2026-04-27 21:40:57 | Pred: 0 | Actual: 1 | File: flow_214057_847678.txt
2026-04-27 21:41:19 | Pred: 0 | Actual: 1 | File: flow_214119_872290.txt
2026-04-27 21:42:01 | Pred: 0 | Actual: 0 | File: flow_214201_921108.txt
2026-04-27 21:42:31 | Pred: 0 | Actual: 1 | File: flow_214231_948624.txt
2026-04-27 21:43:20 | Pred: 0 | Actual: 1 | File: flow_214320_014952.txt
2026-04-27 21:44:06 | Pred: 0 | Actual: 0 | File: flow_214406_064816.txt
2026-04-27 21:44:26 | Pred: 0 | Actual: 0 | File: flow_214426_089003.txt
2026-04-27 21:44:50 | Pred: 0 | Actual: 0 | File: flow_214450_114153.txt
2026-04-27 21:45:14 | Pred: 0 | Actual: 1 | File: flow_214514_139428.txt
2026-04-27 21:45:56 | Pred: 0 | Actual: 1 | File: flow_214556_188410.txt
2026-04-27 21:46:10 | Pred: 0 | Actual: 1 | File: flow_214610_209275.txt
2026-04-27 21:46:38 | Pred: 0 | Actual: 0 | File: flow_214638_236742.txt
2026-04-27 21:47:10 | Pred: 0 | Actual: 0 | File: flow_214710_280757.txt
2026-04-27 21:48:16 | Pred: 0 | Actual: 1 | File: flow_214816_354546.txt
2026-04-27 21:48:36 | Pred: 0 | Actual: 0 | File: flow_214836_378597.txt
2026-04-27 21:49:10 | Pred: 0 | Actual: 0 | File: flow_214910_423754.txt
2026-04-27 21:50:14 | Pred: 0 | Actual: 0 | File: flow_215014_496810.txt
2026-04-27 21:50:44 | Pred: 0 | Actual: 0 | File: flow_215044_539964.txt
2026-04-27 21:50:56 | Pred: 0 | Actual: 1 | File: flow_215056_545260.txt
2026-04-27 21:51:54 | Pred: 0 | Actual: 1 | File: flow_215154_615928.txt
2026-04-27 21:52:32 | Pred: 0 | Actual: 0 | File: flow_215232_662723.txt
2026-04-27 21:52:42 | Pred: 1 | Actual: 1 | File: flow_215242_666640.txt
2026-04-27 21:53:00 | Pred: 0 | Actual: 1 | File: flow_215300_689619.txt
2026-04-27 21:53:34 | Pred: 0 | Actual: 1 | File: flow_215334_734755.txt
2026-04-27 21:54:14 | Pred: 0 | Actual: 1 | File: flow_215414_782530.txt
2026-04-27 21:54:42 | Pred: 0 | Actual: 0 | File: flow_215442_809364.txt
2026-04-27 21:55:12 | Pred: 0 | Actual: 0 | File: flow_215512_852599.txt
2026-04-27 21:55:36 | Pred: 0 | Actual: 0 | File: flow_215536_878268.txt
2026-04-27 21:55:50 | Pred: 0 | Actual: 0 | File: flow_215550_899833.txt
2026-04-27 21:56:55 | Pred: 0 | Actual: 0 | File: flow_215654_972780.txt
2026-04-27 21:57:37 | Pred: 0 | Actual: 0 | File: flow_215737_020938.txt
2026-04-27 21:58:07 | Pred: 0 | Actual: 0 | File: flow_215807_065374.txt
2026-04-27 21:58:37 | Pred: 0 | Actual: 0 | File: flow_215837_097540.txt
2026-04-27 21:59:07 | Pred: 0 | Actual: 1 | File: flow_215907_144437.txt
2026-04-27 22:00:03 | Pred: 0 | Actual: 0 | File: flow_220003_206068.txt
2026-04-27 22:00:29 | Pred: 0 | Actual: 1 | File: flow_220029_251393.txt
2026-04-27 22:00:49 | Pred: 0 | Actual: 1 | File: flow_220049_278071.txt
2026-04-27 22:01:01 | Pred: 0 | Actual: 1 | File: flow_220101_284358.txt
2026-04-27 22:01:27 | Pred: 0 | Actual: 0 | File: flow_220127_314348.txt
2026-04-27 22:02:19 | Pred: 0 | Actual: 1 | File: flow_220219_388686.txt
2026-04-27 22:02:35 | Pred: 0 | Actual: 0 | File: flow_220235_413314.txt
2026-04-27 22:02:55 | Pred: 0 | Actual: 0 | File: flow_220255_439861.txt
2026-04-27 22:03:39 | Pred: 0 | Actual: 1 | File: flow_220339_494611.txt
2026-04-27 22:04:23 | Pred: 0 | Actual: 1 | File: flow_220423_548749.txt
2026-04-27 22:05:49 | Pred: 0 | Actual: 1 | File: flow_220549_656820.txt
2026-04-27 22:05:59 | Pred: 0 | Actual: 1 | File: flow_220559_678640.txt
2026-04-27 22:06:21 | Pred: 0 | Actual: 0 | File: flow_220621_706162.txt
2026-04-27 22:06:49 | Pred: 0 | Actual: 0 | File: flow_220649_736426.txt
2026-04-27 22:07:55 | Pred: 0 | Actual: 1 | File: flow_220755_834008.txt
2026-04-27 22:08:15 | Pred: 0 | Actual: 0 | File: flow_220815_860242.txt
2026-04-27 22:08:57 | Pred: 0 | Actual: 0 | File: flow_220857_913966.txt
2026-04-27 22:09:13 | Pred: 0 | Actual: 1 | File: flow_220913_937864.txt
2026-04-27 22:10:08 | Pred: 0 | Actual: 1 | File: flow_221007_998242.txt
2026-04-27 22:10:34 | Pred: 0 | Actual: 0 | File: flow_221034_043085.txt
2026-04-27 22:11:14 | Pred: 0 | Actual: 0 | File: flow_221114_095325.txt
2026-04-27 22:11:58 | Pred: 0 | Actual: 1 | File: flow_221158_150221.txt
2026-04-27 22:12:22 | Pred: 0 | Actual: 1 | File: flow_221222_178750.txt
2026-04-27 22:13:12 | Pred: 0 | Actual: 0 | File: flow_221312_236611.txt
