row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),0.9849031203423242,0.993679026287722,0.9899421844887755,0.9918070855663809,0.9683638636472907,0.9571898422443877
1,Naive Bayes (Gaussian),0.9230732246742632,0.9230732246742632,1.0,0.959997999899995,0.9230732246742633,0.5
2,KNN,0.9947401317371027,0.9965715296492451,0.9977342569925517,0.9971525543721564,0.9842925140631762,0.9782733784962757
3,Logistic Regression,0.9230732246742632,0.9230732246742632,1.0,0.959997999899995,0.9230732246742633,0.5
4,Support Vector Machine,0.9230732246742632,0.9230732246742632,1.0,0.959997999899995,0.9230732246742633,0.5
