Rel Start (s),Rel End (s),Interval Duration,Syncs,Acks,Data Packets,Missing Slots,Max Data Gap,Min Data Gap
0.0,2.816615,2.816615,1,3,6,7,1.487973,0.095704
6.001908,8.819105,2.817197,1,3,6,6,1.504513,0.096063
12.004073,14.821379,2.817306,1,3,6,6,1.504279,0.095652
18.006137,20.839671,2.833534,1,3,6,8,1.504504,0.096455
24.00874,26.841974,2.833234,1,3,6,8,1.504455,0.095612
30.026749,32.844007,2.817258,1,3,6,6,1.488802,0.096116
36.029396,38.845699,2.816303,1,2,6,5,1.488323,0.095755
42.030904,44.84784,2.816936,1,3,6,5,1.504579,0.095435
48.034008,50.850747,2.816739,1,3,6,8,1.504539,0.096014
54.035531,56.853476,2.817945,1,3,6,6,1.505114,0.09603
60.03801,62.870867,2.832857,1,3,6,5,1.504233,0.09639
66.039923,68.873608,2.833685,1,3,6,6,1.48789,0.096758
72.057865,74.876148,2.818283,1,3,6,8,1.488884,0.096214
78.061261,80.878169,2.816908,1,3,6,5,1.504189,0.096278
84.063407,86.880184,2.816777,1,3,6,6,1.504685,0.095509
90.064705,92.881973,2.817268,1,3,6,7,1.503836,0.09631
96.067264,98.899764,2.8325,1,3,6,6,1.504647,0.09558
102.068805,104.902636,2.833831,1,3,6,6,1.504603,0.095908
108.08773,110.904787,2.817057,1,3,6,7,1.489317,0.096157
114.089743,116.907072,2.817329,1,3,6,5,1.488985,0.096145
120.092065,122.909448,2.817383,1,3,6,8,1.50441,0.096271
126.094918,128.911835,2.816917,1,3,6,8,1.504141,0.095807
132.096609,134.913603,2.816994,1,3,6,5,1.50525,0.095715
138.099224,140.931765,2.832541,1,3,6,8,1.504519,0.095992
144.101314,146.933825,2.832511,1,3,6,8,1.504884,0.095726
150.119092,152.936713,2.817621,1,3,6,6,1.488375,0.095707
156.122017,158.937872,2.815855,1,3,6,7,1.503963,0.095087
162.122966,164.938829,2.815863,1,3,6,6,1.503829,0.095522
168.123598,170.955665,2.832067,1,3,6,7,1.50446,0.095787
174.140557,176.956623,2.816066,1,3,6,5,1.489326,0.0961
180.14084,182.957677,2.816837,1,3,6,8,1.504492,0.09571
186.142634,188.960545,2.817911,1,3,6,6,1.505159,0.096257
192.144891,194.962771,2.81788,1,3,6,6,1.504091,0.096222
198.147205,200.979759,2.832554,1,3,6,6,1.504592,0.09609
204.149641,206.982447,2.832806,1,3,6,6,1.489041,0.111659
210.167608,212.984718,2.81711,1,3,6,5,1.488312,0.09615
216.169703,218.98681,2.817107,1,3,6,7,1.504612,0.095953
222.171795,224.988889,2.817094,1,3,6,8,1.504951,0.096
228.173767,230.990615,2.816848,1,3,6,5,1.504944,0.09585
234.175861,236.992977,2.817116,1,3,6,8,1.505179,0.096227
240.1776,243.010779,2.833179,1,3,6,6,1.488485,0.09556
246.196058,249.012613,2.816555,1,3,6,7,1.488575,0.095955
252.197992,255.014849,2.816857,1,3,6,7,1.504294,0.096188
258.200511,261.017819,2.817308,1,3,6,8,1.50357,0.096043
264.202537,267.019921,2.817384,1,3,6,6,1.503751,0.095887
270.205059,273.021735,2.816676,1,3,6,7,1.504527,0.095823
276.206582,279.038845,2.832263,1,3,6,6,1.488442,0.095487
282.224777,285.041628,2.816851,1,3,6,8,1.488084,0.095874
288.226894,291.043775,2.816881,1,3,6,8,1.504992,0.095749
294.229146,297.046643,2.817497,1,3,6,8,1.504028,0.095977
300.230596,303.04822,2.817624,1,3,6,7,1.504729,0.09568
306.233527,309.066261,2.832734,1,3,6,6,1.504681,0.096126
312.235346,315.067995,2.832649,1,3,6,8,1.504533,0.095648
318.253097,321.069951,2.816854,1,3,6,8,1.488108,0.095337
324.25518,327.072579,2.817399,1,3,6,8,1.504446,0.095933
330.257938,333.074514,2.816576,1,3,6,8,1.504009,0.095775
336.259613,339.07691,2.817297,1,3,6,6,1.505006,0.09551
342.260809,345.093571,2.832762,1,3,6,8,1.504136,0.095549
348.278424,351.094573,2.816149,1,3,6,8,1.503899,0.0958
354.278724,357.095694,2.81697,1,3,6,8,1.50406,0.095692
360.279868,363.096567,2.816699,1,3,6,6,1.503228,0.096026
366.280476,369.11364,2.833164,1,3,6,6,1.504038,0.096046
372.297238,375.114039,2.816801,1,3,6,6,1.488055,0.095854
378.299319,381.115602,2.816283,1,3,6,6,1.503285,0.095968
384.299874,387.116264,2.81639,1,3,6,8,1.504352,0.095414
390.300677,393.117213,2.816536,1,3,6,8,1.50441,0.095964
396.302045,399.134043,2.831998,1,3,6,8,1.488288,0.095808
402.318599,405.135334,2.816735,1,3,6,6,1.504285,0.096002
408.319802,411.136504,2.816702,1,3,6,5,1.505369,0.095838
414.321361,417.137851,2.81649,1,3,6,6,1.503897,0.095852
420.322447,423.155363,2.832916,1,3,6,8,1.504664,0.095304
426.339286,429.15645,2.817164,1,3,6,5,1.488537,0.096505
432.340393,435.157198,2.816805,1,3,6,8,1.504295,0.095466
438.342405,441.159419,2.817014,1,3,6,7,1.504439,0.096065
444.34332,447.16066,2.81734,1,3,6,8,1.504153,0.096048
450.345281,453.178185,2.832904,1,3,6,8,1.489578,0.111053
456.362471,459.17918,2.816709,1,3,6,6,1.488123,0.095973
462.363667,465.18035,2.816683,1,3,6,6,1.504375,0.09539
468.365345,471.182919,2.817574,1,3,6,8,1.504683,0.095199
474.368441,477.201262,2.832821,1,3,6,6,1.50439,0.096529
480.370685,483.203686,2.833001,1,3,6,6,1.504889,0.096043
486.372362,489.205194,2.832832,1,3,6,7,1.488343,0.09596
492.390323,495.207531,2.817208,1,3,6,5,1.488865,0.095759
498.393209,501.209372,2.816163,1,3,6,8,1.504332,0.095823
504.394679,507.21238,2.817701,1,3,6,5,1.504098,0.096433
510.39676,513.213927,2.817167,1,3,6,8,1.50461,0.095373
516.399258,519.232406,2.833148,1,3,6,8,1.504459,0.095717
522.401178,525.23421,2.833032,1,3,6,6,1.489048,0.111937
528.419482,531.236688,2.817206,1,3,6,7,1.488782,0.096124
534.421263,537.238414,2.817151,1,3,6,7,1.505288,0.096136
540.423485,543.240207,2.816722,1,3,6,6,1.504904,0.09558
546.425476,549.242291,2.816815,1,3,6,8,1.504377,0.095991
552.427363,555.260959,2.833596,1,3,6,6,1.504203,0.096736
558.445692,561.262359,2.816667,1,3,6,8,1.489189,0.096247
564.447434,567.265155,2.817721,1,3,6,8,1.488184,0.095794
570.450253,573.267267,2.817014,1,3,6,5,1.472151,0.096143
576.4522,579.269326,2.817126,1,3,6,8,1.504405,0.096129
582.453768,585.286549,2.832781,1,3,6,6,1.504659,0.096341
588.455655,591.289465,2.83381,1,3,6,7,1.504701,0.096267
594.474555,597.29123,2.816675,1,3,6,6,1.488066,0.095706
600.475559,603.293299,2.81774,1,3,6,8,1.503943,0.09587
606.478706,609.295678,2.816972,1,3,6,6,1.504353,0.09641
612.48069,615.297295,2.816605,1,3,6,7,1.505278,0.095799
618.482619,621.29958,2.816961,1,3,6,5,1.50474,0.096084
624.484363,627.317246,2.832883,1,3,6,7,1.504819,0.095835
630.502517,633.319395,2.816878,1,3,6,6,1.487961,0.095498
636.50421,639.321258,2.817048,1,3,6,7,1.503813,0.096026
644.507244,647.324752,2.817508,1,3,6,5,1.504354,0.096101
650.509251,653.326699,2.817448,1,3,6,8,1.50467,0.096167
656.511787,659.328481,2.816694,1,3,6,6,1.504976,0.095795
