Rel Start (s),Rel End (s),Interval Duration,Syncs,Acks,Data Packets,Missing Slots,Max Data Gap,Min Data Gap
0.0,3.365847,3.365847,1,3,5,2,1.047579,0.499793
6.014879,8.332984,2.318105,1,3,2,2,2.002876,2.002876
12.027779,15.348734,3.320955,1,3,4,4,1.040647,0.505367
15.410216,15.465764,0.055548,1,2,1,0,0.0,0.0
15.489892,15.587957,0.098065,1,3,1,0,0.0,0.0
15.60797,15.99385,0.38588,1,4,4,1,0.142129,0.114985
16.1014,18.213631,2.112231,1,1,15,8,0.794035,0.032584
20.045665,24.498988,4.453323,1,3,7,3,1.045237,0.49792
24.533355,24.679568,0.146213,1,3,1,2,0.0,0.0
24.702865,25.992929,1.290064,1,6,18,14,0.195633,0.032073
28.062517,31.384642,3.322125,1,3,3,4,1.543658,0.460441
34.076696,36.396033,2.319337,1,3,4,3,0.955531,0.500851
36.487363,36.606575,0.119212,1,4,1,3,0.0,0.0
36.687899,38.114311,1.426412,1,7,18,10,0.192664,0.023794
38.16424,45.618919,7.454679,1,1,7,3,2.000877,0.455475
52.11566,53.435549,1.319889,1,3,2,2,0.502413,0.502413
53.608365,53.73604,0.127675,1,4,2,3,0.114138,0.114138
53.759147,54.243879,0.484732,1,8,5,5,0.224322,0.060567
54.253389,59.665461,5.412072,1,2,19,5,1.386233,0.034594
64.14156,67.006296,2.864736,1,3,3,1,1.044537,0.500141
67.125988,68.22902,1.103032,1,12,14,8,0.265709,0.020611
70.155534,76.56599,6.410456,1,1,8,3,1.547618,0.454052
76.684219,77.804146,1.119927,1,6,16,6,0.273186,0.03166
80.176053,83.499241,3.323188,1,3,4,3,1.49627,0.505058
86.19057,89.052715,2.862145,1,3,5,3,1.044284,0.498727
89.211268,89.22346,0.012192,1,1,1,0,0.0,0.0
89.256581,90.238332,0.981751,1,8,15,7,0.199033,0.022394
92.203664,92.520822,0.317158,1,2,1,1,0.0,0.0
96.212692,99.578319,3.365627,1,3,6,3,0.952999,0.50365
99.733188,100.157736,0.424548,1,10,4,8,0.185945,0.056577
100.221615,107.590304,7.368689,1,3,21,11,1.544205,0.032227
107.642085,108.173203,0.531118,1,6,6,6,0.215496,0.033761
108.241518,109.978391,1.736873,1,1,12,8,0.590457,0.032674
112.247704,118.612633,6.364929,1,3,8,3,1.546539,0.541907
118.724445,118.778678,0.054233,1,3,1,1,0.0,0.0
118.800876,119.999903,1.199027,1,6,15,9,0.159844,0.034578
122.269341,129.770335,7.500994,1,3,10,0,1.13107,0.413908
129.904526,130.413133,0.508607,1,7,6,5,0.189431,0.046187
130.423386,131.955634,1.532248,1,1,13,7,0.424987,0.034665
134.295932,140.748414,6.452482,1,3,8,4,1.999498,0.460648
140.830078,142.196104,1.366026,1,9,19,13,0.178856,0.020546
144.316962,145.635445,1.318483,1,3,1,0,0.0,0.0
148.327259,152.647066,4.319807,1,3,6,4,1.004476,0.45777
156.343047,156.659786,0.316739,1,3,1,0,0.0,0.0
156.828889,156.865978,0.037089,1,3,1,0,0.0,0.0
156.903012,158.279617,1.376605,1,9,19,6,0.185233,0.023142
160.352659,167.773565,7.420906,1,3,9,2,2.002056,0.437441
167.866954,168.458115,0.591161,1,8,6,7,0.214092,0.040409
168.468626,171.789797,3.321171,1,2,17,11,1.080957,0.033042
180.396998,181.715925,1.318927,1,3,1,3,0.0,0.0
184.405789,185.724544,1.318755,1,3,2,1,0.502167,0.502167
185.834314,185.846822,0.012508,1,1,1,0,0.0,0.0
185.899088,185.927701,0.028613,1,2,1,0,0.0,0.0
185.971288,186.14181,0.170522,1,4,1,2,0.0,0.0
186.18042,186.285498,0.105078,1,1,1,0,0.0,0.0
186.325689,187.784547,1.458858,1,10,22,15,0.23157,0.025605
190.418937,198.873372,8.454435,1,3,7,4,1.997874,0.545432
198.987851,200.29442,1.306569,1,7,17,13,0.309835,0.030553
202.445062,205.263061,2.817999,1,3,2,4,2.00074,2.00074
212.467468,217.834115,5.366647,1,3,8,2,1.047042,0.458671
217.9324,218.107458,0.175058,1,5,1,0,0.0,0.0
218.127163,218.621364,0.494201,1,6,8,7,0.135399,0.022801
218.646,220.317219,1.671219,1,1,13,5,0.730944,0.033576
220.484497,227.438236,6.953739,1,2,7,5,1.544768,0.503583
227.505259,228.525637,1.020378,1,6,16,9,0.301557,0.023315
234.515127,245.063186,10.548059,1,3,10,5,2.002571,0.458296
245.162808,245.216763,0.053955,1,3,1,2,0.0,0.0
245.241883,246.384131,1.142248,1,7,17,9,0.148598,0.03276
248.545957,248.862011,0.316054,1,3,1,3,0.0,0.0
252.554781,258.055533,5.500752,1,3,8,1,1.04655,0.498216
258.190291,258.336429,0.146138,1,3,1,0,0.0,0.0
258.361664,258.607485,0.245821,1,4,3,0,0.072279,0.023071
258.661294,261.982098,3.320804,1,6,20,8,0.994219,0.02154
264.581056,267.397396,2.81634,1,3,4,0,0.998327,0.455519
267.468711,268.392007,0.923296,1,6,15,8,0.173545,0.03209
270.593757,278.003615,7.409858,1,3,10,3,1.544913,0.453734
278.104389,278.681065,0.576676,1,4,8,6,0.174069,0.032424
280.616677,288.942412,8.325735,1,2,8,5,2.003045,0.503382
289.039377,290.314645,1.275268,1,6,18,15,0.159876,0.03242
296.651244,297.970376,1.319132,1,3,1,3,0.0,0.0
300.660022,304.111101,3.451079,1,3,6,1,1.083277,0.460954
304.271381,304.298286,0.026905,1,2,1,1,0.0,0.0
304.324013,304.76686,0.442847,1,7,3,4,0.354707,0.08814
304.777375,306.33531,1.557935,1,6,15,10,0.42631,0.033
308.678337,316.090065,7.411728,1,3,8,6,1.545973,0.458517
316.194402,316.82118,0.626778,1,8,7,8,0.162745,0.055316
316.831694,320.571381,3.739687,1,1,15,9,1.044592,0.03375
324.713225,328.120517,3.407292,1,3,4,3,1.545768,0.499142
328.222905,328.235607,0.012702,1,1,1,0,0.0,0.0
328.258008,328.723277,0.465269,1,9,3,2,0.130388,0.071724
328.752842,330.430722,1.67788,1,2,15,11,0.474291,0.0342
334.735286,335.55076,0.815474,1,3,1,1,0.0,0.0
338.744485,344.153182,5.408697,1,3,6,5,1.545727,0.454129
344.288377,344.301677,0.0133,1,1,1,0,0.0,0.0
344.370588,344.920644,0.550056,1,11,4,3,0.173279,0.023102
344.969083,346.423638,1.454555,1,6,15,10,0.390794,0.031565
354.778831,359.596502,4.817671,1,3,8,1,0.996638,0.45541
359.758338,359.770843,0.012505,1,1,1,0,0.0,0.0
359.805661,360.786292,0.980631,1,10,11,8,0.182176,0.032277
370.813903,371.130106,0.316203,1,3,1,1,0.0,0.0
374.822414,377.637271,2.814857,1,3,2,4,2.000135,2.000135
382.840292,385.701828,2.861536,1,3,4,4,1.046649,0.544212
385.816702,385.830004,0.013302,1,1,1,0,0.0,0.0
385.862684,385.888825,0.026141,1,2,1,0,0.0,0.0
385.912075,385.924583,0.012508,1,1,1,0,0.0,0.0
386.004302,386.074732,0.07043,1,2,1,1,0.0,0.0
386.159352,387.008763,0.849411,1,15,10,12,0.224314,0.034154
