Rel Start (s),Rel End (s),Interval Duration,Syncs,Acks,Data Packets,Missing Slots,Max Data Gap,Min Data Gap
0.0,46.885469,46.885469,1,3,71,1,1.056599,0.46367
46.965219,47.829922,0.864703,1,1,15,3,0.127726,0.032362
50.022535,94.443468,44.420933,1,3,63,2,2.000767,0.448032
94.971574,95.948425,0.976851,1,4,15,6,0.159359,0.032013
98.045693,142.930467,44.884774,1,3,68,1,1.056458,0.464391
143.010885,144.131384,1.120499,1,5,14,7,0.22393,0.031099
146.068209,190.952538,44.884329,1,3,68,3,1.056065,0.464342
191.096741,192.152512,1.055771,1,4,15,10,0.223586,0.031608
196.106066,240.494701,44.388635,1,3,67,0,1.040828,0.479471
240.591108,241.904298,1.31319,1,4,16,9,0.175761,0.032647
246.129468,290.518748,44.38928,1,3,67,0,1.04091,0.479486
290.647151,291.959459,1.312308,1,5,15,9,0.14405,0.031436
296.153676,340.558482,44.404806,1,3,67,0,1.056524,0.479715
340.702425,342.047105,1.34468,1,5,15,10,0.256275,0.031614
344.175468,387.524215,43.348747,1,3,66,0,1.056306,0.464243
387.651635,388.324603,0.672968,1,4,10,7,0.160078,0.031828
392.198404,435.081964,42.88356,1,3,65,3,1.056951,0.464275
435.177945,436.314214,1.136269,1,4,14,6,0.112106,0.031364
438.218986,483.104827,44.885841,1,3,68,0,1.057277,0.464074
483.184195,484.289245,1.10505,1,5,13,8,0.176502,0.032062
488.242454,530.646551,42.404097,1,3,64,3,1.04075,0.479455
530.807164,532.119512,1.312348,1,4,15,8,0.176555,0.03186
534.28055,579.149459,44.868909,1,3,68,3,1.041036,0.464547
579.261163,580.205896,0.944733,1,4,15,8,0.12824,0.031706
582.302994,627.17196,44.868966,1,3,68,2,1.056218,0.464479
627.29963,628.323983,1.024353,1,4,14,5,0.175019,0.031594
630.324911,674.729517,44.404606,1,3,67,1,1.056112,0.464836
674.858129,676.170551,1.312422,1,4,15,8,0.192699,0.047226
678.347313,721.695482,43.348169,1,3,66,0,1.057525,0.464145
721.839651,722.367497,0.527846,1,4,7,7,0.159791,0.031516
726.370245,769.269524,42.899279,1,3,63,2,2.000794,0.479629
769.414282,770.470327,1.056045,1,4,14,4,0.191805,0.016077
774.392556,816.795469,42.402913,1,3,64,2,1.05646,0.463649
816.955906,818.188776,1.23287,1,4,15,5,0.272344,0.032009
820.43,864.818742,44.388742,1,3,67,3,1.041186,0.47958
864.962715,866.259573,1.296858,1,5,15,8,0.304219,0.031321
868.451688,912.857197,44.405509,1,3,67,3,1.056898,0.464588
912.953492,914.250022,1.29653,1,4,16,7,0.224029,0.03201
916.47449,960.87917,44.40468,1,3,67,0,1.056011,0.464718
961.023349,962.320347,1.296998,1,4,16,7,0.36841,0.031996
964.497576,1007.861708,43.364132,1,3,66,1,1.056887,0.464761
1007.957515,1008.613654,0.656139,1,4,9,3,0.191778,0.032927
1012.520347,1055.884207,43.36386,1,3,66,0,1.041266,0.478991
1056.028447,1056.636729,0.608282,1,5,6,3,0.224299,0.032399
1060.558006,1102.978235,42.420229,1,3,62,3,1.985732,0.432449
1103.490359,1104.387093,0.896734,1,4,16,7,0.127525,0.031608
1106.580095,1150.983764,44.403669,1,3,67,0,1.0557,0.479651
1151.111962,1152.42494,1.312978,1,4,15,7,0.208116,0.032326
1154.602252,1199.006899,44.404647,1,3,67,3,1.056079,0.464662
1199.087391,1200.398531,1.31114,1,4,16,6,0.287459,0.031872
1202.624536,1247.028548,44.404012,1,3,67,1,1.056587,0.46393
1247.172668,1248.469725,1.297057,1,4,16,10,0.335917,0.031935
1250.646903,1294.010802,43.363899,1,3,66,3,1.056473,0.47942
1294.13847,1294.682846,0.544376,1,3,8,3,0.127692,0.031233
1298.668555,1342.032945,43.36439,1,3,66,0,1.041217,0.479399
1342.160409,1342.784498,0.624089,1,4,7,3,0.192433,0.063397
1346.706834,1389.574663,42.867829,1,3,65,1,1.04088,0.479407
1389.68561,1390.758542,1.072932,1,4,15,7,0.191178,0.031298
1392.727647,1437.131914,44.404267,1,3,67,0,1.055652,0.479326
1437.227776,1438.54142,1.313644,1,4,16,10,0.304727,0.031846
1440.75057,1485.154432,44.403862,1,3,67,0,1.056877,0.463947
1485.23431,1486.56256,1.32825,1,5,15,5,0.175664,0.031404
1488.771577,1532.136325,43.364748,1,3,66,1,1.056638,0.464791
1532.29573,1534.601702,2.305972,1,5,18,6,1.009127,0.031551
1536.794577,1579.678541,42.883964,1,3,65,1,1.041518,0.479296
1579.870634,1580.910216,1.039582,1,5,11,7,0.160447,0.047195
1584.832795,1627.220766,42.387971,1,3,64,3,1.041229,0.479485
1627.396355,1628.661428,1.265073,1,3,15,4,0.208337,0.032252
1632.85526,1677.26013,44.40487,1,3,67,0,1.056495,0.449213
1677.355643,1678.668404,1.312761,1,4,15,8,0.367783,0.032014
1680.877824,1725.282422,44.404598,1,3,67,3,1.05724,0.463747
1725.378099,1726.675163,1.297064,1,4,16,8,0.224054,0.01639
1728.900182,1772.263427,43.363245,1,3,66,1,1.056874,0.464005
1772.407491,1772.968284,0.560793,1,4,8,3,0.175959,0.031667
1818.237367,1818.237367,0.0,1,1,1,0,0.0,0.0
1822.959638,1865.828129,42.868491,1,3,65,3,1.040594,0.479093
1866.019462,1866.948758,0.929296,1,4,15,9,0.160007,0.031798
1870.982542,1915.387121,44.404579,1,3,67,3,1.056188,0.479157
1915.4989,1916.796295,1.297395,1,4,15,10,0.36873,0.031542
1919.00486,1963.4098,44.40494,1,3,67,1,1.056383,0.463711
1963.52163,1964.833822,1.312192,1,4,16,9,0.271339,0.032511
1969.028485,2012.392574,43.364089,1,3,66,3,1.056159,0.464547
2012.472324,2013.065024,0.5927,1,4,8,5,0.208081,0.03162
2017.050995,2060.414287,43.363292,1,3,66,1,1.041392,0.479298
2060.606838,2061.119276,0.512438,1,2,7,5,0.144103,0.032182
2065.088916,2107.956421,42.867505,1,3,65,2,1.041483,0.479326
2108.116499,2109.124972,1.008473,1,4,15,9,0.12784,0.030966
2113.110662,2157.515377,44.404715,1,3,67,0,1.056491,0.464748
2157.610646,2158.923706,1.31306,1,4,16,9,0.271717,0.032062
2163.133986,2206.481861,43.347875,1,3,66,1,1.056464,0.463201
2206.593344,2207.122195,0.528851,1,4,7,3,0.191909,0.032426
2211.155488,2254.039235,42.883747,1,3,65,2,1.055745,0.464432
2254.183746,2255.128231,0.944485,1,4,14,7,0.143654,0.031002
2259.194041,2302.062107,42.868066,1,3,65,2,1.041141,0.479126
2302.206412,2303.166569,0.960157,1,4,14,8,0.112184,0.03185
2305.215627,2350.083887,44.86826,1,3,68,1,1.056731,0.464163
2350.195444,2351.236041,1.040597,1,4,15,7,0.208308,0.031578
2353.236598,2398.121567,44.884969,1,3,68,1,1.056937,0.46406
2398.233191,2399.385297,1.152106,1,4,15,6,0.19214,0.031541
2401.258379,2446.142905,44.884526,1,3,68,0,1.055954,0.464006
2446.254915,2447.231679,0.976764,1,4,14,8,0.12881,0.03183
2449.281127,2494.165752,44.884625,1,3,68,3,1.040802,0.47948
2494.309463,2495.221631,0.912168,1,4,15,6,0.143274,0.03173
2499.31931,2543.724286,44.404976,1,3,67,3,1.05631,0.479387
2543.820009,2545.148654,1.328645,1,5,15,9,0.287539,0.031913
2547.341389,2590.690117,43.348728,1,3,66,0,1.056088,0.464328
2590.786055,2591.425655,0.6396,1,3,9,5,0.192783,0.047273
2595.364177,2638.247089,42.882912,1,3,65,1,1.056746,0.464844
2638.359898,2639.415926,1.056028,1,4,15,11,0.288381,0.032263
2643.3859,2685.790061,42.404161,1,3,64,1,1.040832,0.479378
2685.981958,2687.118472,1.136514,1,2,15,7,0.239853,0.031861
2691.423717,2736.292713,44.868996,1,3,68,1,1.056209,0.464004
2736.404742,2737.46078,1.056038,1,4,15,8,0.161006,0.031424
2739.446505,2784.314315,44.86781,1,3,68,3,1.05616,0.463777
2784.426725,2785.531106,1.104381,1,4,15,5,0.175331,0.031457
2787.468651,2831.872583,44.403932,1,3,67,0,1.057228,0.463831
2832.001149,2833.313229,1.31208,1,4,16,6,0.36809,0.031874
2835.490545,2878.854334,43.363789,1,3,66,3,1.040833,0.479625
2879.014609,2879.591004,0.576395,1,4,8,3,0.112186,0.049161
2885.529729,2926.39642,40.866691,1,3,62,3,1.040885,0.479571
2926.508442,2927.62913,1.120688,1,4,15,9,0.223712,0.031302
2929.549681,2973.954342,44.404661,1,3,67,1,1.056277,0.479546
2974.06595,2975.378735,1.312785,1,4,16,9,0.271658,0.031412
2977.571131,3020.920061,43.34893,1,3,66,3,1.055753,0.464892
3021.047395,3021.528249,0.480854,1,4,6,5,0.207925,0.032064
3025.593654,3068.941564,43.34791,1,3,66,2,1.057516,0.46386
3069.06977,3069.550525,0.480755,1,4,6,3,0.224354,0.031045
3073.615763,3116.499606,42.883843,1,3,65,1,1.041076,0.463841
3116.596172,3117.716356,1.120184,1,4,15,6,0.143624,0.031348
3119.653564,3164.522526,44.868962,1,3,68,3,1.04094,0.479632
3164.666127,3165.739294,1.073167,1,4,14,5,0.144082,0.032126
3169.676863,3212.064476,42.387613,1,3,64,1,1.041625,0.479412
3212.240397,3213.392703,1.152306,1,4,14,5,0.255933,0.032097
3215.697964,3260.101977,44.404013,1,3,67,3,1.056582,0.464937
3260.230153,3261.526855,1.296702,1,4,16,11,0.208217,0.030971
3263.719471,3307.068189,43.348718,1,3,66,0,1.056541,0.448717
3307.211398,3307.787997,0.576599,1,4,8,3,0.159414,0.048298
3355.778892,3400.647655,44.868763,1,3,68,3,1.041324,0.479304
3400.775733,3401.847647,1.071914,1,4,13,6,0.128702,0.048903
3405.801942,3448.669833,42.867891,1,3,65,3,1.067808,0.454542
3448.845824,3449.693719,0.847895,1,4,14,4,0.176674,0.047535
3451.823205,3496.707877,44.884672,1,3,68,1,1.056706,0.464738
3496.835955,3497.923835,1.08788,1,4,15,7,0.223976,0.016
3499.844689,3544.729498,44.884809,1,3,68,3,1.057223,0.463668
3544.825514,3545.754319,0.928805,1,4,15,6,0.176701,0.031933
3547.867117,3592.271193,44.404076,1,3,67,3,1.041088,0.479432
3592.351848,3593.647923,1.296075,1,4,16,7,0.19182,0.032022
3595.905021,3640.293454,44.388433,1,3,67,0,1.040943,0.47927
3640.437783,3641.749837,1.312054,1,4,15,10,0.431329,0.03137
3643.92693,3687.275749,43.348819,1,3,66,3,1.041683,0.464326
3687.403745,3688.05976,0.656015,1,4,8,6,0.175709,0.032295
3737.970201,3780.854041,42.88384,1,3,65,2,1.05633,0.464829
3780.950783,3781.094881,0.144098,1,4,2,3,0.048662,0.048662
3830.029159,3874.896927,44.867768,1,3,68,3,1.055973,0.463993
3875.008987,3876.00172,0.992733,1,5,11,7,0.240224,0.032661
3880.051804,3922.918256,42.866452,1,3,65,0,1.057057,0.462977
3923.063383,3923.287412,0.224029,1,4,2,0,0.04832,0.04832
3974.094864,4016.978336,42.883472,1,3,65,1,1.056179,0.479251
4017.122527,4018.179132,1.056605,1,4,14,5,0.144788,0.01601
4020.115953,4065.000308,44.884355,1,3,68,3,1.041226,0.479225
4065.112398,4066.249234,1.136836,1,5,14,7,0.256618,0.031358
4068.153979,4113.022556,44.868577,1,3,68,1,1.056869,0.464232
4113.150386,4114.23911,1.088724,1,4,15,6,0.175567,0.031594
4116.17534,4160.579395,44.404055,1,3,67,1,1.056627,0.464233
4160.675808,4161.988978,1.31317,1,4,16,8,0.256688,0.032004
4164.197224,4208.602243,44.405019,1,3,67,0,1.05703,0.464232
4208.697243,4209.994577,1.297334,1,4,15,5,0.399591,0.031523
4212.219767,4256.624204,44.404437,1,3,67,2,1.056687,0.464228
4256.751605,4258.048813,1.297208,1,4,16,4,0.384495,0.031877
4260.257391,4303.605394,43.348003,1,3,66,1,1.041017,0.479555
4303.733872,4304.341829,0.607957,1,4,9,3,0.144305,0.03159
4308.279624,4351.627719,43.348095,1,3,66,3,1.04088,0.479523
4351.772206,4352.492084,0.719878,1,4,9,7,0.144827,0.030988
4400.32243,4444.726389,44.403959,1,3,67,1,1.056988,0.464033
4444.854437,4446.166813,1.312376,1,4,15,6,0.400336,0.031447
4448.343933,4491.70753,43.363597,1,3,66,3,1.05635,0.464402
4491.818795,4492.331869,0.513074,1,3,5,5,0.177116,0.096775
4496.366044,4539.248864,42.88282,1,3,65,1,1.040682,0.479407
4539.360552,4540.35335,0.992798,1,5,14,7,0.160143,0.031513
4542.402649,4586.79015,44.387501,1,3,67,3,1.040761,0.479763
4586.918858,4588.231286,1.312428,1,4,16,6,0.175655,0.031516
4590.424553,4634.82855,44.403997,1,3,67,1,1.05683,0.464818
4634.972699,4636.26926,1.296561,1,4,16,9,0.22434,0.031169
4638.446598,4681.794117,43.347519,1,3,66,3,1.056711,0.464083
4681.90607,4682.514007,0.607937,1,4,8,4,0.208135,0.032417
4730.504127,4774.892592,44.388465,1,3,67,3,1.04062,0.479751
4775.004783,4776.317144,1.312361,1,4,16,11,0.303412,0.031405
4780.527624,4823.875843,43.348219,1,3,66,0,1.04098,0.479441
4823.98729,4824.77211,0.78482,1,4,11,3,0.160433,0.047646
4872.57017,4917.4528,44.88263,1,3,68,0,1.073035,0.463264
4917.596845,4918.492856,0.896011,1,4,15,7,0.12781,0.031569
4920.590243,4964.993436,44.403193,1,3,67,3,1.07189,0.448213
4965.105828,4966.43399,1.328162,1,5,14,8,0.223341,0.032007
