Rel Start (s),Rel End (s),Interval Duration,Syncs,Acks,Data Packets,Missing Slots,Max Data Gap,Min Data Gap
0.0,0.315941,0.315941,1,3,1,1,0.0,0.0
4.009614,12.464693,8.455079,1,3,9,5,2.001491,0.502239
16.035486,37.506826,21.47134,1,3,26,6,2.002097,0.408861
40.088326,45.673066,5.58474,1,2,9,0,1.086595,0.458804
48.105119,57.061102,8.955983,1,3,12,2,1.456438,0.45462
60.131238,71.089278,10.95804,1,3,15,5,1.453155,0.414264
74.163115,82.532946,8.369831,1,3,12,2,1.087298,0.455165
88.193042,95.737592,7.54455,1,3,8,4,2.001422,0.504004
96.209808,97.071736,0.861928,1,2,2,1,0.545101,0.545101
100.219292,112.676818,12.457526,1,3,17,3,1.592625,0.407869
116.2549,119.575244,3.320344,1,3,3,3,2.001224,1.003979
122.267515,123.586264,1.318749,1,3,1,1,0.0,0.0
126.275608,136.73175,10.456142,1,3,14,3,1.547319,0.453606
140.30668,150.72145,10.41477,1,3,13,2,1.544867,0.45385
162.354944,168.762595,6.407651,1,3,9,4,1.044746,0.414271
172.37663,181.42038,9.04375,1,3,13,2,1.544634,0.414286
184.402524,205.831108,21.428584,1,3,26,5,2.001927,0.45447
212.463843,215.829822,3.365979,1,3,6,3,1.042976,0.455149
220.48135,237.035126,16.553776,1,3,19,5,1.545948,0.414597
238.52108,253.978284,15.457204,1,3,22,3,1.545279,0.446978
256.559212,270.06935,13.510138,1,3,15,4,2.003341,0.414045
272.594417,275.410453,2.816036,1,3,3,2,1.49712,0.50334
278.607905,286.153221,7.545316,1,3,9,3,2.001488,0.410629
286.625143,290.988697,4.363554,1,1,4,3,1.544957,0.54524
294.643381,312.152873,17.509492,1,3,24,4,1.547788,0.453851
314.686214,321.096244,6.41003,1,3,5,6,1.54592,0.455801
324.709784,340.302985,15.593201,1,3,21,4,2.002265,0.36587
346.756974,348.076549,1.319575,1,3,1,2,0.0,0.0
350.765763,376.356457,25.590694,1,3,31,6,2.002717,0.364638
378.826316,389.735818,10.909502,1,3,16,2,1.502822,0.456484
392.857238,394.176773,1.319535,1,3,2,2,1.002529,1.002529
396.866312,404.416222,7.54991,1,3,11,2,1.543311,0.45944
404.884787,406.203746,1.318959,1,2,1,1,0.0,0.0
412.90097,425.990149,13.089179,1,3,17,4,1.545428,0.410247
426.932158,433.300548,6.36839,1,2,9,2,1.04531,0.458977
436.953881,438.273419,1.319538,1,3,1,1,0.0,0.0
440.962941,443.869708,2.906767,1,3,4,4,1.543942,0.499741
450.984857,452.303855,1.318998,1,3,1,2,0.0,0.0
454.993265,472.55129,17.558025,1,3,22,8,1.457229,0.458897
473.032191,482.57797,9.545779,1,1,11,3,2.002435,0.409844
483.054659,483.370852,0.316193,1,1,1,1,0.0,0.0
489.068087,495.979271,6.911184,1,3,9,5,1.541451,0.459318
499.090176,506.459354,7.369178,1,3,9,4,1.50359,0.498201
509.112003,515.477542,6.365539,1,3,6,2,1.547259,0.456333
519.134051,526.677612,7.543561,1,3,9,2,2.001301,0.410995
529.155261,536.713502,7.558241,1,3,10,2,1.054255,0.491681
537.173638,538.491753,1.318115,1,2,1,1,0.0,0.0
541.181674,556.601332,15.419658,1,3,18,6,2.000546,0.453814
559.221264,563.541154,4.31989,1,3,5,5,1.003879,0.998417
567.23912,580.792732,13.553612,1,3,17,6,1.545521,0.414325
583.274204,590.643192,7.368988,1,3,9,3,2.001751,0.453295
597.304734,597.620161,0.315427,1,3,1,1,0.0,0.0
601.313687,640.879319,39.565632,1,3,51,9,2.000316,0.45374
643.405335,652.952118,9.546783,1,3,11,5,1.545532,0.460849
653.426765,662.245313,8.818548,1,3,9,4,2.001326,0.451891
665.453596,665.770202,0.316606,1,3,1,1,0.0,0.0
671.466409,680.967773,9.501364,1,3,9,6,2.002667,0.542606
683.493792,696.542611,13.048819,1,3,13,7,2.003686,0.457189
701.532294,713.03897,11.506676,1,3,14,4,2.002875,0.459159
715.563213,722.5182,6.954987,1,3,7,4,1.543892,0.45482
725.585978,746.056609,20.470631,1,3,22,8,2.002416,0.459277
749.637747,765.058131,15.420384,1,3,20,7,1.543876,0.372408
765.672668,767.990466,2.317798,1,1,4,1,0.91066,0.545399
771.686697,778.185782,6.499085,1,3,7,3,1.545712,0.454787
781.707432,787.120679,5.413247,1,3,6,3,2.002125,0.452818
791.730068,797.185463,5.455395,1,3,7,5,1.047229,0.49987
799.747238,819.219378,19.47214,1,3,20,10,2.002901,0.416199
821.795592,831.244413,9.448821,1,3,10,5,1.554762,0.45732
833.821497,837.142961,3.321464,1,3,2,1,2.001865,2.001865
839.835607,854.38472,14.549113,1,3,19,3,2.001736,0.454262
855.870456,856.187033,0.316577,1,3,1,0,0.0,0.0
859.878659,869.411075,9.532416,1,3,12,3,2.000488,0.467459
873.910206,877.273758,3.363552,1,3,4,2,1.046302,0.998182
879.922574,892.967261,13.044687,1,3,16,6,1.544505,0.455848
895.957497,897.276454,1.318957,1,3,1,0,0.0,0.0
899.967608,907.511687,7.544079,1,3,10,3,1.545193,0.454954
907.983845,923.03319,15.049345,1,1,17,4,2.001919,0.452824
924.019104,931.559108,7.540004,1,2,10,1,1.172358,0.37319
932.037296,934.900026,2.86273,1,2,2,2,1.543759,1.543759
938.050235,940.455926,2.405691,1,3,4,3,1.043538,0.503397
944.063153,945.42662,1.363467,1,3,2,4,1.048001,1.048001
950.076581,957.576337,7.499756,1,3,10,2,1.046884,0.499753
960.098081,967.510005,7.411924,1,3,8,5,2.000397,0.500138
970.120074,971.484373,1.364299,1,3,2,2,1.047252,1.047252
976.133447,991.598862,15.465415,1,3,21,6,1.540736,0.373906
