row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),0.9582081227792656,0.9775169079105053,0.9772012251020918,0.9773590410152485,0.9456926743704145,0.8537484342899047
1,Naive Bayes (Gaussian),0.9230754436660689,0.9230754436660689,1.0,0.9599991999339945,0.9230754437247523,0.5
2,KNN,0.9569676367780059,0.975526619348,0.9779148262355196,0.9767192629240605,0.9417067741726133,0.8417607133240227
3,Logistic Regression,0.9230754436660689,0.9230754436660689,1.0,0.9599991999339945,0.923070635685711,0.5
4,Support Vector Machine,0.9230754436660689,0.9230754436660689,1.0,0.9599991999339945,0.9230754437247523,0.5
