SUMMARY REPORT: Trojan_80_ALL | Model: .\Random_Forest.sav | Port: COM18 | Delay: 120ms
Total Packets Collected: 20000
Total Flows Processed: 301
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  170
False Positives (FP): 129
True Negatives (TN):  2
False Negatives (FN): 0
Overall Accuracy: 57.14%
--------------------------------------------------
2026-04-29 12:56:05 | Pred: 1 | Actual: 0 | File: flow_125605_658684.txt
2026-04-29 12:56:19 | Pred: 1 | Actual: 0 | File: flow_125619_676265.txt
2026-04-29 12:56:35 | Pred: 1 | Actual: 0 | File: flow_125635_688068.txt
2026-04-29 12:57:03 | Pred: 1 | Actual: 0 | File: flow_125703_714330.txt
2026-04-29 12:57:31 | Pred: 1 | Actual: 1 | File: flow_125731_726019.txt
2026-04-29 12:58:05 | Pred: 1 | Actual: 1 | File: flow_125805_756244.txt
2026-04-29 12:58:21 | Pred: 1 | Actual: 1 | File: flow_125821_778890.txt
2026-04-29 12:58:53 | Pred: 1 | Actual: 0 | File: flow_125853_808291.txt
2026-04-29 12:59:35 | Pred: 1 | Actual: 0 | File: flow_125935_841390.txt
2026-04-29 13:00:09 | Pred: 1 | Actual: 1 | File: flow_130009_872419.txt
2026-04-29 13:01:43 | Pred: 1 | Actual: 1 | File: flow_130143_942516.txt
2026-04-29 13:02:13 | Pred: 1 | Actual: 0 | File: flow_130213_970998.txt
2026-04-29 13:03:24 | Pred: 1 | Actual: 1 | File: flow_130324_032056.txt
2026-04-29 13:03:46 | Pred: 1 | Actual: 0 | File: flow_130346_060361.txt
2026-04-29 13:04:02 | Pred: 1 | Actual: 0 | File: flow_130402_063800.txt
2026-04-29 13:04:14 | Pred: 1 | Actual: 1 | File: flow_130414_084803.txt
2026-04-29 13:06:06 | Pred: 1 | Actual: 1 | File: flow_130606_178891.txt
2026-04-29 13:07:46 | Pred: 1 | Actual: 1 | File: flow_130746_267841.txt
2026-04-29 13:08:18 | Pred: 1 | Actual: 0 | File: flow_130818_297257.txt
2026-04-29 13:08:46 | Pred: 1 | Actual: 0 | File: flow_130846_308380.txt
2026-04-29 13:09:38 | Pred: 1 | Actual: 0 | File: flow_130938_361904.txt
2026-04-29 13:09:42 | Pred: 1 | Actual: 1 | File: flow_130942_363738.txt
2026-04-29 13:10:02 | Pred: 1 | Actual: 0 | File: flow_131002_378227.txt
2026-04-29 13:10:46 | Pred: 1 | Actual: 0 | File: flow_131046_421819.txt
2026-04-29 13:11:54 | Pred: 1 | Actual: 1 | File: flow_131154_481805.txt
2026-04-29 13:12:20 | Pred: 1 | Actual: 0 | File: flow_131220_492976.txt
2026-04-29 13:12:58 | Pred: 1 | Actual: 0 | File: flow_131258_524834.txt
2026-04-29 13:13:32 | Pred: 1 | Actual: 0 | File: flow_131332_554316.txt
2026-04-29 13:14:08 | Pred: 1 | Actual: 1 | File: flow_131408_585263.txt
2026-04-29 13:15:56 | Pred: 1 | Actual: 1 | File: flow_131556_677562.txt
2026-04-29 13:16:36 | Pred: 1 | Actual: 1 | File: flow_131636_737242.txt
2026-04-29 13:17:06 | Pred: 1 | Actual: 0 | File: flow_131706_738179.txt
2026-04-29 13:17:28 | Pred: 1 | Actual: 0 | File: flow_131728_763714.txt
2026-04-29 13:17:44 | Pred: 1 | Actual: 1 | File: flow_131744_785146.txt
2026-04-29 13:18:14 | Pred: 1 | Actual: 0 | File: flow_131814_797840.txt
2026-04-29 13:19:46 | Pred: 1 | Actual: 1 | File: flow_131946_884289.txt
2026-04-29 13:20:02 | Pred: 1 | Actual: 1 | File: flow_132002_890171.txt
