row_number,Algorithm,Accuracy,Precision,Recall,F1-Score,KFold,ROC Curve
0,Random Forest (4 n_estimators),0.97078125,0.9738315405422406,0.9675625,0.9706868984544001,0.969125,0.97078125
1,Naive Bayes (Gaussian),0.70653125,0.915921963499056,0.4548125,0.6078095635832115,0.6916875,0.70653125
2,KNN,0.96878125,0.9677580293108824,0.969875,0.9688153582019666,0.9668749999999999,0.96878125
3,Logistic Regression,0.60996875,0.6163921412978766,0.582375,0.598900922325417,0.6097187500000001,0.60996875
4,Support Vector Machine,0.609375,0.6159554730983302,0.581,0.5979673227839959,0.60934375,0.609375
