2025-11-10 11:42:43.467621, 1, BB:0:1:0
2025-11-10 11:42:43.527197, 2, 02:629:0:1
2025-11-10 11:42:43.550707, 3, 01:504:0:1
2025-11-10 11:42:43.631267, 4, 03:642:0:1
2025-11-10 11:42:43.782840, 5, 01:250:0:0:Node 01: Network 1
2025-11-10 11:42:44.284041, 6, 02:750:0:0:Node 02: Network 1
2025-11-10 11:42:44.446634, 7, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:42:45.468552, 8, BB:0:1:0
2025-11-10 11:42:47.468869, 9, BB:0:1:0
2025-11-10 11:42:47.515929, 10, 03:345:0:1
2025-11-10 11:42:47.561950, 11, 01:1:0:1
2025-11-10 11:42:47.572462, 12, 02:4:0:1
2025-11-10 11:42:48.447176, 13, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:42:49.467287, 14, BB:0:1:0
2025-11-10 11:42:49.500835, 15, 01:250:0:0:Node 01: Network 1
2025-11-10 11:42:50.043710, 16, 02:750:0:0:Node 02: Network 1
2025-11-10 11:42:50.206333, 17, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:42:51.466334, 18, BB:0:1:0
2025-11-10 11:42:53.465956, 19, BB:0:1:0
2025-11-10 11:42:53.504989, 20, 02:240:0:1
2025-11-10 11:42:53.537496, 21, 03:583:0:1
2025-11-10 11:42:53.555496, 22, 01:195:0:1
2025-11-10 11:42:54.282211, 23, 02:750:0:0:Node 02: Network 1
2025-11-10 11:42:54.444810, 24, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:42:55.465187, 25, BB:0:1:0
2025-11-10 11:42:57.465444, 26, BB:0:1:0
2025-11-10 11:42:57.512503, 27, 01:1956:0:1
2025-11-10 11:42:57.529536, 28, 02:3:0:1
2025-11-10 11:42:57.542042, 29, 03:343:0:1
2025-11-10 11:42:57.780681, 30, 01:250:0:0:Node 01: Network 1
2025-11-10 11:42:58.280555, 31, 02:750:0:0:Node 02: Network 1
2025-11-10 11:42:58.442690, 32, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:42:59.464331, 33, BB:0:1:0
2025-11-10 11:43:01.465004, 34, BB:0:1:0
2025-11-10 11:43:01.534680, 35, 02:300:0:1
2025-11-10 11:43:01.544712, 36, 01:0:0:1
2025-11-10 11:43:01.557429, 37, 03:345:0:1
2025-11-10 11:43:02.282236, 38, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:02.444797, 39, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:03.464146, 40, BB:0:1:0
2025-11-10 11:43:03.526254, 41, 02:607:0:1
2025-11-10 11:43:04.280971, 42, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:04.487131, 43, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:05.826689, 44, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:06.283217, 45, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:06.488831, 46, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:07.831960, 47, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:08.032267, 48, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:08.489233, 49, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:09.834777, 50, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:10.033771, 51, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:10.490781, 52, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:11.837781, 53, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:12.035603, 54, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:12.492450, 55, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:13.842667, 56, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:14.038829, 57, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:14.493747, 58, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:15.845842, 59, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:16.040497, 60, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:16.551593, 61, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:17.586841, 62, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:18.041809, 63, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:18.553083, 64, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:19.589535, 65, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:20.044971, 66, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:20.553029, 67, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:21.593298, 68, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:22.097992, 69, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:22.300113, 70, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:23.459509, 71, BB:0:1:0
2025-11-10 11:43:25.460575, 72, BB:0:1:0
2025-11-10 11:43:25.501081, 73, 01:183:0:1
2025-11-10 11:43:25.513599, 74, 03:483:0:1
2025-11-10 11:43:25.535021, 75, 02:183:0:1
2025-11-10 11:43:25.776142, 76, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:26.274932, 77, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:26.439519, 78, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:27.459882, 79, BB:0:1:0
2025-11-10 11:43:29.460045, 80, BB:0:1:0
2025-11-10 11:43:29.512059, 81, 03:344:0:1
2025-11-10 11:43:29.547078, 82, 01:1999:0:1
2025-11-10 11:43:29.557078, 83, 02:3:0:1
2025-11-10 11:43:30.275261, 84, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:31.822546, 85, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:32.277476, 86, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:32.530084, 87, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:33.825092, 88, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:34.279860, 89, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:34.531129, 90, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:35.829000, 91, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:36.076156, 92, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:36.532253, 93, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:37.832273, 94, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:38.076947, 95, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:38.533657, 96, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:39.836453, 97, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:40.079661, 98, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:40.534932, 99, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:41.840794, 100, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:42.082303, 101, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:42.537088, 102, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:43.843735, 103, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:44.082396, 104, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:44.538778, 105, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:45.847293, 106, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:46.579590, 107, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:47.851038, 108, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:48.077763, 109, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:48.541017, 110, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:49.853992, 111, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:50.078761, 112, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:50.541991, 113, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:51.858557, 114, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:52.080698, 115, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:52.565451, 116, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:53.627368, 117, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:54.083415, 118, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:54.566394, 119, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:56.084835, 120, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:56.567592, 121, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:57.630696, 122, 01:250:0:0:Node 01: Network 1
2025-11-10 11:43:58.112530, 123, 02:750:0:0:Node 02: Network 1
2025-11-10 11:43:58.569230, 124, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:43:59.634444, 125, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:00.114569, 126, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:00.570186, 127, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:01.638435, 128, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:02.115981, 129, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:02.571520, 130, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:03.663684, 131, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:04.115804, 132, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:04.571636, 133, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:05.666819, 134, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:06.117108, 135, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:06.573843, 136, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:07.670064, 137, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:08.118126, 138, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:08.574654, 139, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:09.673657, 140, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:10.117947, 141, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:10.576909, 142, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:11.678011, 143, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:12.121261, 144, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:12.577651, 145, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:13.623331, 146, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:14.124011, 147, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:14.578577, 148, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:15.626556, 149, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:16.123859, 150, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:16.580392, 151, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:17.630209, 152, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:18.125067, 153, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:18.581642, 154, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:19.671452, 155, 01:251:0:0:Node 01: Network 1
2025-11-10 11:44:20.126435, 156, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:20.375595, 157, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:21.448778, 158, BB:0:1:0
2025-11-10 11:44:23.449706, 159, BB:0:1:0
2025-11-10 11:44:23.501254, 160, 01:95:0:1
2025-11-10 11:44:23.531763, 161, 03:395:0:1
2025-11-10 11:44:23.575284, 162, 02:142:0:1
2025-11-10 11:44:23.764935, 163, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:24.265318, 164, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:24.471507, 165, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:25.768874, 166, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:26.266860, 167, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:26.473965, 168, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:27.771365, 169, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:28.269642, 170, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:28.474752, 171, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:29.775638, 172, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:30.271926, 173, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:30.471886, 174, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:31.778979, 175, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:32.273451, 176, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:32.477054, 177, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:33.782524, 178, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:34.276414, 179, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:34.489536, 180, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:35.785485, 181, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:36.277934, 182, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:36.492535, 183, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:37.790622, 184, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:38.279661, 185, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:38.494413, 186, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:39.793567, 187, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:40.280774, 188, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:40.496003, 189, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:41.796937, 190, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:42.040421, 191, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:42.496880, 192, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:43.586642, 193, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:44.041380, 194, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:44.498262, 195, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:45.590728, 196, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:46.044225, 197, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:46.296854, 198, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:47.444391, 199, BB:0:1:0
2025-11-10 11:44:49.443798, 200, BB:0:1:0
2025-11-10 11:44:49.496309, 201, 03:469:0:1
2025-11-10 11:44:49.529322, 202, 01:172:0:1
2025-11-10 11:44:49.554326, 203, 02:219:0:1
2025-11-10 11:44:50.260334, 204, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:50.422427, 205, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:51.443001, 206, BB:0:1:0
2025-11-10 11:44:53.443968, 207, BB:0:1:0
2025-11-10 11:44:53.495492, 208, 02:3:0:1
2025-11-10 11:44:53.534512, 209, 01:1956:0:1
2025-11-10 11:44:53.548512, 210, 03:344:0:1
2025-11-10 11:44:53.759606, 211, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:54.303401, 212, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:54.422006, 213, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:55.442669, 214, BB:0:1:0
2025-11-10 11:44:55.485173, 215, 02:473:0:1
2025-11-10 11:44:55.540211, 216, 01:250:0:0:Node 01: Network 1
2025-11-10 11:44:56.258489, 217, 02:750:0:0:Node 02: Network 1
2025-11-10 11:44:56.294518, 218, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:44:57.442208, 219, BB:0:1:0
2025-11-10 11:44:59.442356, 220, BB:0:1:0
2025-11-10 11:44:59.497381, 221, 03:502:0:1
2025-11-10 11:44:59.509735, 222, 02:425:0:1
2025-11-10 11:44:59.580267, 223, 01:1957:0:1
2025-11-10 11:44:59.759464, 224, 01:250:0:0:Node 01: Network 1
2025-11-10 11:45:00.257301, 225, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:00.419726, 226, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:01.441440, 227, BB:0:1:0
2025-11-10 11:45:01.499622, 228, 02:467:0:1
2025-11-10 11:45:02.258372, 229, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:02.465048, 230, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:03.805352, 231, 01:250:0:0:Node 01: Network 1
2025-11-10 11:45:04.009252, 232, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:04.511883, 233, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:05.556050, 234, 01:250:0:0:Node 01: Network 1
2025-11-10 11:45:06.056755, 235, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:06.508252, 236, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:07.603832, 237, 01:250:0:0:Node 01: Network 1
2025-11-10 11:45:08.058779, 238, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:08.515253, 239, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:09.605097, 240, 01:250:0:0:Node 01: Network 1
2025-11-10 11:45:10.059407, 241, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:10.515458, 242, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:11.608902, 243, 01:250:0:0:Node 01: Network 1
2025-11-10 11:45:12.060785, 244, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:12.517455, 245, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:13.612730, 246, 01:251:0:0:Node 01: Network 1
2025-11-10 11:45:14.062714, 247, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:14.518937, 248, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:15.617484, 249, 01:250:0:0:Node 01: Network 1
2025-11-10 11:45:16.064563, 250, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:16.519947, 251, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:17.611571, 252, 01:250:0:0:Node 01: Network 1
2025-11-10 11:45:18.064463, 253, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:18.270418, 254, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:19.438021, 255, BB:0:1:0
2025-11-10 11:45:21.437887, 256, BB:0:1:0
2025-11-10 11:45:21.486409, 257, 01:142:0:1
2025-11-10 11:45:21.505918, 258, 02:193:0:1
2025-11-10 11:45:21.517918, 259, 03:490:0:1
2025-11-10 11:45:22.252798, 260, 02:750:0:0:Node 02: Network 1
2025-11-10 11:45:22.414896, 261, 03:1250:0:0:Node 03: Network 1
2025-11-10 11:45:23.436625, 262, BB:0:1:0
