SUMMARY REPORT: Trojan_80_ALL | Model: .\KNN.sav | Port: COM8 | Delay: 270ms
Total Packets Collected: 20000
Total Flows Processed: 669
--------------------------------------------------
CONFUSION MATRIX:
True Positives (TP):  362
False Positives (FP): 307
True Negatives (TN):  0
False Negatives (FN): 0
Overall Accuracy: 54.11%
--------------------------------------------------
2026-04-20 17:01:31 | Pred: 1 | Actual: 0 | File: flow_170131_496518.txt
2026-04-20 17:02:07 | Pred: 1 | Actual: 1 | File: flow_170207_533585.txt
2026-04-20 17:02:43 | Pred: 1 | Actual: 0 | File: flow_170243_585067.txt
2026-04-20 17:03:13 | Pred: 1 | Actual: 0 | File: flow_170313_617384.txt
2026-04-20 17:03:19 | Pred: 1 | Actual: 1 | File: flow_170319_624511.txt
2026-04-20 17:03:59 | Pred: 1 | Actual: 0 | File: flow_170359_675849.txt
2026-04-20 17:04:03 | Pred: 1 | Actual: 1 | File: flow_170403_678305.txt
2026-04-20 17:04:29 | Pred: 1 | Actual: 1 | File: flow_170429_708844.txt
2026-04-20 17:04:35 | Pred: 1 | Actual: 1 | File: flow_170435_712125.txt
2026-04-20 17:04:59 | Pred: 1 | Actual: 1 | File: flow_170459_740536.txt
2026-04-20 17:06:53 | Pred: 1 | Actual: 1 | File: flow_170653_884797.txt
2026-04-20 17:07:13 | Pred: 1 | Actual: 1 | File: flow_170713_911377.txt
2026-04-20 17:07:19 | Pred: 1 | Actual: 1 | File: flow_170719_914315.txt
2026-04-20 17:07:53 | Pred: 1 | Actual: 0 | File: flow_170753_950044.txt
2026-04-20 17:07:57 | Pred: 1 | Actual: 1 | File: flow_170757_952059.txt
2026-04-20 17:08:23 | Pred: 1 | Actual: 0 | File: flow_170823_981529.txt
2026-04-20 17:08:58 | Pred: 1 | Actual: 1 | File: flow_170858_032893.txt
2026-04-20 17:09:42 | Pred: 1 | Actual: 0 | File: flow_170942_088570.txt
2026-04-20 17:09:56 | Pred: 1 | Actual: 0 | File: flow_170956_096682.txt
2026-04-20 17:10:34 | Pred: 1 | Actual: 0 | File: flow_171034_149814.txt
2026-04-20 17:10:38 | Pred: 1 | Actual: 1 | File: flow_171038_152343.txt
2026-04-20 17:10:42 | Pred: 1 | Actual: 1 | File: flow_171042_154420.txt
2026-04-20 17:11:00 | Pred: 1 | Actual: 0 | File: flow_171100_180403.txt
2026-04-20 17:11:04 | Pred: 1 | Actual: 1 | File: flow_171104_182706.txt
2026-04-20 17:11:10 | Pred: 1 | Actual: 1 | File: flow_171110_185587.txt
2026-04-20 17:11:12 | Pred: 1 | Actual: 1 | File: flow_171112_187505.txt
2026-04-20 17:12:12 | Pred: 1 | Actual: 0 | File: flow_171212_268039.txt
2026-04-20 17:12:34 | Pred: 1 | Actual: 0 | File: flow_171234_280828.txt
2026-04-20 17:13:28 | Pred: 1 | Actual: 0 | File: flow_171328_357628.txt
2026-04-20 17:13:50 | Pred: 1 | Actual: 0 | File: flow_171350_369523.txt
2026-04-20 17:14:02 | Pred: 1 | Actual: 1 | File: flow_171402_392465.txt
2026-04-20 17:14:08 | Pred: 1 | Actual: 1 | File: flow_171408_396116.txt
2026-04-20 17:14:14 | Pred: 1 | Actual: 1 | File: flow_171414_399096.txt
2026-04-20 17:14:34 | Pred: 1 | Actual: 0 | File: flow_171434_426057.txt
2026-04-20 17:15:48 | Pred: 1 | Actual: 0 | File: flow_171548_514482.txt
2026-04-20 17:15:54 | Pred: 1 | Actual: 1 | File: flow_171554_518782.txt
2026-04-20 17:16:00 | Pred: 1 | Actual: 1 | File: flow_171600_536802.txt
2026-04-20 17:16:26 | Pred: 1 | Actual: 0 | File: flow_171626_566706.txt
2026-04-20 17:17:38 | Pred: 1 | Actual: 0 | File: flow_171738_653429.txt
2026-04-20 17:17:42 | Pred: 1 | Actual: 1 | File: flow_171742_655917.txt
2026-04-20 17:17:48 | Pred: 1 | Actual: 1 | File: flow_171748_659536.txt
2026-04-20 17:18:28 | Pred: 1 | Actual: 0 | File: flow_171828_713959.txt
2026-04-20 17:18:30 | Pred: 1 | Actual: 1 | File: flow_171830_713961.txt
2026-04-20 17:19:08 | Pred: 1 | Actual: 0 | File: flow_171908_750739.txt
2026-04-20 17:19:30 | Pred: 1 | Actual: 0 | File: flow_171930_778280.txt
2026-04-20 17:19:36 | Pred: 1 | Actual: 1 | File: flow_171936_781987.txt
2026-04-20 17:20:18 | Pred: 1 | Actual: 0 | File: flow_172018_836360.txt
2026-04-20 17:20:46 | Pred: 1 | Actual: 0 | File: flow_172046_866170.txt
2026-04-20 17:21:08 | Pred: 1 | Actual: 0 | File: flow_172108_903506.txt
2026-04-20 17:21:10 | Pred: 1 | Actual: 1 | File: flow_172110_895825.txt
2026-04-20 17:21:48 | Pred: 1 | Actual: 0 | File: flow_172148_947474.txt
2026-04-20 17:21:54 | Pred: 1 | Actual: 1 | File: flow_172154_950460.txt
2026-04-20 17:22:15 | Pred: 1 | Actual: 0 | File: flow_172214_977976.txt
2026-04-20 17:22:33 | Pred: 1 | Actual: 0 | File: flow_172233_002522.txt
2026-04-20 17:22:35 | Pred: 1 | Actual: 1 | File: flow_172235_003774.txt
2026-04-20 17:23:01 | Pred: 1 | Actual: 0 | File: flow_172301_033431.txt
2026-04-20 17:23:55 | Pred: 1 | Actual: 0 | File: flow_172355_093852.txt
2026-04-20 17:23:59 | Pred: 1 | Actual: 1 | File: flow_172359_095732.txt
2026-04-20 17:24:59 | Pred: 1 | Actual: 0 | File: flow_172459_160827.txt
2026-04-20 17:25:37 | Pred: 1 | Actual: 0 | File: flow_172537_212947.txt
2026-04-20 17:26:07 | Pred: 1 | Actual: 0 | File: flow_172607_244540.txt
2026-04-20 17:26:13 | Pred: 1 | Actual: 1 | File: flow_172613_247897.txt
2026-04-20 17:26:17 | Pred: 1 | Actual: 1 | File: flow_172617_265567.txt
2026-04-20 17:26:23 | Pred: 1 | Actual: 1 | File: flow_172623_269302.txt
2026-04-20 17:26:49 | Pred: 1 | Actual: 0 | File: flow_172649_298935.txt
2026-04-20 17:26:51 | Pred: 1 | Actual: 1 | File: flow_172651_300085.txt
2026-04-20 17:26:57 | Pred: 1 | Actual: 1 | File: flow_172657_303422.txt
2026-04-20 17:27:23 | Pred: 1 | Actual: 0 | File: flow_172723_332830.txt
2026-04-20 17:27:29 | Pred: 1 | Actual: 1 | File: flow_172729_336521.txt
2026-04-20 17:28:01 | Pred: 1 | Actual: 0 | File: flow_172801_376412.txt
2026-04-20 17:28:05 | Pred: 1 | Actual: 1 | File: flow_172805_387154.txt
2026-04-20 17:28:09 | Pred: 1 | Actual: 1 | File: flow_172809_389348.txt
2026-04-20 17:28:37 | Pred: 1 | Actual: 0 | File: flow_172837_420118.txt
2026-04-20 17:29:43 | Pred: 1 | Actual: 0 | File: flow_172943_502311.txt
2026-04-20 17:29:49 | Pred: 1 | Actual: 1 | File: flow_172949_506147.txt
2026-04-20 17:29:53 | Pred: 1 | Actual: 1 | File: flow_172953_507812.txt
2026-04-20 17:30:35 | Pred: 1 | Actual: 0 | File: flow_173035_562493.txt
2026-04-20 17:31:11 | Pred: 1 | Actual: 0 | File: flow_173111_596662.txt
2026-04-20 17:31:13 | Pred: 1 | Actual: 1 | File: flow_173113_598527.txt
2026-04-20 17:31:17 | Pred: 1 | Actual: 1 | File: flow_173117_628728.txt
2026-04-20 17:31:23 | Pred: 1 | Actual: 1 | File: flow_173123_619420.txt
2026-04-20 17:32:05 | Pred: 1 | Actual: 0 | File: flow_173205_673050.txt
2026-04-20 17:32:33 | Pred: 1 | Actual: 0 | File: flow_173233_703565.txt
2026-04-20 17:32:43 | Pred: 1 | Actual: 0 | File: flow_173243_708450.txt
2026-04-20 17:33:03 | Pred: 1 | Actual: 0 | File: flow_173303_734726.txt
2026-04-20 17:33:09 | Pred: 1 | Actual: 1 | File: flow_173309_738740.txt
2026-04-20 17:33:11 | Pred: 1 | Actual: 1 | File: flow_173311_739870.txt
2026-04-20 17:33:17 | Pred: 1 | Actual: 1 | File: flow_173317_742911.txt
2026-04-20 17:33:21 | Pred: 1 | Actual: 1 | File: flow_173321_760589.txt
2026-04-20 17:33:25 | Pred: 1 | Actual: 1 | File: flow_173325_763014.txt
2026-04-20 17:34:05 | Pred: 1 | Actual: 0 | File: flow_173405_800124.txt
2026-04-20 17:34:43 | Pred: 1 | Actual: 0 | File: flow_173443_851627.txt
2026-04-20 17:34:45 | Pred: 1 | Actual: 1 | File: flow_173445_852755.txt
